N	2gram	Vinokur_St_2	Myshleni
1	в процессе	2	27
2	и в	29	25
3	в развитии	1	24
4	в том	27	23
5	и речи	2	20
6	том что	27	20
7	таким образом	10	17
8	так же	3	17
9	что в	19	17
10	с тем	7	16
11	в основе	1	16
12	как и	2	15
13	в его	13	15
14	то что	11	15
15	в этом	21	14
16	вместе с	7	14
17	может быть	2	13
18	так как	2	12
19	в качестве	5	12
20	на основании	1	11
21	по своему	2	11
22	что они	2	10
23	и что	6	10
24	что и	2	10
25	было бы	5	10
26	того что	5	10
27	только в	2	10
28	как бы	5	10
29	и не	9	10
30	мы не	1	9
31	связи с	4	9
32	заключается в	1	9
33	этого процесса	1	9
34	ни в	3	9
35	как в	3	9
36	как мы	1	8
37	того чтобы	6	8
38	тем что	3	8
39	не является	3	8
40	столь же	1	7
41	все эти	2	7
42	по себе	3	7
43	в области	2	7
44	уже в	1	7
45	мы можем	1	7
46	для того	7	7
47	как это	2	7
48	же как	3	6
49	того же	2	6
50	высшей степени	1	6
51	совпадает с	1	6
52	зависимости от	1	6
53	и на	6	6
54	но не	3	6
55	потому что	9	6
56	представляет собой	1	6
57	не только	19	6
58	в высшей	1	6
59	не может	2	6
60	мы видели	1	6
61	точки зрения	5	6
62	в отличие	2	6
63	не в	4	6
64	в отношении	2	6
65	не менее	3	6
66	самого начала	3	6
67	с самого	3	6
68	можно было	1	6
69	один из	1	6
70	что он	13	6
71	отличие от	2	6
72	с другой	4	6
73	в связи	1	6
74	все это	11	6
75	все же	6	6
76	одним из	6	5
77	в зависимости	1	5
78	отличаются от	1	5
79	как говорит	2	5
80	и как	2	5
81	и к	4	5
82	отношения между	1	5
83	что это	3	5
84	что она	1	5
85	при этом	2	5
86	к одному	1	5
87	и по	3	5
88	факт что	6	5
89	на этой	1	5
90	тем не	2	5
91	но это	3	5
92	о том	17	5
93	значения и	1	5
94	так и	9	5
95	если бы	2	5
96	в этой	2	5
97	в пользу	3	5
98	для него	4	5
99	именно в	4	5
100	тот факт	4	5
101	тем же	2	4
102	бы что	1	4
103	еще не	1	4
104	которые не	3	4
105	в своем	9	4
106	по пути	2	4
107	что слово	1	4
108	из этих	1	4
109	в известном	3	4
110	на то	2	4
111	он не	9	4
112	в основу	1	4
113	той же	1	4
114	к которым	1	4
115	качестве средства	1	4
116	не мог	3	4
117	не столько	7	4
118	что с	2	4
119	в то	2	4
120	и снова	1	4
121	никогда не	3	4
122	то и	1	4
123	не могут	1	4
124	к тому	10	4
125	что оно	1	4
126	и это	2	4
127	то время	1	4
128	по сравнению	1	4
129	выводу что	1	4
130	связь между	1	4
131	в какой	2	4
132	всяком случае	3	4
133	из них	3	4
134	могло бы	1	4
135	и речь	1	4
136	но и	19	4
137	прежде всего	5	4
138	там где	2	4
139	независимо от	1	4
140	с этим	3	4
141	и все	1	4
142	а в	1	4
143	сказать что	2	4
144	в частности	4	4
145	во всяком	3	4
146	которая не	1	4
147	как известно	2	3
148	в котором	7	3
149	оба эти	3	3
150	но как	1	3
151	с которыми	1	3
152	по отношению	1	3
153	когда он	1	3
154	в самом	7	3
155	формы в	1	3
156	то обстоятельство	4	3
157	остановиться на	1	3
158	им в	1	3
159	речи например	1	3
160	как он	2	3
161	не как	1	3
162	и сам	2	3
163	на этом	1	3
164	значение в	1	3
165	его в	2	3
166	в действии	1	3
167	можно считать	1	3
168	или менее	2	3
169	не могли	2	3
170	того как	7	3
171	но только	1	3
172	обстоятельство что	4	3
173	отличается от	1	3
174	ничего общего	1	3
175	были бы	1	3
176	употребление слова	1	3
177	на том	1	3
178	и которые	1	3
179	как она	1	3
180	с ними	1	3
