N	3gram	Vygotskiy__1	Dialekti
1	и т д	8	23
2	с точки зрения	2	14
3	в таком случае	2	10
4	тем не менее	2	10
5	не только не	3	7
6	т д и	1	6
7	что иное как	1	6
8	не может быть	8	6
9	не что иное	1	6
10	вовсе не есть	1	5
11	в самом деле	7	5
12	д и т	1	5
13	само по себе	5	5
14	о том что	7	5
15	подобно тому как	5	4
16	то время как	5	4
17	в то время	5	4
18	сама по себе	2	4
19	то ясно что	1	3
20	сами по себе	1	3
21	ни в коем	1	3
22	в коем случае	1	3
23	того что он	1	3
24	с одной стороны	5	3
25	в том что	9	3
26	ни в каком	1	3
27	коем случае не	1	3
28	как и в	4	3
29	на то что	8	3
30	только тогда когда	4	3
31	хотя и не	2	2
32	все остальное есть	1	2
33	хотя бы только	1	2
34	не только о	1	2
35	но то что	1	2
36	он не может	1	2
37	точно так же	3	2
38	в одинаковой мере	2	2
39	с этой точки	4	2
40	и тем не	1	2
41	в зависимости от	5	2
42	одно и то	1	2
43	так же как	4	2
44	есть в сущности	2	2
45	и то же	1	2
46	и в этом	1	2
47	не могут быть	1	2
48	того что она	1	2
49	с другой стороны	5	2
50	что все решительно	1	2
51	во всяком случае	6	2
52	этой точки зрения	5	2
53	мы не можем	2	2
54	это и есть	1	2
55	что отнюдь не	1	2
56	в вопросе о	1	2
57	к тому же	1	2
58	такой же мере	1	1
59	а следовательно и	1	1
60	что же тогда	1	1
61	т д при	1	1
62	потому что в	1	1
63	и во всяком	1	1
64	и той же	3	1
65	чем именно заключается	1	1
66	на самом деле	2	1
67	и в особенности	1	1
68	во всем ее	1	1
69	в область истории	1	1
70	и у меня	1	1
71	заметить что это	1	1
72	то же самое	2	1
73	точки зрения в	1	1
74	мы вовсе не	1	1
75	одной стороны и	1	1
76	у нас есть	1	1
77	же как и	1	1
78	если так то	1	1
79	что с точки	1	1
80	до сих пор	3	1
81	что мы имеем	1	1
82	на точку зрения	1	1
83	бы только в	1	1
84	в этом отношении	2	1
85	же раз все	1	1
86	того и другого	1	1
87	не меньше чем	1	1
88	время как для	1	1
89	и во всех	1	1
90	и не меньше	1	1
91	что он должен	1	1
92	может быть только	1	1
93	и в частности	1	1
94	в последнее время	2	1
95	в применении к	2	1
96	что мы не	2	1
97	по самому смыслу	2	1
98	если бы мы	1	1
99	так что если	1	1
100	мы скажем что	1	1
101	но даже о	1	1
102	в разные эпохи	2	1
103	ничего по существу	1	1
104	в такой же	1	1
105	не в том	5	1
106	и без всякого	1	1
107	так как мы	1	1
108	то что все	1	1
109	эта точка зрения	1	1
110	мы никогда не	4	1
111	и так как	3	1
112	только в обществе	1	1
113	когда мы говорим	1	1
114	но так как	1	1
115	и в том	1	1
116	не содержится в	1	1
117	и таким образом	2	1
118	нет никакой возможности	1	1
119	более или менее	2	1
120	мы находимся в	1	1
121	между собою для	1	1
122	что в сущности	1	1
123	от того что	2	1
124	заключается только в	2	1
125	в одном из	2	1
126	представления о законах	1	1
127	к нему и	1	1
128	что у него	3	1
129	одна из форм	1	1
130	легко заметить что	1	1
131	в конечном счете	3	1
132	в чем именно	1	1
133	утверждать что эта	1	1
134	в этом вопросе	1	1
135	целый ряд таких	2	1
136	речь идет о	1	1
137	никак не могут	1	1
138	отсюда ясно что	1	1
139	в связи с	1	1
140	духа и т	1	1
141	как одна из	2	1
142	мы приходим к	1	1
143	одной и той	3	1
144	показывает что в	2	1
145	тех или иных	2	1
146	случае не может	2	1
147	только при условии	1	1
148	что и в	2	1
149	в таком же	1	1
150	поскольку речь идет	1	1
151	все еще продолжает	1	1
