N	2gram	Vinokur_Vv_1	Myshleni
1	в том	31	42
2	том что	26	35
3	с помощью	1	31
4	таким образом	19	25
5	в этом	34	24
6	точки зрения	7	24
7	в качестве	7	21
8	и в	27	20
9	что в	11	19
10	заключается в	4	18
11	то же	8	16
12	понятий в	1	16
13	не только	21	15
14	то что	17	15
15	как мы	9	13
16	в их	11	12
17	при этом	3	12
18	может быть	24	12
19	с другой	8	12
20	потому что	14	12
21	с точки	2	11
22	в его	10	11
23	так же	3	11
24	этого слова	2	11
25	в целом	5	11
26	мы должны	1	11
27	и то	5	10
28	в истории	9	10
29	в себе	4	10
30	в отношении	2	10
31	того что	12	10
32	мы видим	1	10
33	только в	13	10
34	так как	13	10
35	того же	3	9
36	и другие	1	9
37	и как	9	9
38	как и	5	9
39	понятия и	1	9
40	между тем	8	9
41	что и	3	9
42	тот же	1	9
43	с одной	4	9
44	слова в	1	9
45	одной стороны	4	9
46	как это	5	9
47	другой стороны	5	9
48	но и	5	9
49	и тем	5	8
50	понятия в	2	8
51	было бы	5	8
52	этом смысле	11	8
53	тогда когда	3	8
54	и что	4	8
55	вместе с	6	8
56	и не	13	8
57	в результате	3	8
58	самом деле	6	7
59	собственном смысле	2	7
60	и тот	1	7
61	в своей	4	7
62	и более	1	7
63	могут быть	4	7
64	же самое	2	7
65	того чтобы	21	7
66	в собственном	2	7
67	тем что	6	7
68	этом отношении	3	7
69	а не	3	7
70	что мы	2	7
71	смысле этого	8	7
72	как бы	5	7
73	же как	3	6
74	в самом	12	6
75	той же	4	6
76	и на	3	6
77	тому же	1	6
78	этот процесс	3	6
79	одно и	1	6
80	с тем	6	6
81	мы видели	2	6
82	одного и	2	6
83	к тому	4	6
84	можно было	7	6
85	в силу	3	6
86	его в	6	6
87	что он	4	6
88	уже в	5	6
89	не может	13	6
90	такого рода	2	6
91	слово в	1	6
92	сказать что	5	6
93	речь идет	2	5
94	мы уже	1	5
95	между собой	1	5
96	как в	1	5
97	с этим	2	5
98	все же	8	5
99	и к	1	5
100	в действительности	1	5
101	увидим что	1	5
102	все эти	3	5
103	на то	1	5
104	одной и	2	5
105	это не	8	5
106	и того	2	5
107	и его	5	5
108	никогда не	3	5
109	так и	1	5
110	если бы	2	5
111	о том	15	5
112	раньше чем	3	5
113	говорит он	2	5
114	обе эти	2	5
115	мы можем	2	5
116	для того	21	5
117	в частности	3	5
118	слова и	1	5
119	что такое	10	5
120	в сущности	3	4
121	в своем	3	4
122	как уже	2	4
123	его к	2	4
124	и те	2	4
125	как он	6	4
126	состоит в	2	4
127	как они	1	4
128	и с	2	4
129	уже сказано	1	4
130	с этой	4	4
131	в ходе	1	4
132	и при	2	4
133	по сравнению	3	4
134	признание того	1	4
135	и той	2	4
136	не в	8	4
137	тому что	2	4
138	что с	3	4
139	из основных	1	4
140	становится возможным	1	4
141	что оно	2	4
142	на том	3	4
143	по мере	4	4
144	все время	1	4
145	только что	4	4
146	из них	3	4
147	во всей	1	4
148	в области	4	4
149	по своему	5	4
150	и для	4	4
151	между ними	2	4
152	что понятие	1	4
153	к этому	3	4
154	во всяком	3	4
155	этой точки	1	4
156	на деле	1	3
157	приходит к	1	3
158	приводят к	1	3
159	в виду	4	3
160	бы сказать	1	3
161	в чем	4	3
162	а только	8	3
163	себе и	2	3
164	в настоящем	1	3
165	говорит что	1	3
166	но в	10	3
167	в которой	1	3
168	представляет собой	12	3
169	то обстоятельство	1	3
170	в этой	3	3
171	на его	1	3
172	на этом	3	3
173	что все	1	3
174	различие между	1	3
175	обоих случаях	1	3
176	и других	3	3
177	чем в	3	3
178	в этих	3	3
179	к истории	6	3
180	не менее	8	3
181	в обоих	2	3
182	и является	1	3
183	во всем	2	3
184	связи с	3	3
185	обстоятельство что	1	3
186	не могут	5	3
187	и другой	1	3
188	развития с	1	3
189	должно быть	2	3
190	внимание на	4	3
191	различие в	1	3
192	своему значению	2	3
193	по двум	1	3
194	и история	3	3
195	один из	6	3
196	одной из	3	3
197	но не	7	3
198	в какой	4	3
199	всяком случае	3	3
200	между отдельными	1	3
201	себя в	2	3
202	так что	5	3
203	этого понятия	5	3
204	слова не	1	3
205	не означает	1	3
206	но что	3	3
207	от того	3	3
208	со стороны	12	3
209	на этот	4	3
210	именно в	8	3
211	значении слова	1	3
212	к которому	1	3
213	виде и	1	3
214	в связи	2	3
215	сравнению с	3	3
216	наряду с	2	3
217	по существу	2	3
218	этом случае	6	3
219	и от	1	3
220	к одной	1	3
221	бы в	1	3
222	связей и	1	3
223	совершенно не	1	3
224	в виде	4	3
225	точно так	2	3
226	одним из	5	2
227	также и	16	2
228	связана с	4	2
229	стадии в	1	2
230	проявляются в	1	2
231	что эти	1	2
232	выражается в	1	2
233	должна быть	2	2
234	видеть в	1	2
235	мы имеем	3	2
236	что если	2	2
237	что уже	3	2
238	нам в	1	2
239	исследования в	1	2
240	зависимости от	1	2
241	в ней	3	2
242	заключенное в	1	2
243	отличие от	3	2
244	не просто	4	2
245	и речи	1	2
246	которые не	1	2
247	стороны и	3	2
248	из этих	5	2
249	во многих	1	2
250	в известном	3	2
251	остановиться на	1	2
252	не есть	4	2
253	вообще не	3	2
254	к выводу	6	2
255	как оно	3	2
256	в нем	13	2
257	том чтобы	6	2
258	раз в	1	2
259	то как	1	2
260	свое время	2	2
261	мысли как	1	2
262	но вместе	2	2
263	из него	1	2
264	подобно тому	1	2
265	не бывает	2	2
266	в основу	2	2
267	в каждом	4	2
268	а затем	1	2
269	факт что	1	2
270	им как	1	2
271	входит в	2	2
272	понимание отношений	1	2
273	действительности в	2	2
274	который по	2	2
275	к образованию	1	2
276	оно имеет	1	2
277	и тогда	3	2
278	нисколько не	3	2
279	со всей	3	2
280	момента в	2	2
281	в следующем	1	2
282	мы называем	2	2
283	в отличие	3	2
284	мысли и	2	2
285	собой не	1	2
286	для объяснения	2	2
287	том же	2	2
288	что этот	1	2
289	в той	7	2
290	в историческом	1	2
291	этой области	3	2
292	может служить	3	2
293	не имеет	4	2
294	на котором	2	2
295	того как	3	2
296	к этим	1	2
297	не по	1	2
298	и отдельных	1	2
299	под этим	1	2
300	находятся в	2	2
301	из истории	2	2
302	уже и	7	2
303	что на	1	2
304	когда мы	2	2
305	отличается от	1	2
306	анализа и	1	2
307	что при	1	2
308	и это	6	2
309	и которая	1	2
310	зрения совершенно	1	2
311	свою очередь	1	2
312	здесь не	2	2
313	данном случае	5	2
314	никак не	1	2
315	ясно что	9	2
316	и которые	1	2
317	которую можно	1	2
318	еще не	4	2
319	понятно что	3	2
320	выводу что	5	2
321	смысле и	2	2
322	с полным	1	2
323	и т.д	4	2
324	другими словами	1	2
325	настоящее время	1	2
326	а также	3	2
327	связь между	4	2
328	к нему	2	2
329	когда оно	1	2
330	в языке	1	2
331	значит что	1	2
332	что здесь	2	2
333	согласно которой	1	2
334	но как	2	2
335	на всем	1	2
336	и у	1	2
337	вопроса о	1	2
338	в значении	1	2
339	от других	2	2
340	к мысли	1	2
341	для него	1	2
342	представить себе	5	2
343	иначе как	1	2
344	тогда как	2	2
345	у него	1	2
346	только на	3	2
347	в каком	1	2
348	и тех	1	2
349	с той	1	2
350	показывает что	1	2
351	прежде всего	8	2
352	бы назвать	1	2
353	знаний и	4	2
354	если не	1	2
355	виде в	2	2
356	все более	3	2
357	путь от	2	2
358	в данном	11	2
359	целом ряде	2	2
360	что это	3	2
361	на которое	1	2
362	тому как	1	2
363	языке и	1	2
364	это значит	1	2
365	логической точки	1	2
366	в реальном	1	2
367	как только	1	2
368	в начале	3	2
369	но для	1	2
370	корни в	1	2
371	на одной	1	2
372	от той	1	2
373	том виде	3	2
374	которая в	1	2
375	в настоящее	1	2
376	находит свое	1	2
377	с неизбежностью	1	2
378	и т.п	1	2
379	что следовательно	1	2
380	существует ли	1	2
381	а в	5	2
382	нам не	1	2
383	в свою	1	2
384	полным основанием	1	2
385	в свое	2	2
386	это в	2	2
387	они не	1	2
388	о действительности	1	1
389	которое возникает	1	1
390	смысле слова	7	1
