N	2gram	Losev_Vlad_2	Literetu
1	и не	18	22
2	и в	30	16
3	при этом	5	15
4	в этом	20	14
5	не только	12	14
6	но и	8	14
7	в том	18	12
8	может быть	7	12
9	а не	7	12
10	то что	20	12
11	в частности	2	11
12	я и	2	10
13	своего рода	1	10
14	не в	9	10
15	такого рода	2	10
16	то же	4	9
17	так и	5	9
18	в то	9	9
19	того что	5	9
20	в этой	4	8
21	в жизни	1	8
22	том что	12	8
23	не может	9	8
24	как бы	5	8
25	в своей	5	7
26	же время	3	7
27	только в	6	7
28	себя в	2	7
29	со стороны	4	7
30	точки зрения	7	7
31	я в	3	7
32	еще не	1	6
33	с его	4	6
34	в себе	6	6
35	по мысли	1	6
36	в стихотворении	2	6
37	о том	4	6
38	и его	6	6
39	в его	11	6
40	к тому	2	6
41	в году	24	5
42	в отличие	3	5
43	отличие от	3	5
44	как в	3	5
45	в целом	4	5
46	тому же	1	5
47	то есть	7	5
48	лишь в	1	5
49	это не	2	5
50	как и	5	5
51	что я	3	5
52	этом отношении	1	5
53	что он	13	5
54	в качестве	1	5
55	именно в	4	5
56	а именно	6	5
57	вместе с	8	5
58	а в	11	5
59	одним из	1	4
60	но не	3	4
61	хотя и	6	4
62	и если	4	4
63	должно быть	3	4
64	место в	1	4
65	однако в	2	4
66	даже в	2	4
67	не говоря	3	4
68	никогда не	7	4
69	говоря уже	2	4
70	данном случае	2	4
71	а также	10	4
72	владимира соловьева	3	4
73	в начале	4	4
74	из них	1	4
75	в одном	1	4
76	как будто	2	4
77	как у	2	4
78	в природе	1	4
79	до конца	7	4
80	в данном	3	4
81	по существу	3	4
82	и для	3	4
83	жизни в	2	4
84	отношения к	3	3
85	например в	1	3
86	самом деле	1	3
87	едва ли	3	3
88	той же	4	3
89	но уже	2	3
90	и как	3	3
91	и наконец	4	3
92	и к	6	3
93	но в	8	3
94	то в	5	3
95	бы и	1	3
96	на его	4	3
97	в глазах	1	3
98	и тем	1	3
99	в г	1	3
100	взгляд на	1	3
101	с точки	3	3
102	потому что	9	3
103	в области	3	3
104	уже о	2	3
105	все еще	1	3
106	еще в	2	3
107	прежде всего	6	3
108	ни к	1	3
109	уже не	3	3
110	человеческого духа	1	3
111	в самом	2	3
112	наконец в	3	3
113	те кто	2	3
114	и жизни	2	3
115	о чем	6	3
116	как это	7	3
117	жизни и	6	3
118	том числе	1	3
119	совершенно новой	1	2
120	полемика с	2	2
121	того же	5	2
122	жизни к	1	2
123	жизни здесь	1	2
124	поэзии и	1	2
125	для своего	1	2
126	как мы	11	2
127	не вполне	2	2
128	я не	4	2
129	жизни как	1	2
130	мы и	1	2
131	то это	4	2
132	всю ночь	1	2
133	и на	4	2
134	время в	4	2
135	бы то	1	2
136	не могу	2	2
137	во всех	3	2
138	отношение к	4	2
139	еще один	2	2
140	все же	9	2
141	когда он	1	2
142	к идее	1	2
143	в противоположность	1	2
144	еще на	2	2
145	так или	3	2
146	он в	1	2
147	право на	1	2
148	но без	1	2
149	им в	3	2
150	на то	2	2
151	в нем	4	2
152	чтобы он	1	2
153	он все	2	2
154	в первой	1	2
155	и вот	3	2
156	том чтобы	2	2
157	в работе	2	2
158	то ни	1	2
159	и с	14	2
160	а по	1	2
161	его в	4	2
162	было бы	9	2
163	и даже	10	2
164	далеко не	1	2
165	со своими	1	2
166	он и	3	2
167	несмотря на	4	2
168	мы с	4	2
169	и при	2	2
170	и ее	1	2
171	вплоть до	3	2
172	быть может	1	2
173	в конце	13	2
174	по себе	5	2
175	не менее	7	2
176	для меня	4	2
177	природа и	1	2
178	с которой	2	2
179	возлагает на	1	2
180	как о	1	2
181	того чтобы	2	2
182	жизни не	1	2
183	как раз	1	2
184	у нас	6	2
185	вот в	1	2
186	для себя	5	2
187	то она	1	2
188	и сам	2	2
189	не с	1	2
190	здесь как	1	2
191	во второй	2	2
192	мира и	1	2
193	если бы	1	2
194	и перед	1	2
195	о нем	2	2
196	можно сказать	4	2
197	во втором	1	2
198	что и	3	2
199	и об	1	2
200	в лице	1	2
201	как например	1	2
202	но с	1	2
203	здесь не	4	2
204	со всеми	1	2
205	связи с	8	2
206	за ним	1	2
207	ни с	2	2
208	для него	9	2
209	тем что	1	2
210	для того	2	2
211	это будет	1	2
212	или иначе	3	2
213	бытия в	2	2
214	что не	2	2
215	с ней	2	2
216	а на	1	2
217	него не	1	2
218	не знаю	1	2
219	если не	2	2
220	все более	1	2
221	я говорю	1	2
222	так же	4	2
223	и потому	2	2
224	xix века	1	2
225	из стихотворений	1	2
226	если это	1	2
227	с этой	4	2
228	своей жизни	3	2
229	на слово	1	2
230	годов в	2	2
231	что в	12	2
232	же в	2	2
233	отношением к	1	2
234	в свою	3	2
235	эти слова	1	2
236	еще и	6	2
237	ее в	1	2
238	в своих	2	2
239	к этому	6	2
240	как известно	1	1
241	от этой	1	1
242	была бы	1	1
243	и т	1	1
244	и хотя	2	1
245	всем и	2	1
246	о работе	1	1
247	и то	5	1
248	что произведение	1	1
249	в сердце	1	1
250	последний год	3	1
251	тех же	1	1
252	в среду	1	1
253	и есть	2	1
254	между двумя	1	1
255	от самого	1	1
256	по преимуществу	1	1
257	и до	2	1
258	из его	2	1
259	с таким	1	1
260	и за	1	1
261	по его	1	1
262	мы уже	2	1
263	своего существования	1	1
264	соловьева о	1	1
265	из своих	1	1
266	этом не	1	1
267	часто оказывается	1	1
268	говорить о	1	1
269	совсем иное	1	1
270	что иное	1	1
271	местам и	1	1
272	вас не	1	1
273	как я	2	1
274	и он	4	1
275	в ней	4	1
276	в целостности	1	1
277	он был	6	1
278	он сам	2	1
279	иное как	1	1
280	ответа на	1	1
281	мысли и	2	1
282	быть в	3	1
283	в чем	2	1
284	в создании	1	1
285	у вл	12	1
286	к которой	1	1
287	к богу	1	1
288	если в	1	1
289	с собою	1	1
290	он пишет	2	1
291	не просто	1	1
292	нет и	1	1
293	соловьева с	6	1
294	мертвых и	1	1
295	независимо от	1	1
296	с этим	5	1
297	в своем	8	1
298	что касается	3	1
299	перед нами	1	1
300	он себе	1	1
301	что по	1	1
302	общим делом	1	1
303	это тоже	2	1
304	самом начале	1	1
305	более или	3	1
306	в этот	1	1
307	и человек	1	1
308	за собой	1	1
309	себе как	1	1
310	говорил он	1	1
311	году он	1	1
312	в нашем	1	1
313	и и	1	1
314	т п	1	1
315	уже в	3	1
316	как он	2	1
317	так сказать	1	1
318	что эти	2	1
319	больше всего	1	1
320	тем не	6	1
321	духовного общения	1	1
322	их может	1	1
323	он не	4	1
324	отходит от	1	1
325	и еще	1	1
326	свою собственную	1	1
327	становится его	1	1
328	общения людей	1	1
329	жизнью и	1	1
330	содержит в	4	1
331	что однако	1	1
332	существу это	1	1
333	прежде чем	1	1
334	последнее слово	1	1
335	разочарованием в	1	1
336	здесь мы	3	1
337	мы его	1	1
338	а то	2	1
339	после которого	1	1
340	им как	1	1
341	с позиций	1	1
342	его забыть	1	1
343	его не	2	1
344	на все	2	1
345	о в	2	1
346	первую очередь	1	1
347	на миг	1	1
348	например с	1	1
349	целостности и	1	1
350	кажется что	2	1
351	я хотел	2	1
352	только одно	3	1
353	за весь	1	1
354	в них	3	1
355	все равно	1	1
356	под собою	1	1
357	этого не	2	1
358	говорится о	2	1
359	все моменты	1	1
360	жизни по	2	1
361	чем в	1	1
362	на этот	4	1
363	явления у	1	1
364	этом в	1	1
365	и того	1	1
366	с я	1	1
367	на первый	2	1
368	в первую	1	1
369	во время	1	1
370	что такое	1	1
371	на месте	1	1
372	в их	2	1
373	то для	1	1
374	не столько	3	1
375	не к	1	1
376	журнала вопросы	1	1
377	жизни с	2	1
378	но это	4	1
379	но он	3	1
380	в россии	3	1
381	и дела	1	1
382	с бытием	2	1
383	и является	1	1
384	была не	1	1
385	что сам	1	1
386	вовсе не	4	1
387	сам он	1	1
388	то с	2	1
389	его внутреннего	1	1
390	пять лет	1	1
391	романа с	1	1
392	общего дела	2	1
393	в отношении	3	1
394	не имела	1	1
395	к бытию	1	1
396	а а	3	1
397	она не	2	1
398	почти никогда	1	1
399	в русской	1	1
400	тогда когда	2	1
401	и притом	2	1
402	со светом	1	1
403	и сама	1	1
404	на ее	1	1
405	с и	2	1
406	мы все	1	1
407	в самых	2	1
408	что вы	2	1
409	только не	1	1
410	борьба с	2	1
411	не имеет	2	1
412	вопрос не	1	1
413	с нами	2	1
414	преимущественно на	1	1
415	к концу	5	1
416	вл соловьева	152	1
417	во всем	1	1
418	всей жизни	2	1
419	именно его	1	1
420	которые делают	1	1
421	в книге	1	1
422	не столь	1	1
423	уже и	2	1
424	в будущем	2	1
425	ему не	1	1
426	ведь все	1	1
427	в действительности	1	1
428	к той	2	1
429	у меня	1	1
430	свое собственное	1	1
431	начиная с	2	1
432	когда мы	3	1
433	ему все	2	1
434	и мне	1	1
435	отличались от	1	1
436	чтобы стать	1	1
437	ничего общего	1	1
438	приходит к	2	1
439	и о	4	1
440	но по	2	1
441	в виду	2	1
442	свою очередь	2	1
443	из москвы	1	1
444	и от	2	1
445	исторической жизни	1	1
446	чтобы быть	1	1
447	к тебе	1	1
448	так в	1	1
449	на том	1	1
450	с собой	1	1
451	времени и	1	1
452	здесь нет	1	1
453	можно только	1	1
454	том как	1	1
455	может оставаться	1	1
456	разного рода	4	1
457	этих последних	1	1
458	был не	1	1
459	для этого	1	1
460	тех кто	1	1
461	на вопрос	1	1
462	второй половине	2	1
463	но мы	1	1
464	и который	1	1
465	нас в	2	1
466	на нее	1	1
467	тревог и	1	1
468	собственно говоря	2	1
469	лет спустя	1	1
470	людей в	2	1
471	его личности	1	1
472	ним и	1	1
473	которая и	1	1
474	также в	1	1
475	историческая драма	1	1
476	и она	2	1
477	вообще в	3	1
478	в литературе	1	1
479	тех пор	1	1
480	к нему	2	1
481	в двух	2	1
482	я со	1	1
483	с каждым	1	1
484	в нынешнем	1	1
485	будто бы	2	1
486	богом и	1	1
487	чувствую себя	1	1
488	в эти	7	1
489	так что	5	1
490	для всех	1	1
491	нее и	1	1
492	с двумя	1	1
493	и следовало	1	1
494	то и	1	1
495	существу своему	1	1
496	в последний	3	1
497	или даже	1	1
498	и других	1	1
499	не стал	1	1
500	и их	1	1
501	в котором	5	1
502	представлений о	1	1
503	так как	5	1
504	друг друга	2	1
505	бытия и	2	1
506	у него	19	1
507	без внимания	1	1
508	но из	2	1
509	только на	1	1
510	с общим	1	1
511	нужно было	1	1
512	не были	1	1
513	даже не	1	1
514	влияние на	1	1
515	говорится но	1	1
516	есть не	1	1
517	что они	1	1
518	а эти	1	1
519	чем он	1	1
520	и быть	1	1
521	о пушкине	2	1
522	следовало ожидать	1	1
523	что для	2	1
524	обратиться к	1	1
525	его из	1	1
526	к более	1	1
527	ничем не	1	1
528	смысла и	1	1
529	не было	10	1
530	мы сами	2	1
531	с тем	2	1
532	не на	2	1
533	что несмотря	1	1
534	было сказано	1	1
535	возвращаясь к	1	1
536	и я	5	1
537	в связи	8	1
538	в те	4	1
539	из трех	3	1
540	в москве	6	1
541	общего с	1	1
542	бытию в	1	1
543	над ним	1	1
544	к своему	1	1
545	конечно не	4	1
546	не зная	1	1
547	в той	2	1
548	есть только	1	1
549	соловьевым и	2	1
550	содержат в	1	1
551	внешние обстоятельства	1	1
552	это значит	2	1
553	расхождение с	1	1
554	ли не	1	1
555	что здесь	1	1
556	рассуждает о	1	1
557	человека который	1	1
558	все это	5	1
559	вас бог	1	1
560	любовь эта	1	1
561	под названием	3	1
562	чем дело	1	1
563	потому не	1	1
564	в другое	1	1
565	для нас	7	1
566	или менее	3	1
567	к цели	1	1
568	и все	7	1
569	у них	1	1
570	мысли н	1	1
571	в этих	4	1
572	еще более	3	1
573	я должен	2	1
574	хотя бы	3	1
575	но вот	3	1
576	отношении к	1	1
577	не есть	4	1
578	нисколько не	2	1
579	себе и	2	1
580	в общем	2	1
581	нет ничего	3	1
582	в период	1	1
583	которая на	1	1
584	в апреле	1	1
585	от своего	1	1
586	сказать что	11	1
587	к его	2	1
588	не что	1	1
589	бы его	2	1
590	из этого	5	1
591	есть и	2	1
592	не сказал	1	1
593	в таком	3	1
594	к этой	2	1
595	в состояние	1	1
596	он писал	1	1
597	они не	1	1
