N	2gram	Ircho_Kome_2	Problemy
1	и не	14	31
2	и в	26	29
3	в его	4	24
4	может быть	11	24
5	в этом	10	22
6	а не	1	22
7	т е	1	21
8	в нем	6	19
9	точки зрения	4	19
10	как бы	2	19
11	для него	1	18
12	не только	7	15
13	то что	6	15
14	то же	3	14
15	и его	12	14
16	рядом с	2	14
17	но и	10	14
18	в пределах	1	13
19	с точки	1	13
20	таким образом	6	12
21	как и	4	12
22	не может	3	12
23	о себе	1	12
24	в самом	4	10
25	этом смысле	2	10
26	в то	6	10
27	только в	4	10
28	в одном	2	10
29	там где	1	10
30	героя и	1	10
31	все эти	1	9
32	с его	5	9
33	все же	4	9
34	это не	2	9
35	если бы	9	9
36	же время	3	9
37	но не	3	9
38	по отношению	3	8
39	что в	9	8
40	по себе	1	8
41	в каждом	3	8
42	как не	2	8
43	в том	11	8
44	что он	5	8
45	потому что	6	8
46	до конца	1	8
47	в своем	6	8
48	в своей	3	8
49	отношению к	3	8
50	и на	7	7
51	и как	1	7
52	но в	3	7
53	в себе	1	7
54	зрения на	1	7
55	входит в	1	7
56	том что	9	7
57	не в	2	7
58	вовсе не	2	7
59	так и	12	7
60	прежде всего	4	7
61	а в	3	7
62	одним из	2	6
63	самом деле	1	6
64	так же	1	6
65	в одной	2	6
66	как в	3	6
67	в целом	4	6
68	выражение в	1	6
69	что она	2	6
70	в мире	2	6
71	его в	4	6
72	несмотря на	1	6
73	в самой	3	6
74	к нему	3	6
75	в конце	2	6
76	так как	4	6
77	как раз	1	6
78	все это	3	6
79	о мире	1	6
80	той же	3	5
81	же что	1	5
82	у него	4	5
83	с их	4	5
84	он не	2	5
85	но все	3	5
86	было бы	8	5
87	он и	1	5
88	автора и	1	5
89	в сущности	1	5
90	и это	2	5
91	еще не	6	5
92	с ним	1	5
93	ничего не	1	5
94	между тем	4	5
95	именно в	1	5
96	мира в	4	5
97	в творчестве	1	5
98	во всяком	2	5
99	и т	2	4
100	идет о	2	4
101	и самого	1	4
102	бы и	2	4
103	в этой	3	4
104	человека в	3	4
105	их в	1	4
106	даже в	2	4
107	как мы	4	4
108	в основе	1	4
109	от того	2	4
110	и с	5	4
111	но у	1	4
112	в построении	2	4
113	и следовательно	1	4
114	в литературе	1	4
115	тем что	3	4
116	были бы	1	4
117	что и	7	4
118	не было	3	4
119	не на	1	4
120	должна была	2	4
121	что же	1	4
122	и для	4	4
123	в результате	1	4
124	человек из	1	4
125	отношения к	1	3
126	например в	3	3
127	в художественном	1	3
128	уже в	4	3
129	в их	3	3
130	они уже	1	3
131	тому что	4	3
132	одна из	2	3
133	никогда не	1	3
134	как будто	4	3
135	в духе	2	3
136	отличается от	1	3
137	для его	1	3
138	в себя	1	3
139	приводит к	1	3
140	и здесь	6	3
141	все его	1	3
142	с другой	2	3
143	в них	4	3
144	человека из	1	3
145	в другой	2	3
146	в уста	2	3
147	и у	2	3
148	за ним	1	3
149	мир в	1	3
150	всяком случае	2	3
151	ни в	5	3
152	как их	1	3
153	т п	2	3
154	друг друга	3	3
155	само по	1	3
156	хоть и	5	3
157	нового времени	2	3
158	изображения в	1	3
159	целом ряде	1	3
160	по существу	1	3
161	как к	1	3
162	его творчества	1	3
163	бы в	2	3
164	не знает	1	3
165	сказать что	1	3
166	другой стороны	1	3
167	была бы	1	3
168	таким же	1	3
169	как на	1	3
170	все что	1	3
171	переходит к	1	2
172	или к	1	2
173	и есть	2	2
174	в чисто	1	2
175	из его	2	2
176	на западе	1	2
177	для своего	1	2
178	в которой	5	2
179	вопрос о	3	2
180	на себя	7	2
181	из которых	3	2
182	в ней	3	2
183	бы то	2	2
184	определяет все	1	2
185	то он	1	2
186	отношение к	2	2
187	так что	5	2
188	в истории	5	2
189	в той	2	2
190	с этим	5	2
191	для создания	1	2
192	и нет	1	2
193	однако не	1	2
194	и к	2	2
195	какую бы	1	2
196	замыкается в	1	2
197	на его	1	2
198	то ни	2	2
199	же не	2	2
200	в жизни	1	2
201	ни одной	1	2
202	со своими	1	2
203	и уже	1	2
204	чем в	2	2
205	как таковой	1	2
206	в один	2	2
207	искать в	3	2
208	в котором	3	2
209	бы к	2	2
210	друг другу	3	2
211	однако в	2	2
212	заставляет его	1	2
213	с которой	1	2
214	но они	1	2
215	как можно	1	2
216	самого начала	1	2
217	на себе	1	2
218	правда в	1	2
219	со своим	1	2
220	связи с	3	2
221	в сознании	1	2
222	к себе	1	2
223	и вполне	1	2
224	для себя	1	2
225	и что	2	2
226	в рамки	1	2
227	и сам	3	2
228	никак не	1	2
229	и во	2	2
230	от них	1	2
231	во всей	1	2
232	наконец в	2	2
233	как например	1	2
234	один из	5	2
235	мы видим	1	2
236	тот же	2	2
237	хотя бы	2	2
238	они могут	1	2
239	и ее	2	2
240	конечно не	1	2
241	в большинстве	1	2
242	то и	1	2
243	ни одного	1	2
244	ни было	2	2
245	является не	2	2
246	большинстве случаев	1	2
247	одно из	2	2
248	произведения и	1	2
249	не о	1	2
250	и даже	1	2
251	до сих	2	2
252	все время	2	2
253	к более	1	2
254	на этот	4	2
255	она является	1	2
256	что из	2	2
257	представляется нам	1	2
258	нет ни	1	2
259	только как	1	2
260	в изображении	2	2
261	друг с	2	2
262	своего времени	2	2
263	его творчество	1	2
264	в контексте	1	2
265	с этой	3	2
266	весь этот	1	2
267	него в	1	2
268	на пути	2	2
269	сих пор	2	2
270	у вас	1	2
271	можно было	4	2
272	которые были	1	2
273	из тех	1	2
274	и от	4	2
275	бы он	1	2
276	своих героев	1	2
277	же в	4	2
278	от ее	2	2
279	между ними	1	2
280	его творчестве	1	2
281	жизни и	3	2
282	не укладывается	1	2
283	до него	1	1
284	становится в	3	1
285	не идет	1	1
286	тем же	1	1
287	в первом	2	1
288	из самых	2	1
289	отношения между	1	1
290	также что	2	1
291	на две	1	1
292	видеть в	1	1
293	едва ли	14	1
294	и за	2	1
