N	2gram	Vygotskiy__7	Psycholo
1	то что	24	37
2	и в	26	30
3	в том	18	27
4	что в	12	24
5	и что	6	23
6	потому что	16	23
7	том что	17	21
8	того чтобы	19	20
9	таким образом	23	20
10	все время	1	20
11	для того	18	20
12	как бы	6	19
13	на то	4	17
14	что он	8	17
15	не только	24	16
16	и мы	1	16
17	если мы	5	16
18	в этом	29	14
19	в самом	9	14
20	как раз	3	13
21	так же	14	13
22	показать что	4	12
23	в сущности	9	12
24	с одной	5	12
25	одной стороны	5	12
26	вместе с	12	12
27	может быть	7	11
28	если бы	5	11
29	что мы	9	11
30	как на	6	11
31	о том	4	10
32	и то	7	9
33	никогда не	4	9
34	так как	14	9
35	с другой	4	9
36	для этого	3	9
37	не может	11	9
38	сказать что	8	9
39	мы увидим	1	9
40	самом деле	6	8
41	мы имеем	1	8
42	на деле	2	8
43	что это	6	8
44	при этом	1	8
45	заключается в	6	8
46	с тем	5	8
47	сейчас же	1	8
48	не в	4	8
49	сущности говоря	2	8
50	к тому	7	8
51	и это	1	8
52	тому что	9	8
53	того что	14	8
54	мы видим	3	8
55	а не	6	8
56	могут быть	2	8
57	и т	1	7
58	то же	8	7
59	зависимости от	1	7
60	но не	3	7
61	все же	6	7
62	и как	1	7
63	в нем	2	7
64	точки зрения	28	7
65	по себе	3	7
66	в основе	3	7
67	этих двух	2	7
68	совершенно прав	1	7
69	мы можем	3	7
70	как это	5	7
71	в зависимости	1	6
72	мы уже	3	6
73	что если	2	6
74	в своем	1	6
75	говорит что	2	6
76	что она	8	6
77	на этом	1	6
78	факт что	1	6
79	что все	2	6
80	ясно что	1	6
81	как и	15	6
82	никак не	5	6
83	что с	5	6
84	и его	12	6
85	как будто	1	6
86	в совершенно	1	6
87	или в	2	6
88	и здесь	2	6
89	о котором	1	6
90	и тем	6	6
91	уже в	2	6
92	двух противоположных	1	6
93	тем что	9	6
94	но и	11	6
95	именно в	6	6
96	кажется нам	1	6
97	же точно	3	6
98	и не	18	6
99	и для	5	6
100	что оно	4	6
101	совершенно не	2	6
102	и есть	2	5
103	еще не	4	5
104	по этому	4	5
105	ответ на	2	5
106	что они	10	5
107	в себе	9	5
108	в целом	5	5
109	в этой	3	5
110	было бы	6	5
111	во внимание	1	5
112	несмотря на	2	5
113	сих пор	3	5
114	с и	1	5
115	только не	11	5
116	же самое	5	5
117	как мы	14	5
118	но в	4	5
119	один из	2	5
120	в двух	1	5
121	дело с	1	5
122	только в	8	5
123	до сих	3	5
124	а с	1	5
125	и потому	3	5
126	бы в	5	5
127	другой стороны	1	5
128	в своих	2	5
129	как только	1	4
130	в виду	5	4
131	в ней	3	4
132	друг к	1	4
133	как говорит	5	4
134	стороны и	4	4
135	могли бы	5	4
136	и к	7	4
137	мы говорили	2	4
138	и заключается	3	4
139	в основу	1	4
140	к другу	2	4
141	есть не	3	4
142	в них	1	4
143	в своей	3	4
144	что эта	6	4
145	из которых	2	4
146	казалось бы	2	4
147	как она	5	4
148	заключает в	1	4
149	у нас	2	4
150	мы найдем	1	4
151	по сравнению	9	4
152	мысль о	1	4
153	мы могли	6	4
154	внимание на	2	4
155	этому поводу	3	4
156	в его	4	4
157	только что	5	4
158	этот вопрос	1	4
159	не можем	4	4
160	только на	3	4
161	в конце	4	4
162	должен был	1	4
163	от того	1	4
164	прежде всего	7	4
165	которых мы	2	4
166	как ни	1	4
167	там где	1	4
168	в частности	1	4
169	тот факт	1	4
170	о чем	4	4
171	сравнению с	8	4
172	имеет дело	1	4
173	в результате	1	4
174	и все	1	4
175	а в	2	4
176	не есть	4	4
177	сам по	1	3
178	тем же	5	3
179	в их	2	3
180	той же	8	3
181	полагает что	1	3
182	мы не	7	3
183	и о	3	3
184	в учении	6	3
185	из того	3	3
186	противоположных направлениях	2	3
187	в ее	6	3
188	он говорит	1	3
189	мы нашли	5	3
190	как в	4	3
191	и наконец	4	3
192	в которой	11	3
193	чем больше	1	3
194	из этих	3	3
195	на его	2	3
196	он не	3	3
197	состоит в	3	3
198	не как	1	3
199	в силу	5	3
200	так например	1	3
201	одно и	3	3
202	можно было	2	3
203	в другом	1	3
204	об этом	3	3
205	это не	3	3
206	эти два	1	3
207	ни в	2	3
208	повод для	1	3
209	показывает что	2	3
210	и уже	1	3
211	мы с	1	3
212	в этих	2	3
213	где мы	1	3
214	одним и	2	3
215	бы мы	1	3
216	вопрос о	6	3
217	но он	2	3
218	для психологии	2	3
219	вовсе не	2	3
220	с теми	1	3
221	самого начала	7	3
222	одна из	1	3
223	двоякого рода	1	3
224	но только	3	3
225	находятся в	1	3
226	учения о	4	3
227	этом отношении	3	3
228	в каком	1	3
229	с другом	2	3
230	не могут	4	3
231	что при	2	3
232	данном случае	5	3
233	учении о	6	3
234	и говорит	1	3
235	с самого	7	3
236	котором мы	2	3
237	что у	4	3
238	так и	3	3
239	времени и	1	3
240	остановимся на	1	3
241	и поэтому	1	3
242	образом мы	1	3
243	за основу	1	3
244	что и	3	3
245	и только	4	3
246	что здесь	1	3
247	чем это	5	3
248	бы показать	1	3
249	которое мы	2	3
250	так что	4	3
251	для него	3	3
252	в состоянии	1	3
253	у него	1	3
254	из двух	3	3
255	что на	2	3
256	чем у	3	3
257	на этот	1	3
258	была бы	1	3
259	с которым	1	3
260	под влиянием	1	3
261	в строении	1	3
