N	2gram	Tiupa_Teor_1	Problemy
1	и в	18	34
2	и не	13	29
3	как бы	5	27
4	что он	1	23
5	в его	6	22
6	к другому	1	20
7	в нем	4	19
8	может быть	17	19
9	не может	4	19
10	как и	4	18
11	о себе	2	18
12	в этом	8	16
13	но в	9	16
14	и его	8	16
15	все это	2	16
16	он не	3	15
17	прежде всего	2	15
18	то же	7	14
19	с самим	1	14
20	к нему	1	14
21	для него	2	13
22	и к	3	12
23	в то	6	12
24	же время	5	12
25	потому что	3	12
26	но и	9	12
27	в сущности	1	11
28	вовсе не	3	11
29	себя самого	1	11
30	то что	3	11
31	не только	16	10
32	слова и	1	10
33	самим собою	2	9
34	не в	7	9
35	в отношении	3	9
36	героя и	5	9
37	а не	9	9
38	никогда не	4	8
39	в другом	3	8
40	в самом	4	8
41	себя и	1	8
42	так же	2	8
43	и слово	1	8
44	о мире	1	8
45	и для	2	8
46	точки зрения	9	8
47	я не	2	7
48	как будто	2	7
49	как мы	1	7
50	слова в	2	7
51	и даже	2	7
52	что не	1	7
53	с которым	1	7
54	этого слова	3	7
55	отношении к	2	7
56	что в	9	7
57	и на	1	6
58	с его	5	6
59	отношение к	5	6
60	что они	1	6
61	в пределах	5	6
62	самим собой	3	6
63	от себя	3	6
64	для себя	1	6
65	так и	10	6
66	в себе	9	6
67	только в	6	6
68	с ними	1	6
69	не знает	3	6
70	отношению к	4	6
71	на них	1	5
72	в чем	1	5
73	по отношению	4	5
74	что это	1	5
75	в целом	3	5
76	в диалоге	2	5
77	и вот	3	5
78	лишь в	6	5
79	с тем	1	5
80	в слове	3	5
81	в конце	2	5
82	даже в	3	5
83	таким образом	3	5
84	к тому	2	5
85	себе самом	1	5
86	и сам	1	5
87	и что	3	5
88	что и	2	5
89	это не	2	5
90	того что	4	5
91	так что	1	5
92	из них	1	5
93	в одном	2	5
94	когда я	1	5
95	к своему	1	5
96	и от	1	5
97	а в	13	5
98	из его	1	4
99	еще не	4	4
100	бы то	1	4
101	но не	9	4
102	но как	1	4
103	как в	5	4
104	над собой	1	4
105	он в	1	4
106	все эти	2	4
107	но на	1	4
108	на его	1	4
109	при этом	12	4
110	внутренней речи	13	4
111	на этом	1	4
112	ни был	2	4
113	то ни	1	4
114	что все	1	4
115	в мире	19	4
116	его в	2	4
117	с другими	5	4
118	этом смысле	2	4
119	ни в	2	4
120	рядом с	1	4
121	с точки	3	4
122	все и	1	4
123	друг другу	1	4
124	ли я	1	4
125	как раз	2	4
126	его с	1	4
127	и это	2	4
128	если бы	3	4
129	герой из	1	4
130	на вопрос	1	4
131	только на	1	4
132	так как	1	4
133	у него	1	4
134	на меня	3	4
135	с другой	7	4
136	тем что	1	4
137	человека как	1	4
138	вместе с	2	4
139	как к	2	4
140	из своего	1	4
141	я в	16	4
142	ни было	1	4
143	а между	1	3
144	кто бы	1	3
145	в такой	1	3
146	и то	2	3
147	сливается с	1	3
148	стиля в	1	3
149	говорить о	3	3
150	как я	1	3
151	в виду	5	3
152	что его	1	3
153	совсем не	1	3
154	собственный голос	1	3
155	для других	1	3
156	ивана карамазова	1	3
157	в одной	1	3
158	хотя и	3	3
159	и как	2	3
160	ее как	1	3
161	он ни	1	3
162	к одному	1	3
163	их в	3	3
164	без исключения	4	3
165	в каждом	1	3
166	это было	2	3
167	передо мной	2	3
168	далеко не	2	3
169	должно быть	1	3
170	голосов в	1	3
171	в своей	6	3
172	другим и	1	3
173	не менее	4	3
174	но он	3	3
175	по крайней	1	3
176	по себе	1	3
177	том что	9	3
178	его за	1	3
179	слова с	1	3
180	с ее	3	3
181	в ее	5	3
182	с внутренним	1	3
183	для этого	1	3
184	сводится к	5	3
185	в глаза	2	3
186	между тем	5	3
187	крайней мере	1	3
188	наконец в	1	3
189	в том	16	3
