N	2gram	Vygotskiy__1	VeschiIm
1	не есть	3	49
2	т е	3	42
3	не может	17	33
4	не только	13	31
5	может быть	22	29
6	и не	16	28
7	и в	31	26
8	то что	32	24
9	и есть	5	23
10	и т	26	21
11	т д	8	20
12	а не	13	20
13	есть только	2	17
14	что я	4	16
15	и следовательно	2	15
16	что она	6	14
17	только в	14	14
18	по себе	9	13
19	и что	8	13
20	того что	10	13
21	и то	2	12
22	есть не	2	12
23	все же	5	12
24	вещи но	1	12
25	в себя	2	12
26	что это	6	12
27	было бы	6	12
28	и ее	1	12
29	но и	2	12
30	сказать что	7	12
31	таким образом	20	11
32	что же	2	11
33	и больше	1	10
34	то же	5	10
35	есть нечто	2	10
36	в ней	1	10
37	как бы	5	10
38	что такое	2	10
39	потому что	10	10
40	вещи как	1	10
41	уже не	2	10
42	что мы	8	10
43	бы то	1	9
44	в самом	11	9
45	и с	2	9
46	в том	30	9
47	еще и	1	9
48	прежде всего	4	9
49	ни было	1	9
50	что иное	1	8
51	иное как	1	8
52	в себе	4	8
53	на то	10	8
54	и это	3	8
55	ничего не	2	8
56	себя и	2	8
57	она есть	1	8
58	но это	3	8
59	не что	1	8
60	если она	2	7
61	в этом	12	7
62	не будет	3	7
63	его в	2	7
64	том что	16	7
65	в то	5	7
66	ли это	2	7
67	что оно	3	7
68	указывает на	4	7
69	в свете	1	7
70	д и	1	7
71	и их	2	7
72	так как	18	7
73	как раз	2	7
74	и пр	1	7
75	совершенно не	5	7
76	со стороны	4	6
77	что они	2	6
78	и как	2	6
79	но в	3	6
80	есть ли	2	6
81	бы и	2	6
82	это есть	5	6
83	одно и	1	6
84	точки зрения	15	6
85	но если	1	6
86	с ним	2	6
87	она не	5	6
88	оно есть	2	6
89	отличается от	2	6
90	ясно что	19	6
91	должно быть	1	6
92	и только	3	6
93	а если	1	6
94	так что	5	6
95	если мы	12	6
96	для него	1	6
97	но что	2	6
98	относится к	1	6
99	то не	1	6
100	когда мы	3	6
101	быть только	1	6
102	в результате	4	6
103	жизни и	3	6
104	что в	23	6
105	того же	2	5
106	это и	3	5
107	ведь и	1	5
108	в сущности	10	5
109	в чем	2	5
110	но не	3	5
111	с самой	1	5
112	отнюдь не	6	5
113	чем же	1	5
114	как к	2	5
115	должна быть	3	5
116	же это	1	5
117	это не	1	5
118	с тем	3	5
119	а есть	1	5
120	не в	11	5
121	тем не	2	5
122	есть всегда	1	5
123	не менее	2	5
124	одна из	4	5
125	только и	1	5
126	у нас	4	5
127	для себя	1	5
128	свою очередь	1	5
129	в ее	5	5
130	должны быть	3	5
131	если бы	6	5
132	еще не	1	5
133	или не	2	5
134	что для	2	5
135	ни от	1	5
136	с этой	4	5
137	и для	5	5
138	а в	6	5
139	в свою	1	5
140	собственном смысле	3	4
141	мы не	12	4
142	я не	1	4
143	то это	1	4
144	учение об	1	4
145	в их	1	4
146	во всех	1	4
147	как таковая	1	4
148	точка зрения	4	4
149	для всякого	1	4
150	нет и	1	4
151	независимо от	2	4
152	с этим	3	4
153	в своем	3	4
154	тут не	1	4
155	и мы	1	4
156	на почве	2	4
157	как и	16	4
158	между собою	1	4
159	с точки	2	4
160	и более	1	4
161	что есть	2	4
162	можно ли	2	4
163	точке зрения	1	4
164	есть или	1	4
165	должен быть	1	4
166	и о	4	4
167	то или	2	4
168	только то	2	4
169	смысле и	1	4
170	о том	7	4
171	определенным образом	1	4
172	с другой	5	4
173	судить о	1	4
174	что и	13	4
175	с а	1	4
176	то и	2	4
177	из них	2	4
178	бытия и	1	4
179	так то	1	4
180	со всем	1	4
181	и даже	6	4
182	и потому	2	4
183	мы говорим	1	4
184	как только	1	4
185	не существует	2	4
186	и все	5	4
187	от того	3	4
188	от ее	1	4
189	между ними	1	4
190	оно не	1	4
191	самом деле	9	3
192	и всем	1	3
193	с в	3	3
194	мы имеем	4	3
195	бы что	2	3
196	вопрос о	3	3
197	но даже	2	3
198	не то	2	3
199	явлений и	1	3
200	более или	2	3
201	себе не	3	3
202	как оно	1	3
203	в нем	2	3
204	по самому	5	3
205	что нужно	1	3
206	подобно тому	5	3
207	могла бы	1	3
208	было в	1	3
209	в жизни	2	3
210	несмотря на	5	3
211	значит не	1	3
212	и тогда	2	3
213	или менее	2	3
214	можно только	1	3
215	в своей	3	3
216	все это	8	3
217	их в	2	3
218	вещей как	1	3
219	как можно	1	3
220	как о	1	3
221	тогда когда	5	3
222	в основе	2	3
223	само по	5	3
224	того чтобы	7	3
225	или как	2	3
226	к тому	4	3
227	на это	2	3
228	можно и	1	3
229	без всякого	2	3
230	в собственном	3	3
231	нет никакой	3	3
232	понимание и	1	3
233	так и	3	3
234	и вообще	1	3
235	можно сказать	1	3
236	если это	1	3
237	один из	4	3
238	мы видим	5	3
239	тот же	2	3
240	что он	7	3
241	явления но	1	3
242	но как	2	3
243	но то	1	3
244	не мешает	1	3
245	без этого	1	3
246	только на	3	3
247	а это	1	3
248	сама по	2	3
249	мы находим	1	3
250	в одном	2	3
251	отношение к	2	3
252	можно с	1	3
253	никогда не	8	3
254	ее со	1	3
255	а с	1	3
256	она является	1	3
257	вместе с	8	3
258	что именно	1	3
259	в той	1	3
260	тому как	7	3
261	есть как	1	3
262	думают что	1	3
263	она должна	2	3
264	бы в	2	3
265	хотя бы	1	3
266	не быть	2	3
267	же самой	1	3
268	есть обязательно	1	2
269	как это	4	2
270	тем же	3	2
271	в первом	1	2
272	ту же	2	2
273	из его	3	2
274	той же	3	2
275	к чему	2	2
276	как мы	2	2
277	человека и	2	2
278	иметь никакого	1	2
279	оба эти	1	2
280	но она	1	2
281	с но	1	2
282	бы ни	2	2
283	мы ее	1	2
284	мысли и	2	2
285	может сделать	1	2
286	а только	2	2
287	и всякий	2	2
288	природе слова	1	2
289	тогда как	1	2
290	и таким	2	2
291	есть предмет	1	2
292	как в	9	2
293	и нет	1	2
294	бы я	1	2
295	когда он	2	2
296	я должен	1	2
297	что на	3	2
298	то в	1	2
299	образом и	1	2
300	выражение в	1	2
301	приводит к	2	2
302	остановиться на	2	2
303	только один	1	2
304	как совершенно	3	2
305	и если	4	2
306	он не	3	2
307	для того	6	2
308	в силу	3	2
309	и вот	3	2
310	и этот	1	2
311	себя смысл	2	2
312	но все	1	2
313	в одну	1	2
314	а затем	1	2
315	то чтобы	2	2
316	и может	2	2
317	различие между	4	2
318	об этом	1	2
319	и чтобы	1	2
320	на все	1	2
321	то есть	26	2
322	и тем	2	2
323	ни в	9	2
324	все равно	1	2
325	в слове	3	2
326	и уже	1	2
327	признать что	1	2
328	вот эта	1	2
329	же мы	1	2
330	тому что	4	2
331	или что	1	2
332	с которой	1	2
333	дело в	1	2
334	в науке	2	2
335	из предыдущего	1	2
336	но только	3	2
337	казалось бы	2	2
338	это совершенно	1	2
339	как она	2	2
340	и относится	1	2
341	тех или	2	2
342	и его	7	2
343	не потому	1	2
344	у меня	3	2
345	существенно для	1	2
346	исходить из	1	2
347	и явлений	1	2
348	быть совершенно	2	2
349	если же	2	2
350	оно может	1	2
351	об отношении	1	2
352	и когда	3	2
353	том как	1	2
354	приводит их	1	2
355	находится в	1	2
356	в виду	4	2
357	именно потому	1	2
358	но к	3	2
359	на вопрос	2	2
360	и та	1	2
361	никак не	4	2
362	как ее	1	2
363	основе своей	1	2
364	может не	1	2
365	и во	2	2
366	заключается в	7	2
367	говорить об	1	2
368	во втором	1	2
369	подходит к	1	2
370	обе эти	1	2
371	что только	2	2
372	и понимает	1	2
373	образа с	1	2
374	или его	3	2
375	в качестве	2	2
376	можно выразить	1	2
377	как нечто	1	2
378	на такой	1	2
379	но совершенно	2	2
380	его и	3	2
381	мы можем	4	2
382	самого же	1	2
383	а потому	3	2
384	в особенности	1	2
385	же тогда	2	2
386	о чем	2	2
387	стоять на	1	2
388	в частности	3	2
389	зачем же	1	2
390	а потом	1	2
391	смысл в	1	2
392	это выражение	1	2
393	есть она	1	2
394	в более	1	2
395	понимание есть	1	2
396	же оно	1	2
397	жизни в	1	2
398	нужно для	1	2
399	это все	3	2
400	была бы	1	2
401	от всех	3	2
402	первом случае	1	2
403	что то	2	2
404	в своих	4	2
405	сущности не	1	2
406	так же	12	2
407	во всяком	8	2
408	этой точки	5	2
409	и наиболее	1	1
410	равным образом	1	1
411	с новыми	1	1
412	речь идет	3	1
413	же как	4	1
414	я уже	1	1
415	связана с	1	1
416	ее отличие	1	1
417	между обеими	1	1
418	от какого	1	1
419	идет о	2	1
420	то на	2	1
421	сказано что	1	1
422	от самого	1	1
423	из самых	1	1
424	по преимуществу	1	1
425	что эти	3	1
426	оно было	2	1
427	все те	1	1
428	едва ли	1	1
429	с таким	11	1
430	потому ее	1	1
431	в зависимости	5	1
432	что если	1	1
433	которую мы	1	1
434	в которой	4	1
435	говоря и	1	1
436	и бессмысленное	1	1
437	именно к	1	1
438	на эти	2	1
439	он как	1	1
440	время как	5	1
441	эстетики и	2	1
442	в полной	1	1
443	это отношение	2	1
444	вместо того	1	1
445	уже в	3	1
446	чем отличается	1	1
447	на другом	1	1
448	и на	1	1
449	между собой	1	1
450	это действительно	1	1
451	совершенно другое	1	1
452	действует и	1	1
453	с его	1	1
454	говорит нам	1	1
455	то мы	1	1
456	в обеих	1	1
457	заключается не	2	1
458	одном и	1	1
459	только тогда	7	1
460	если в	1	1
461	ответ на	1	1
462	искусство в	2	1
463	с совершенно	2	1
464	совершенно ясно	19	1
465	отличие от	4	1
466	судить об	1	1
467	и чем	1	1
468	один и	1	1
469	бесконечно малых	2	1
470	пониманию и	1	1
471	сознательно и	1	1
472	мы наметили	1	1
473	метод и	1	1
474	решительно все	1	1
475	только ее	1	1
476	стороны и	3	1
477	что как	1	1
478	перед нами	1	1
479	то ясно	1	1
480	хотя и	3	1
481	чего мы	2	1
482	мы различаем	4	1
483	и к	3	1
484	мир именно	1	1
485	и свою	1	1
486	искусстве или	1	1
487	потом уже	1	1
488	мы получаем	2	1
489	оно хочет	1	1
490	есть для	2	1
491	учение о	1	1
492	в этой	3	1
493	зависимости от	6	1
494	я дал	1	1
495	тому же	3	1
496	как он	2	1
497	всякая форма	1	1
498	научного исследования	1	1
499	главным образом	2	1
500	при этом	19	1
501	у людей	1	1
502	эта система	1	1
503	иначе это	1	1
504	нам быть	1	1
505	момента в	1	1
506	и еще	1	1
507	и утверждает	1	1
508	в понимании	1	1
509	и совершенно	5	1
510	он должен	1	1
511	к одному	1	1
512	этого вопроса	2	1
513	не к	1	1
514	другое есть	1	1
515	вы в	1	1
516	том чтобы	7	1
517	д все	1	1
518	одной и	4	1
519	и по	3	1
520	одному и	1	1
521	однако в	1	1
522	или иных	2	1
523	именно это	1	1
524	к очень	1	1
525	предполагается что	1	1
526	подход к	1	1
527	пять моментов	1	1
528	сущности всегда	1	1
529	пока мы	1	1
530	есть все	1	1
531	конечно в	1	1
532	разница между	3	1
533	может стать	3	1
534	форму и	2	1
535	нас есть	1	1
