N	2gram	Berdyaev_O_1	Dialekti
1	не есть	2	40
2	и не	13	30
3	по себе	2	25
4	т е	4	25
5	и в	19	18
6	ничего не	2	17
7	может быть	11	17
8	и есть	3	16
9	в нем	10	16
10	не имеет	2	15
11	так что	2	15
12	потому что	9	14
13	а не	11	14
14	не только	11	13
15	и даже	1	13
16	то что	5	13
17	что в	4	13
18	в этом	12	12
19	было бы	3	12
20	если бы	1	12
21	и что	1	12
22	не может	4	12
23	что это	1	11
24	учение о	2	11
25	в себе	3	11
26	что он	3	11
27	так как	2	11
28	как бы	3	11
29	все это	6	11
30	прежде всего	9	10
31	сказать что	2	10
32	и то	2	9
33	так и	2	9
34	это не	3	9
35	том что	2	9
36	никогда не	9	9
37	это есть	1	9
38	в том	5	9
39	но это	1	8
40	к нему	3	8
41	совершенно не	1	8
42	также и	1	7
43	и как	1	7
44	то в	1	7
45	что она	1	7
46	что не	4	7
47	не существует	1	7
48	вовсе не	1	7
49	но и	13	7
50	сам по	1	6
51	его не	2	6
52	хотя бы	3	6
53	но в	2	6
54	и вот	3	6
55	не в	11	6
56	она не	1	6
57	с ним	3	6
58	ни с	7	6
59	не было	9	6
60	да и	1	6
61	и ни	2	6
62	и он	8	5
63	отношение к	5	5
64	в своем	2	5
65	все же	2	5
66	на то	1	5
67	и с	2	5
68	в этих	3	5
69	в отношении	1	5
70	в виду	1	5
71	можно было	1	5
72	не с	1	5
73	он сам	4	5
74	само по	1	5
75	говорит о	1	5
76	и пр	1	5
77	а в	5	5
78	не самое	1	4
79	образ и	1	4
80	нисколько не	1	4
81	и более	1	4
82	только и	4	4
83	к ней	2	4
84	не могу	1	4
85	быть может	3	4
86	о том	3	4
87	от него	7	4
88	это я	1	4
89	но не	1	4
90	с какой	1	4
91	в котором	1	4
92	в конце	1	4
93	как это	1	4
94	хотя и	2	4
95	во всяком	1	4
96	нем нет	3	3
97	отношения к	1	3
98	самом деле	1	3
99	от самого	2	3
100	должна быть	1	3
101	есть не	1	3
102	и тут	1	3
103	в ней	1	3
104	мысли и	3	3
105	на самом	1	3
106	и все-таки	2	3
107	к богу	1	3
108	есть просто	1	3
109	что они	2	3
110	от этого	1	3
111	в самом	5	3
112	та же	1	3
113	от бога	1	3
114	он не	7	3
115	в них	1	3
116	всегда и	1	3
117	должно быть	2	3
118	в разных	1	3
119	в науке	1	3
120	ничто не	2	3
121	в сознании	1	3
122	могут быть	3	3
123	и всех	1	3
124	его с	1	3
125	указывает на	1	3
126	и о	2	3
127	нуждается в	1	3
128	что и	2	3
129	один из	1	3
130	даже и	2	3
131	же это	2	3
132	и из	2	3
133	что для	2	3
134	и потому	2	3
135	что же	2	3
136	в его	7	3
137	и все	10	3
138	бы в	1	3
139	еще более	1	3
140	отношении к	1	3
141	состоит из	1	3
142	была бы	1	3
143	жизни и	1	3
144	думать что	1	3
145	чтобы не	1	2
146	он всегда	7	2
147	и больше	1	2
148	и состоит	1	2
