N	3gram	Medvedev_F_2	StatiiOP
1	в том что	2	11
2	и т п	9	6
3	не может быть	10	5
4	как например в	1	4
5	в этом смысле	2	4
6	по крайней мере	1	4
7	с точки зрения	7	4
8	в этом отношении	7	4
9	во всяком случае	5	4
10	с другой стороны	3	4
11	прежде всего в	2	3
12	с тем что	5	3
13	в конце концов	2	3
14	не в том	3	3
15	в связи с	10	3
16	то же время	5	3
17	в то же	5	3
18	в этой статье	2	2
19	но и в	3	2
20	это не так	1	2
21	до сих пор	1	2
22	что если бы	1	2
23	и не в	2	2
24	и в этих	1	2
25	в том чтобы	1	2
26	в этой области	1	2
27	тем что он	1	2
28	с одной стороны	1	2
29	и в этом	5	2
30	все более и	1	2
31	тем что в	1	2
32	во всех этих	1	2
33	и пр в	1	2
34	с самого начала	2	2
35	более и более	1	2
36	по этому поводу	1	2
37	но все же	2	2
38	мы имеем в	1	2
39	к тому что	2	2
40	и др но	1	2
41	в том смысле	3	2
42	в предисловии к	2	2
43	тем не менее	1	2
44	и т д	5	2
45	и в конце	1	1
46	русского литературного языка	1	1
47	и пр но	3	1
48	иметь в виду	1	1
49	а не в	1	1
50	пришли к нему	1	1
51	то только в	1	1
52	более или менее	1	1
53	которая не была	1	1
54	на самом деле	3	1
55	в самом деле	5	1
56	и в некоторых	1	1
57	является не только	1	1
58	в одной из	1	1
59	что же касается	1	1
60	он не может	1	1
61	можно и должно	3	1
62	одной из своих	1	1
63	а тем чем	1	1
64	не было и	2	1
65	что он уже	1	1
66	бы совершенно иной	2	1
67	смысле в каком	1	1
68	говоря уже о	1	1
69	и в других	1	1
70	сам по себе	3	1
71	вместе с тем	4	1
72	предисловии к своей	1	1
73	и во всяком	1	1
74	связи с этим	3	1
75	является одним из	1	1
76	языка с языком	1	1
77	важным этапом в	1	1
78	в собственном смысле	1	1
79	в своей статье	3	1
80	в применении к	2	1
81	том смысле в	1	1
82	к вопросу о	1	1
83	что именно так	1	1
84	была бы совершенно	2	1
85	можно сказать так	1	1
86	то что он	1	1
87	прежде всего необходимо	1	1
88	так или иначе	1	1
89	смысле что он	2	1
90	в такой же	1	1
91	и сам он	1	1
92	т е как	2	1
93	язык по преимуществу	1	1
94	нас не было	1	1
95	к отказу от	1	1
96	собственном смысле этого	1	1
97	таким образом в	1	1
98	том смысле что	2	1
99	его отношение к	1	1
100	в свою очередь	1	1
101	на эти вопросы	1	1
102	они представляют собою	1	1
103	т п в	1	1
104	то возможно и	1	1
105	укладывается в рамки	1	1
106	в известной степени	1	1
107	совершенно очевидно что	1	1
108	у нас не	1	1
109	вовсе не является	1	1
110	для того чтобы	3	1
111	что в годы	1	1
112	отметить что в	1	1
113	на русской почве	1	1
114	как мы видели	4	1
115	не говоря уже	1	1
