N	2gram	Tiupa_Lite_3	Russkaja
1	не может	8	22
2	и не	22	19
3	в том	12	17
4	в этом	14	17
5	и в	16	14
6	то что	12	13
7	самим собой	3	12
8	то же	9	11
9	точки зрения	7	11
10	в то	9	10
11	же время	7	10
12	но и	14	10
13	в себе	6	9
14	не только	14	9
15	том что	8	9
16	с точки	3	9
17	может быть	12	9
18	того чтобы	2	8
19	прежде всего	3	8
20	как на	3	8
21	самом деле	3	7
22	отнюдь не	3	7
23	и если	4	7
24	к богу	1	7
25	и с	2	7
26	в данном	4	7
27	к тому	6	7
28	о том	6	7
29	самого себя	1	7
30	ни к	3	7
31	к которой	1	6
32	если в	1	6
33	в своем	1	6
34	и к	3	6
35	в россии	1	6
36	с тем	1	6
37	в своих	2	6
38	и при	2	6
39	если бы	2	6
40	все это	1	6
41	и для	4	6
42	для того	2	6
43	что он	5	6
44	для всех	1	6
45	для него	2	6
46	на самом	1	6
47	вопрос о	2	5
48	и на	2	5
49	во имя	1	5
50	во всех	2	5
51	на то	2	5
52	в нем	2	5
53	при этом	15	5
54	он не	1	5
55	было бы	2	5
56	в своей	7	5
57	никогда не	4	5
58	потому что	3	5
59	лишь при	1	5
60	между тем	3	5
61	и только	2	5
62	только в	7	5
63	хотя бы	1	5
64	конечно не	1	5
65	или иной	2	5
66	себя и	2	5
67	по существу	4	5
68	а в	5	5
69	жизни в	4	5
70	и то	1	4
71	смотреть на	1	4
72	бы то	2	4
73	но не	4	4
74	себе и	1	4
75	себя в	7	4
76	все же	2	4
77	более или	1	4
78	не в	10	4
79	в этой	8	4
80	в корне	1	4
81	то ни	2	4
82	в совершенно	2	4
83	его в	2	4
84	как и	5	4
85	или менее	1	4
86	в их	1	4
87	тогда когда	1	4
88	во всем	1	4
89	а лишь	2	4
90	в мире	16	4
91	и т.д	1	4
92	в его	6	4
93	так как	1	4
94	со стороны	7	4
95	вместе с	5	4
96	как бы	8	4
97	в другое	1	4
98	жизни и	3	4
99	что в	2	4
100	к этой	1	4
101	и т	1	3
102	то в	3	3
103	так чтобы	2	3
104	говорить о	1	3
105	в будущем	1	3
106	еще не	6	3
107	он сам	1	3
108	самих себя	1	3
109	что они	1	3
110	в самом	3	3
111	ни одна	1	3
112	на том	1	3
113	в другом	6	3
114	лишь в	5	3
115	о которых	1	3
116	несмотря на	2	3
117	должно быть	4	3
118	том чтобы	2	3
119	связи с	2	3
120	то это	2	3
121	точке зрения	1	3
122	единой цели	1	3
123	той или	2	3
124	приходит к	1	3
125	данном случае	4	3
126	для этого	1	3
127	при котором	1	3
128	но мы	1	3
129	в значительной	1	3
130	что и	2	3
131	того что	9	3
132	одной из	1	3
133	в качестве	5	3
134	из них	4	3
135	в конце	2	3
136	друг друга	1	3
137	тем что	2	3
138	именно в	5	3
139	что для	1	3
140	не было	1	3
141	ко всем	1	3
142	и потому	2	3
143	культуры в	1	3
144	о котором	1	3
145	и как	3	3
146	ибо в	1	3
147	все они	2	3
148	не есть	1	3
149	из этого	1	3
150	от этой	1	2
151	зависимость от	1	2
152	и есть	1	2
153	эти самые	1	2
154	приводят к	1	2
155	на себя	2	2
156	в ней	1	2
157	в таком	1	2
158	время в	2	2
159	именно на	1	2
160	по отношению	4	2
161	тогда как	17	2
162	не просто	1	2
163	друг от	1	2
164	сама по	1	2
165	для русской	1	2
166	с этим	1	2
167	и наконец	3	2
168	но в	3	2
169	состоит в	6	2
170	не к	1	2
171	и вот	2	2
172	чтобы в	1	2
173	мы уже	1	2
174	на этой	1	2
175	в глазах	3	2
176	по себе	2	2
177	и тем	3	2
178	соотношения сил	1	2
179	этого не	1	2
180	и тогда	2	2
181	нисколько не	1	2
182	в этих	1	2
183	во время	1	2
184	что такое	1	2
185	в котором	1	2
186	место в	4	2
187	в силу	1	2
188	другом и	1	2
189	друг другу	1	2
190	и более	1	2
191	не тем	1	2
192	тому что	1	2
193	она не	1	2
194	только для	3	2
195	в таких	1	2
196	для нас	1	2
197	у него	1	2
198	людей и	1	2
199	и является	1	2
200	как будто	4	2
201	в области	3	2
202	свое собственное	1	2
203	деятельности и	1	2
204	к себе	8	2
205	всю свою	1	2
206	которой она	2	2
207	для себя	2	2
208	и о	1	2
209	от друга	1	2
