N	2gram	Potebnia_M_1	FransuaR
1	и в	39	56
2	то есть	42	24
3	в его	5	18
4	таким образом	13	17
5	все эти	1	15
6	в этом	15	14
7	в том	26	13
8	так и	13	13
9	в то	4	12
10	и его	5	12
11	то же	6	11
12	в них	3	11
13	в этих	7	11
14	как бы	6	11
15	еще не	6	10
16	же время	4	10
17	в самом	3	9
18	и не	18	9
19	только в	25	9
20	но и	20	9
21	в сущности	2	8
22	во всех	5	8
23	не только	21	8
24	в нем	20	8
25	и с	3	8
26	и их	3	8
27	и даже	4	8
28	до сих	1	8
29	сих пор	1	8
30	все это	1	8
31	том что	16	8
32	и на	1	7
33	как мы	2	7
34	у него	1	7
35	той же	3	6
36	в ее	1	6
37	в этой	3	6
38	но в	9	6
39	на его	1	6
40	точки зрения	8	6
41	языка и	17	6
42	вовсе не	5	6
43	мы видим	4	6
44	связи с	3	6
45	прежде всего	4	6
46	все они	2	6
47	и все	3	6
48	потому что	52	6
49	одним из	2	5
50	с ее	2	5
51	с его	1	5
52	но не	8	5
53	он не	3	5
54	так сказать	2	5
55	роль в	1	5
56	мы видели	4	5
57	во время	1	5
58	в отношении	1	5
59	никогда не	4	5
60	в области	1	5
61	один из	1	5
62	не было	4	5
63	как и	9	5
64	в творчестве	1	5
65	в результате	1	5
66	что в	22	5
67	и другие	1	5
68	они не	1	5
69	например в	1	4
70	и потому	5	4
71	они были	1	4
72	в ней	7	4
73	за пределы	2	4
74	в которой	2	4
75	что это	3	4
76	в себе	13	4
77	при этом	6	4
78	их в	1	4
79	что все	3	4
80	литературного языка	1	4
81	переходим к	2	4
82	и ее	1	4
83	и более	2	4
84	даже в	1	4
85	того чтобы	2	4
86	по своей	1	4
87	во всем	4	4
88	в духе	1	4
89	наконец в	1	4
90	того времени	1	4
91	латинский язык	1	4
92	времени и	2	4
93	и которые	2	4
94	к языку	2	4
95	и других	4	4
96	о том	2	4
97	язык в	8	4
98	с одной	3	4
99	так как	21	4
100	в своих	4	4
101	в их	2	3
102	на них	1	3
103	связи и	1	3
104	в своем	3	3
105	перед нами	1	3
106	его к	2	3
107	слова и	4	3
108	здесь нет	1	3
109	не мог	3	3
110	не в	15	3
111	но он	2	3
112	языков и	1	3
113	в таких	2	3
114	на рубеже	1	3
115	на волю	1	3
116	можно видеть	1	3
117	рядом с	1	3
118	и о	2	3
119	в другом	1	3
120	в образе	1	3
121	все его	1	3
122	это была	1	3
123	между тем	5	3
124	слов и	4	3
125	как например	2	3
126	видели что	1	3
127	так что	16	3
128	уже не	2	3
129	был бы	1	3
130	мы находим	1	3
131	что и	6	3
132	может быть	27	3
133	к которому	3	3
134	еще и	1	3
135	что для	3	3
136	более того	1	3
137	не на	1	3
138	сказать что	3	3
139	там где	4	3
140	связь с	2	3
141	не были	2	3
142	образом и	2	3
143	в связи	1	3
144	не подлежит	1	3
145	бы в	4	3
146	то что	10	3
147	речи и	10	3
148	и то	3	2
149	самом деле	1	2
150	на самом	1	2
151	что эти	1	2
152	их и	2	2
153	мы не	10	2
154	бы то	2	2
155	с другой	7	2
156	значение и	2	2
157	себе и	1	2
158	что они	1	2
159	и языки	1	2
160	все остальные	4	2
161	хотя и	3	2
162	когда он	1	2
163	и как	6	2
164	в действительности	4	2
165	и хотя	1	2
166	в нашем	1	2
167	языка а	3	2
168	с их	1	2
169	языка к	2	2
170	что она	1	2
171	ни было	2	2
