N	2gram	Voloshinov_1	KFilosof
1	может быть	1	43
2	в его	1	39
3	не может	4	27
4	и не	1	26
5	и в	3	22
6	а не	1	17
7	точки зрения	1	13
8	для него	1	12
9	с точки	1	10
10	но и	1	9
11	и все	1	9
12	если бы	1	8
13	смысл и	1	6
14	не только	1	5
15	то же	1	5
16	в ней	1	3
17	и на	1	3
18	нет и	1	3
19	в каждом	1	3
20	не менее	1	3
21	в то	1	3
22	тому что	1	2
23	же время	1	2
24	можно и	1	2
25	может не	1	2
26	к историческому	1	2
27	не из	1	2
28	подхода к	1	2
29	права и	1	1
30	нуждаются в	1	1
31	конечно и	1	1
32	всех участников	1	1
33	ни один	1	1
34	в конкретном	1	1
35	методически не	1	1
36	его от	1	1
37	несмотря на	1	1
38	лучше всего	1	1
39	на месте	1	1
40	первая часть	1	1
41	и должно	1	1
42	к тому	1	1
43	и можно	1	1
44	один из	2	1
45	мы видим	1	1
46	оторвано от	1	1
47	во второй	1	1
48	себя от	1	1
