N	2gram	Potebnia_M_3	formyVre
1	и в	30	50
2	то есть	34	33
3	в этом	10	25
4	в нем	9	24
5	и его	4	16
6	прежде всего	3	15
7	как мы	7	14
8	и не	15	14
9	в его	4	13
10	вовсе не	7	13
11	так и	11	12
12	человека и	5	11
13	то же	23	11
14	мы уже	2	11
15	таким образом	14	11
16	может быть	28	11
17	и как	5	10
18	но в	1	10
19	времени и	1	10
20	с его	1	9
21	все эти	1	9
22	не только	21	9
23	в то	10	9
24	ничего не	1	9
25	же время	5	9
26	в том	32	9
27	в других	2	9
28	и т	5	8
29	того же	1	8
30	и на	3	8
31	в самом	8	8
32	ни в	2	8
33	т п	2	8
34	жизни в	1	8
35	его жизни	2	8
36	но и	19	8
37	как и	10	8
38	жизни и	2	8
39	так сказать	2	7
40	для себя	3	7
41	не было	4	7
42	например в	6	6
43	время в	3	6
44	во всех	1	6
45	как в	10	6
46	с этим	6	6
47	все же	2	6
48	лишь в	1	6
49	это не	1	6
50	в их	2	6
51	так как	13	6
52	в ее	2	6
53	связи с	2	6
54	в жизни	1	6
55	у него	2	6
56	то что	18	6
57	человеческой жизни	3	6
58	не может	6	6
59	так же	3	6
60	в результате	1	6
61	и все	3	6
62	отношению к	5	5
63	и до	2	5
64	время как	1	5
65	еще не	5	5
66	но не	7	5
67	не в	15	5
68	он не	4	5
69	с самим	1	5
70	того чтобы	3	5
71	точки зрения	2	5
72	не могло	1	5
73	в разных	2	5
74	могут быть	3	5
75	но все	2	5
76	в образе	3	5
77	если бы	12	5
78	для того	4	5
79	что в	17	5
80	и то	8	4
81	и это	4	4
82	в ней	8	4
83	в своем	5	4
84	конечно не	1	4
85	то время	4	4
86	но на	1	4
87	время и	2	4
88	и с	2	4
89	в них	5	4
90	том что	18	4
91	в котором	4	4
92	в процессе	1	4
93	не имеет	6	4
94	потому что	46	4
95	здесь не	1	4
96	жизнь и	1	4
97	понятно что	1	4
98	и следовательно	3	4
99	только в	21	4
100	между этими	1	4
101	и проч	16	4
102	и т.п	1	4
103	все это	4	4
104	отношения к	1	3
105	по преимуществу	1	3
106	а как	2	3
107	есть не	7	3
108	мы не	9	3
109	в сущности	1	3
110	в виду	1	3
111	по отношению	5	3
112	себе и	1	3
113	хотя и	1	3
114	со своей	2	3
115	в себе	16	3
116	при этом	3	3
117	одно и	5	3
118	его в	3	3
119	входит в	2	3
120	с другими	5	3
121	и вне	1	3
122	между ними	1	3
123	в этих	1	3
124	одновременностью и	1	3
125	но эта	1	3
126	их в	2	3
127	друг друга	3	3
128	чем не	1	3
129	жизни не	3	3
130	этом отношении	2	3
131	не могут	5	3
132	к тому	7	3
133	формы и	1	3
134	в порядке	1	3
135	все его	1	3
136	нас в	1	3
137	что и	13	3
138	в форме	2	3
139	с нашей	1	3
140	один из	4	3
141	романа и	1	3
142	мы видим	2	3
143	одной из	2	3
144	и ее	1	3
145	с одной	7	3
146	только на	3	3
147	же в	2	3
148	в начале	3	3
149	был бы	2	3
150	одно из	5	3
151	в одном	2	3
152	до сих	3	3
153	именно в	3	3
154	мы еще	1	3
155	себя и	4	3
156	что не	8	3
157	с тем	7	3
158	быть только	4	3
159	а не	15	3
160	этим определяются	1	3
161	нашей точки	1	3
162	в одно	3	3
163	вместе с	12	3
164	и потому	4	3
165	да и	1	3
166	сих пор	3	3
167	или в	3	3
168	а в	12	3
169	не знает	3	3
170	сказать что	5	3
171	к этому	3	3
172	в таком	3	3
173	во всяком	1	3
174	тех же	1	2
175	к своей	1	2
176	в строгом	1	2
177	значение но	1	2
178	той же	2	2
179	их и	1	2
180	часы и	1	2
181	вопрос о	1	2
182	но она	1	2
183	принадлежит к	1	2
184	же что	6	2
185	жизни это	1	2
186	на них	1	2
187	в чем	3	2
188	не без	1	2
189	природы и	2	2
190	совсем не	1	2
191	а только	3	2
192	не входит	1	2
193	происходит в	1	2
194	нет и	1	2
195	в истории	1	2
196	же и	3	2
197	стороны и	1	2
198	внутренняя жизнь	1	2
199	этих рядов	1	2
200	имеет в	1	2
201	от этого	2	2
202	в целом	3	2
203	тому же	1	2
204	как бы	3	2
205	как он	1	2
206	как оно	1	2
207	не как	2	2
208	уже не	6	2
209	и по	4	2
210	уже сказали	1	2
211	что все	3	2
212	об этом	2	2
213	ясно что	1	2
214	было бы	9	2
215	бы совершенно	1	2
216	жизни то	1	2
217	была уже	1	2
218	строгом смысле	1	2
219	здесь все	1	2
220	места в	1	2
221	для него	9	2
