N	3gram	Tiupa_Anal_1	FransuaR
1	в том числе	3	10
2	том числе и	1	7
3	в том что	9	6
4	в той или	3	5
5	той или иной	6	5
6	большей или меньшей	4	4
7	до сих пор	1	4
8	в отличие от	6	4
9	или меньшей степени	1	4
10	в большей или	1	4
11	или иной форме	1	4
12	с точки зрения	4	3
13	на самом же	1	3
14	в этом отношении	2	3
15	так и не	1	3
16	самом же деле	1	3
17	выходит за пределы	1	3
18	как раз и	1	2
19	но и в	2	2
20	в основе своей	2	2
21	и в частности	1	2
22	с одной стороны	3	2
23	в свое время	2	2
24	в области литературы	1	2
25	в отрыве от	2	2
26	но прежде всего	1	1
27	по своей природе	1	1
28	нет и не	2	1
29	на все моменты	1	1
30	или хотя бы	1	1
31	по своей сущности	1	1
32	по отношению к	5	1
33	имеем в виду	1	1
34	в самом деле	2	1
35	со смертью в	1	1
36	том что он	2	1
37	на тех же	1	1
38	и не может	4	1
39	во всей своей	1	1
40	сами по себе	2	1
41	встречаемся с ним	1	1
42	на что не	1	1
43	с ним в	1	1
44	в собственном смысле	1	1
45	карнавал переживаемый в	1	1
46	не подлежит никакому	1	1
47	особый тип общения	1	1
48	с самим собой	1	1
49	то есть без	1	1
50	то или иное	1	1
51	то есть его	1	1
52	через край и	1	1
53	тех или иных	2	1
54	же основаниях как	1	1
55	но в то	2	1
56	в xx веке	1	1
57	в известном смысле	1	1
58	между тем в	1	1
59	не могут быть	2	1
60	переживаемый в одиночку	1	1
61	в связи с	1	1
62	и на всех	1	1
63	ни на что	1	1
64	во всяком случае	1	1
65	могла бы быть	1	1
66	с другой стороны	2	1
67	не может быть	16	1
68	то же время	6	1
69	все эти три	1	1
70	то что мы	1	1
71	начало и конец	1	1
72	во внешнем мире	2	1
73	включает в себя	1	1
74	тех же основаниях	1	1
75	мы имеем в	1	1
76	для того чтобы	3	1
77	в то же	8	1
78	отличающая его от	1	1
79	мы встречаемся с	1	1
80	друг с другом	1	1
81	не только в	1	1
82	к тому же	4	1
