N	4gram	Trubetskoy_1	Psycholo
1	заключается в том что	1	7
2	в том случае если	3	4
3	только в том случае	2	4
4	состоит в том чтобы	1	2
5	в том виде как	1	2
6	точно так же как	1	2
7	в то же время	10	2
8	по самому своему существу	1	1
9	и не может быть	1	1
10	друг с другом и	2	1
11	бы то ни было	1	1
12	во что бы то	3	1
13	на то что для	1	1
14	бы то ни стало	3	1
15	одного и того же	1	1
16	что бы то ни	3	1
17	в основе его лежит	1	1
18	само собой разумеется что	1	1
19	указывает на то что	1	1
20	нечего и говорить что	1	1
21	речь идет не об	1	1
22	с точки зрения этой	2	1
