N	2gram	Propp_Russ_1	StatiiOP
1	и в	36	25
2	в этом	12	24
3	в том	17	20
4	что он	1	19
5	может быть	8	19
6	тем что	4	19
7	что в	19	19
8	что это	3	16
9	том что	19	15
10	в этой	1	14
11	и пр	2	13
12	не только	22	12
13	в г	4	12
14	в его	2	12
15	то что	6	12
16	в этих	3	11
17	так что	2	11
18	таким образом	6	10
19	и не	6	10
20	у него	2	9
21	но и	16	9
22	и т	10	8
23	все это	6	8
24	о том	8	8
25	как например	3	8
26	т е	17	8
27	в своих	2	8
28	с этим	2	7
29	это не	10	7
30	было бы	1	7
31	в то	1	7
32	не может	4	7
33	что касается	1	7
34	точки зрения	3	7
35	г в	4	6
36	место в	1	6
37	и на	10	6
38	как в	5	6
39	из этих	4	6
40	а а	25	6
41	между тем	7	6
42	только в	4	6
43	т п	1	6
44	в области	3	6
45	в россии	4	6
46	как бы	5	6
47	а в	9	6
48	как на	1	6
49	в году	2	5
50	то же	3	5
51	ответ на	1	5
52	независимо от	2	5
53	но в	2	5
54	по форме	1	5
55	на то	1	5
56	он не	1	5
57	об этом	9	5
58	на почве	1	5
59	ни в	1	5
60	мы имеем	4	5
61	потому что	10	5
62	и это	1	5
63	так и	7	5
64	в них	6	5
65	связано с	1	5
66	а не	2	5
67	того что	4	5
68	например в	2	4
69	что эти	1	4
70	в которой	1	4
71	из которых	1	4
72	в чем	1	4
73	точка зрения	1	4
74	в общем	1	4
75	относится к	1	4
76	все же	5	4
77	не было	2	4
78	и к	3	4
79	в целом	2	4
80	состоит в	8	4
81	в каждом	2	4
82	и тем	1	4
83	в жизни	2	4
84	с тем	8	4
85	как и	10	4
86	у нас	8	4
87	с точки	3	4
88	ничего не	3	4
89	к ней	2	4
90	этом отношении	1	4
91	в ней	2	4
92	и с	2	4
93	если бы	1	4
94	можно сказать	1	4
95	а также	3	4
96	к нему	1	4
97	мы видим	2	4
98	в качестве	3	4
99	и др	4	4
100	в начале	1	4
101	всяком случае	1	4
102	то время	1	4
103	в особенности	2	4
104	должна была	2	4
105	в течение	5	4
106	что здесь	1	4
107	и для	2	4
108	в отдельных	1	4
109	но это	4	4
110	а б	1	4
111	сказать что	1	4
112	можно назвать	1	4
113	во всяком	1	4
114	говорить о	1	3
115	он был	2	3
116	с его	1	3
117	своего рода	3	3
118	в в	2	3
119	кроме того	1	3
