N	2gram	Propp_Isto_5	Myshleni
1	точки зрения	2	26
2	таким образом	9	26
3	в том	6	24
4	и в	25	23
5	том что	8	21
6	в целом	3	20
7	с точки	1	18
8	в этом	10	17
9	того чтобы	3	17
10	то что	7	17
11	не только	13	16
12	так же	5	16
13	говорит он	1	15
14	того что	2	15
15	для того	3	15
16	как и	7	14
17	может быть	17	14
18	но и	13	14
19	в его	12	14
20	что в	8	14
21	в развитии	1	12
22	не может	6	12
23	представляет собой	7	11
24	сказать что	2	11
25	как бы	2	11
26	с другой	9	10
27	прежде всего	6	10
28	и с	3	9
29	в качестве	7	9
30	одной стороны	7	9
31	другой стороны	8	9
32	вместе с	22	9
33	и не	11	9
34	то же	4	8
35	в ходе	1	8
36	самого начала	1	8
37	в процессе	1	8
38	в основе	1	8
39	с самого	1	8
40	и на	8	8
41	с одной	7	8
42	мы не	5	7
43	вопрос о	2	7
44	по отношению	2	7
45	как уже	1	7
46	в самом	1	7
47	в этой	3	7
48	с тем	8	7
49	в то	3	7
50	и ее	1	7
51	так как	11	7
52	что он	22	7
53	отношению к	2	7
54	же как	4	6
55	все это	4	6
56	с этим	5	6
57	в себе	1	6
58	в силу	1	6
59	и тем	4	6
60	с этой	2	6
61	и его	9	6
62	о том	7	6
63	только в	7	6
64	мы можем	2	6
65	тем что	10	6
66	потому что	7	6
67	из того	1	5
68	бы в	1	5
69	перед нами	2	5
70	и как	3	5
71	но в	1	5
72	то время	1	5
73	на то	2	5
74	он не	4	5
75	и более	1	5
76	а затем	7	5
77	на основании	1	5
78	если бы	2	5
79	тем самым	1	5
80	для этого	1	5
81	по себе	2	5
82	как мы	5	5
83	что может	1	5
84	связан с	2	5
85	и что	8	5
86	можно сказать	2	5
87	что для	1	5
88	что мы	2	5
89	и все	3	5
90	мы должны	4	5
91	из этого	1	5
92	в своих	1	5
93	функции в	1	4
94	в котором	1	4
95	время как	1	4
96	но не	5	4
97	как в	6	4
98	все остальные	1	4
99	целый ряд	1	4
100	говорит что	1	4
101	и к	1	4
102	все эти	8	4
103	что она	1	4
104	при этом	1	4
105	их в	3	4
106	что все	4	4
107	было бы	1	4
108	в своей	2	4
109	не в	6	4
110	но вместе	3	4
111	с другом	2	4
112	к тому	1	4
113	должен быть	2	4
114	приводит к	1	4
115	по мере	2	4
116	во всей	1	4
117	в свете	3	4
118	мы видим	8	4
119	только что	1	4
120	в одном	1	4
121	ее на	1	4
122	это положение	1	4
123	до сих	2	4
124	а с	1	4
125	одну из	1	4
126	по существу	2	4
127	друг с	2	4
128	сих пор	2	4
129	хотя бы	1	4
130	в свою	3	4
131	к этому	2	4
132	как на	1	4
133	человека и	2	3
134	сам по	1	3
135	самом деле	2	3
136	приходит к	1	3
137	я не	1	3
138	мы и	2	3
139	из которых	2	3
140	в их	1	3
141	ответ на	1	3
142	что они	1	3
143	в одной	1	3
144	в своем	1	3
145	все же	10	3
146	в которой	4	3
147	что это	5	3
148	он в	1	3
149	и если	1	3
150	том чтобы	2	3
151	его не	3	3
152	и мы	2	3
153	показывает что	5	3
154	на две	1	3
155	такой же	2	3
156	в которых	3	3
157	должны были	1	3
158	она не	2	3
159	тогда когда	2	3
160	в самых	1	3
161	не могло	1	3
162	ничего не	2	3
163	во всем	2	3
164	в каком	1	3
165	могут быть	6	3
166	что оно	1	3
167	и это	4	3
168	свою очередь	1	3
169	об этом	2	3
170	одного из	1	3
171	этих двух	1	3
172	показывают что	3	3
