N	4gram	Bakhtin_Fr_4	Formalny
1	в то же время	8	7
2	и не может быть	1	3
3	на самом же деле	2	2
4	и в то же	4	2
5	мы уже знаем что	1	2
6	нет и не может	1	2
7	дело в том что	1	1
8	начала и до конца	3	1
9	одного и того же	1	1
10	с начала и до	3	1
11	в том числе и	2	1
12	в этом же смысле	1	1
13	это достигается тем что	1	1
14	один и тот же	2	1
15	на самом деле он	1	1
16	с другой стороны в	1	1
17	мы уже указывали на	1	1
18	не значит конечно что	1	1
19	же как мы знаем	1	1
20	это не значит конечно	1	1
21	мы можем сказать что	1	1
22	его в конце концов	1	1
