N	2gram	Potebnia_M_3	FransuaR
1	и в	30	29
2	то есть	34	21
3	таким образом	14	20
4	и не	15	16
5	в этой	2	13
6	и все	3	13
7	но в	1	12
8	как и	10	12
9	и т.п	1	12
10	и на	3	11
11	в этом	10	11
12	так и	11	11
13	то же	23	10
14	мы уже	2	10
15	не только	21	10
16	во время	2	10
17	в то	10	10
18	как мы	7	10
19	все эти	1	9
20	и с	2	9
21	его в	3	9
22	вовсе не	7	9
23	но и	19	9
24	же время	5	8
25	и его	4	8
26	в его	4	8
27	прежде всего	3	8
28	как бы	3	8
29	в них	5	7
30	мы видели	4	7
31	в том	32	7
32	так как	13	7
33	еще и	1	7
34	так же	3	7
35	в сущности	1	6
36	но он	1	6
37	из них	6	6
38	это и	2	5
39	и до	2	5
40	что это	4	5
41	в нем	9	5
42	в своей	2	5
43	и о	2	5
44	это не	1	5
45	у него	2	5
46	далеко не	4	5
47	сказать что	5	5
48	и по	4	5
49	того же	1	5
50	на самом	1	4
51	и есть	3	4
52	в которой	3	4
53	еще не	5	4
54	с его	1	4
55	в образе	3	4
56	точки зрения	2	4
57	этот образ	4	4
58	в результате	1	4
59	жизнь и	1	4
60	что он	6	4
61	конечно не	1	4
62	тем что	7	4
63	с другой	7	4
64	по своему	2	4
65	как средства	1	4
66	только для	1	4
67	но это	6	4
68	все это	4	4
69	один из	4	4
70	перед нами	2	4
71	то что	18	4
72	есть и	1	4
73	жизни и	2	4
74	по преимуществу	1	3
75	той же	2	3
76	и здесь	1	3
77	что образ	1	3
78	в ней	8	3
79	в чем	3	3
80	но как	2	3
81	в своем	5	3
82	и как	5	3
83	более или	3	3
84	то в	1	3
85	в себе	16	3
86	при этом	3	3
87	он не	4	3
88	и вот	1	3
89	для того	4	3
90	подобно тому	2	3
91	особенно в	1	3
92	том что	18	3
93	или менее	3	3
94	в эту	1	3
95	образом и	3	3
96	того чтобы	3	3
97	в разных	2	3
98	здесь не	1	3
99	в ее	2	3
100	с самого	1	3
101	что у	1	3
102	все остальные	3	3
103	образом в	3	3
104	там же	6	3
105	к нему	3	3
106	того что	18	3
107	что здесь	1	3
108	с ними	1	3
109	на языке	1	3
110	эти образы	1	3
111	же и	3	3
112	в известной	1	3
113	мы можем	3	3
114	и даже	2	3
115	превращается в	1	3
116	там где	3	3
117	тому как	5	3
118	все же	2	3
119	мы видим	2	3
120	тот же	1	3
121	другой стороны	4	3
122	и то	8	2
123	в приведенном	2	2
124	с таким	2	2
125	то время	4	2
126	которое не	2	2
127	группы и	1	2
128	и со	1	2
129	в виду	1	2
130	в числе	1	2
131	он был	1	2
132	на них	1	2
133	с одной	7	2
134	но не	7	2
135	если в	1	2
136	что они	2	2
137	один и	1	2
138	вследствие чего	1	2
139	в одной	1	2
140	как в	10	2
141	дает нам	3	2
142	это был	1	2
143	хотя и	1	2
144	и наконец	2	2
145	бы не	4	2
146	и тот	2	2
147	как он	1	2
148	так сказать	2	2
149	на его	2	2
150	время и	2	2
151	после этого	1	2
152	может быть	28	2
153	и мы	2	2
154	видеть и	1	2
155	в жизни	1	2
156	ни в	2	2
157	в один	4	2
158	на первый	1	2
159	в этих	1	2
160	и при	4	2
161	в котором	4	2
162	с точки	1	2
163	в их	2	2
164	место в	3	2
165	не столько	2	2
166	что я	5	2
167	их в	2	2
168	том же	2	2
169	на котором	2	2
170	принадлежат к	1	2
171	но она	1	2
172	но здесь	1	2
173	но только	2	2
174	связи с	2	2
175	уже и	1	2
176	этих образов	1	2
177	у меня	2	2
178	к тому	7	2
179	о том	2	2
180	и это	4	2
181	мы здесь	1	2
182	или в	3	2
183	времени и	1	2
184	было в	1	2
185	быть может	3	2
186	с ним	6	2
187	другими словами	1	2
188	но мы	2	2
189	все в	2	2
190	в другой	1	2
191	в ту	1	2
192	образов и	2	2
193	одной из	2	2
194	то он	2	2
195	и ряд	1	2
196	себя в	1	2
197	есть в	3	2
198	уже не	6	2
199	уже в	5	2
200	это значение	1	2
201	его и	1	2
202	ни с	1	2
203	в новом	2	2
204	друг друга	3	2
205	в других	2	2
206	со стороны	3	2
207	именно в	3	2
208	в ряде	1	2
209	и образов	1	2
210	но оно	6	2
211	одной стороны	3	2
212	не на	1	2
213	в слове	32	2
214	в словах	3	2
215	да и	1	2
216	между прочим	1	2
217	формы и	1	2
218	еще раз	2	2
219	а как	2	2
220	здесь только	3	2
221	жизни в	1	2
222	его к	2	2
223	между ними	1	2
224	не может	6	2
225	но этот	2	2
226	но эти	1	2
227	как на	5	2
228	только в	21	2
229	и эта	1	2
230	это в	2	2
231	к этому	3	2
232	как все	1	1
233	а под	1	1
234	отношения к	1	1
235	без них	1	1
236	и должны	1	1
237	вряд ли	1	1
238	из его	1	1
239	что эти	1	1
240	и такое	3	1
241	должна быть	1	1
242	мать и	1	1
243	в самом	8	1
244	же образ	1	1
245	со всех	1	1
246	в шутку	1	1
247	в первый	1	1
248	я по	1	1
249	что многие	1	1
250	человека и	5	1
251	он как	2	1
252	время как	1	1
253	принадлежит к	1	1
254	не вполне	1	1
255	и столь	1	1
256	жизни это	1	1
257	и он	1	1
258	есть основная	1	1
259	образа есть	1	1
260	он сам	1	1
261	бы мы	2	1
262	же самые	1	1
263	только после	1	1
264	именно тем	1	1
265	самом деле	2	1
266	нам его	1	1
267	а тем	2	1
268	явлений и	2	1
269	не все	4	1
270	эта особенность	1	1
271	отношение к	2	1
272	в зеркале	1	1
273	отличие от	1	1
274	тут же	2	1
275	нам право	1	1
276	нет и	1	1
277	за пределы	2	1
278	относится к	4	1
279	игры игра	1	1
280	приходит на	1	1
281	первый взгляд	1	1
282	его на	1	1
283	с этим	6	1
284	стороны и	1	1
285	целый ряд	2	1
286	что по	2	1
287	для которой	1	1
288	роль играет	1	1
289	сливается с	2	1
290	в целом	3	1
291	же слово	2	1
292	право на	1	1
293	думать что	5	1
294	только на	3	1
295	только один	2	1
296	мира но	1	1
297	о ее	1	1
298	тому же	1	1
299	основная задача	1	1
300	на то	2	1
301	в образы	2	1
302	в наших	1	1
303	слово это	2	1
304	человек не	2	1
305	что слово	7	1
306	и если	2	1
307	главным образом	1	1
308	смотреть как	3	1
309	что должно	2	1
310	эта последняя	2	1
311	к одному	5	1
312	первым и	1	1
313	в силу	3	1
314	что одно	1	1
315	такую силу	1	1
316	людей и	2	1
317	прежде чем	2	1
318	что она	3	1
319	одно и	5	1
320	здесь мы	1	1
321	правда что	1	1
322	за то	1	1
323	в мире	1	1
324	конечно в	1	1
325	таком же	1	1
326	об этой	1	1
327	об этом	2	1
328	что мне	1	1
329	них не	1	1
330	или даже	1	1
331	г в	1	1
332	знает что	1	1
333	входит в	2	1
334	это было	3	1
335	которого не	1	1
336	к природе	1	1
337	не одна	1	1
338	то все	1	1
339	с вопросом	1	1
340	даже в	2	1
341	в самую	1	1
342	в данном	1	1
343	на этот	1	1
344	мы не	9	1
345	и тогда	3	1
346	на таких	1	1
347	или точнее	1	1
348	что такое	2	1
349	нас не	1	1
350	и без	7	1
351	на свою	2	1
352	слова при	3	1
353	мысли и	2	1
354	знаем что	1	1
355	всякий раз	1	1
356	которые в	1	1
357	в первое	2	1
358	друг другу	1	1
359	уже сказали	1	1
360	раз и	1	1
361	между людьми	2	1
362	самостоятельное существование	1	1
363	нечто вроде	2	1
364	что эта	2	1
365	мало того	1	1
366	виду что	1	1
367	например не	2	1
368	только из	1	1
369	не имел	1	1
370	на него	3	1
371	которого он	1	1
372	первая половина	1	1
373	говорить о	3	1
374	тогда и	3	1
375	из собеседников	1	1
376	чем не	1	1
377	это с	1	1
378	следовательно и	1	1
379	на язык	1	1
380	ничего не	1	1
381	связанное с	2	1
382	под одно	1	1
383	и степень	1	1
384	с самым	1	1
385	во всем	1	1
386	буквальном смысле	2	1
387	и мысли	1	1
388	потому что	46	1
389	которой становится	1	1
390	его собственную	1	1
391	и искусства	1	1
392	этом отношении	2	1
393	ему в	2	1
394	что на	1	1
395	на известную	1	1
396	от того	8	1
397	и оно	3	1
398	нам что	1	1
399	что все	3	1
400	но все	2	1
401	его за	1	1
402	же самое	1	1
403	сходство с	1	1
404	сердце если	1	1
405	о происхождении	1	1
406	мышления в	1	1
407	хотя может	1	1
408	так например	2	1
409	в каждой	4	1
410	своего развития	1	1
411	всех сторон	1	1
412	значения и	1	1
413	не будет	3	1
414	это единство	2	1
415	свою очередь	3	1
416	двух до	1	1
417	данном случае	1	1
418	в буквальном	2	1
419	и от	4	1
420	как по	1	1
421	так в	2	1
422	свободу и	1	1
423	на том	1	1
424	темных людей	1	1
425	на нее	1	1
426	те же	6	1
427	него теперь	1	1
428	его принадлежности	1	1
429	если бы	12	1
430	о котором	1	1
431	остановимся на	1	1
432	по мере	4	1
433	находится в	1	1
434	сказанное нами	1	1
435	не существовало	1	1
436	ее не	1	1
437	старости человека	1	1
438	и та	2	1
439	и что	10	1
440	можно сказать	3	1
441	все его	1	1
442	нас в	1	1
443	от него	2	1
444	с нашей	1	1
445	такой уж	1	1
446	этих слов	2	1
447	ее от	1	1
448	которые мы	1	1
449	судить о	1	1
450	эти два	1	1
451	не без	1	1
452	что и	13	1
453	примыкает к	1	1
454	в форме	2	1
455	них в	1	1
456	вообще в	1	1
457	тех пор	1	1
458	т с	22	1
459	разного происхождения	1	1
460	не как	2	1
461	или же	4	1
462	между этими	1	1
463	и ее	1	1
464	на мир	2	1
465	к высшим	1	1
466	от них	2	1
467	по этому	1	1
468	образ как	4	1
469	события и	1	1
470	с двумя	1	1
471	как нечто	1	1
472	его лице	1	1
473	чем они	1	1
474	в виде	2	1
475	на свое	3	1
476	каким образом	1	1
477	при помощи	1	1
478	его был	1	1
479	мы знаем	1	1
480	эти слова	2	1
481	был бы	2	1
482	для него	9	1
483	сущности совершенно	1	1
484	и навсегда	1	1
485	в одном	2	1
486	как его	1	1
487	каждый из	1	1
488	такой точки	1	1
489	люди не	1	1
490	образом что	1	1
491	указание на	2	1
492	в очень	1	1
493	самих и	1	1
494	ее со	1	1
495	со всем	1	1
496	образы из	1	1
497	как сам	1	1
498	до сих	3	1
499	имеет и	1	1
500	одно понятие	1	1
501	чем он	1	1
502	значений и	1	1
503	а с	2	1
504	в природе	2	1
505	мы еще	1	1
506	на словах	1	1
507	с которым	1	1
508	на время	1	1
509	что мы	8	1
510	и слово	6	1
511	под влиянием	1	1
512	как изображается	1	1
513	людьми и	1	1
514	и вообще	3	1
515	речь но	1	1
516	видели в	1	1
517	значение нужно	1	1
518	который бы	1	1
519	и потому	4	1
520	в строгом	1	1
521	независимо от	5	1
522	к самому	1	1
523	так мы	1	1
524	в разговоре	2	1
525	она есть	1	1
526	смысле этого	7	1
