N	2gram	Trubetskoy_1	Vladivir
1	и в	23	40
2	то что	18	28
3	не только	7	25
4	и не	8	25
5	у него	5	24
6	то есть	2	24
7	том что	19	18
8	в том	30	18
9	но и	9	18
10	еще и	1	18
11	также и	2	17
12	что в	8	17
13	в этом	12	16
14	в его	5	14
15	так что	5	14
16	не может	17	14
17	в виде	4	13
18	точки зрения	13	13
19	вовсе не	2	13
20	только в	6	13
21	в конце	4	12
22	даже и	1	12
23	а именно	1	12
24	сказать что	1	12
25	никогда не	4	11
26	потому что	9	11
27	таким образом	31	11
28	о том	7	11
29	тем не	4	10
30	и его	1	10
31	то это	1	10
32	не есть	2	10
33	прежде всего	3	10
34	и потому	3	10
35	это есть	4	10
36	и то	4	9
37	уже не	1	9
38	что это	5	9
39	в себе	5	9
40	и с	5	9
41	в своей	1	9
42	не менее	7	9
43	есть только	1	9
44	что же	2	9
45	как мы	2	8
46	в своем	10	8
47	в этой	6	8
48	он не	3	8
49	и что	8	8
50	для него	2	8
51	может быть	16	8
52	а не	1	8
53	так же	8	8
54	а только	1	7
55	хотя и	4	7
56	и как	1	7
57	и если	6	7
58	что все	5	7
59	с тем	2	7
60	как и	9	7
61	несмотря на	6	7
62	в то	6	7
63	мы бы	1	7
64	что и	7	7
65	того что	6	7
66	так как	7	7
67	вместе с	6	7
68	к тому	8	7
69	а в	3	7
70	в своих	2	7
71	смысле слова	1	6
72	и на	6	6
73	кроме того	1	6
74	то в	2	6
75	не будет	5	6
76	с точки	8	6
77	во всем	3	6
78	и это	3	6
79	и от	5	6
80	так и	10	6
81	и даже	1	6
82	да и	1	6
83	хотя бы	4	6
84	мы уже	4	5
85	в ней	3	5
86	совсем не	1	5
87	отнюдь не	2	5
88	в истории	3	5
89	более или	7	5
90	все эти	19	5
91	тому же	6	5
92	можно было	1	5
93	же касается	2	5
94	можно считать	1	5
95	должно быть	4	5
96	или менее	7	5
97	но если	2	5
98	в отношении	1	5
99	дело в	1	5
100	тем что	1	5
101	для нас	3	5
102	ничего не	1	5
103	у нас	3	5
104	ничего общего	3	5
105	для себя	2	5
106	с другой	6	5
107	конце концов	4	5
108	что он	7	5
109	только на	1	5
110	не было	2	5
111	в данном	3	5
112	между прочим	2	5
113	в самом	8	4
114	то же	4	4
