N	4gram	Vygotskiy__2	Narrotol
1	бы то ни было	1	3
2	в то же время	2	3
3	не что иное как	1	2
4	одного сознания к другому	1	2
5	от одного сознания к	1	2
6	точно так же как	2	2
7	друг с другом и	1	1
8	одного и того же	1	1
9	в ней не только	1	1
10	он сам того не	1	1
11	о том что по	1	1
12	же как и в	1	1
13	один и тот же	1	1
14	с этой точки зрения	1	1
15	в том что он	3	1
16	было на самом деле	1	1
17	и до наших дней	1	1
18	состоит в том чтобы	2	1
19	ни на что не	1	1
20	в капитанской дочке пушкина	1	1
21	в том что в	2	1
22	есть не что иное	1	1
