N	2gram	Medvedev_F_2	Problema
1	и не	20	28
2	не только	9	24
3	только в	6	23
4	в виде	1	22
5	вовсе не	11	21
6	и в	38	20
7	в том	11	20
8	ни в	2	17
9	не просто	2	16
10	все эти	6	16
11	то что	6	15
12	потому что	2	15
13	точки зрения	8	14
14	у нас	1	14
15	той или	1	14
16	было бы	6	14
17	но и	13	14
18	перед нами	2	13
19	не в	15	13
20	даже и	4	13
21	в нашем	1	12
22	в себе	1	12
23	том что	2	12
24	не есть	3	12
25	с точки	7	11
26	по себе	7	11
27	прежде всего	15	11
28	как будто	1	11
29	едва ли	2	10
30	отнюдь не	8	10
31	тем не	1	10
32	и его	21	10
33	не менее	1	10
34	так и	8	10
35	в качестве	2	10
36	при помощи	2	10
37	не является	3	10
38	в этом	27	9
39	может быть	23	9
40	и даже	4	9
41	все это	3	9
42	но в	4	8
43	таким образом	20	8
44	если бы	5	8
45	что он	5	8
46	в той	2	8
47	в результате	6	8
48	и все	3	8
49	во всяком	5	8
50	то же	6	7
51	мы не	3	7
52	в ней	6	7
53	и с	9	7
54	ясно что	1	7
55	это не	2	7
56	здесь не	4	7
57	хотя бы	6	7
58	и тем	2	7
59	с другой	3	7
60	именно в	5	7
61	сказать что	2	7
62	а не	6	7
63	такого рода	1	7
64	сам по	3	6
65	есть не	1	6
66	мы имеем	1	6
67	а только	2	6
68	только при	1	6
69	при этом	9	6
70	всех этих	3	6
71	как и	9	6
72	в данном	1	6
73	но если	1	6
74	и без	1	6
75	по крайней	1	6
76	в каком	1	6
77	в виду	2	6
78	крайней мере	1	6
79	так что	1	6
80	но это	2	6
81	и от	2	6
82	для нас	1	6
83	другой стороны	4	6
84	в таком	2	6
85	на самом	3	5
86	но не	2	5
87	как в	4	5
88	хотя и	3	5
89	в нем	13	5
90	да и	1	5
91	в них	1	5
92	в этих	2	5
93	только и	3	5
94	и вполне	1	5
95	и о	2	5
96	в ее	2	5
97	данном случае	1	5
98	о том	1	5
99	можно сказать	1	5
100	жизни и	3	5
101	уже не	7	5
102	если мы	5	5
103	так как	4	5
104	здесь в	1	5
105	то и	3	5
106	не может	14	5
107	вместе с	6	5
108	так же	1	5
109	в смысле	1	5
110	не существует	1	5
111	или в	3	5
112	и ни	1	5
113	в целях	2	5
114	ничего общего	1	5
115	и т	14	4
116	это и	5	4
117	но даже	1	4
118	что его	1	4
119	без всякого	1	4
120	кроме того	2	4
121	и есть	1	4
122	и наконец	4	4
123	нет никакой	1	4
124	уже в	2	4
125	в этой	6	4
126	времени и	2	4
127	с тем	11	4
128	несмотря на	1	4
129	в своей	7	4
130	всяком случае	5	4
131	тем самым	2	4
132	отличается от	1	4
133	не имеет	2	4
134	ни о	5	4
135	и образ	1	4
136	можно было	1	4
137	с ним	2	4
138	и во	1	4
139	во всех	5	4
140	и только	5	4
141	одной из	1	4
142	и ее	6	4
143	или даже	2	4
144	что не	4	4
145	с этим	5	4
146	как бы	4	4
147	в художественном	2	4
148	однако не	3	4
149	как раз	6	4
150	и для	5	4
151	же в	1	4
152	а в	6	4
153	какой мере	2	4
154	в то	5	4
155	в какой	3	4
156	самом деле	8	3
157	в зависимости	3	3
158	и этот	1	3
159	но она	1	3
160	то это	3	3
161	и на	3	3
162	он был	2	3
163	но как	2	3
164	чем же	3	3
165	в истории	6	3
166	же и	2	3
167	в своем	1	3
168	и к	4	3
169	имеем в	1	3
170	т д	5	3
171	но все	3	3
172	в другом	1	3
173	того или	4	3
174	с другими	10	3
175	этом смысле	2	3
176	из них	4	3
177	в новое	1	3
178	все равно	1	3
179	как это	2	3
180	связи с	13	3
181	если и	1	3
182	и другое	2	3
183	как о	4	3
184	правда в	2	3
185	и является	1	3
186	в области	3	3
187	зависимости от	3	3
188	к тому	4	3
189	себе в	1	3
190	как мы	7	3
191	с собой	1	3
192	все в	1	3
193	к нему	3	3
194	том или	1	3
195	в его	10	3
196	что и	8	3
197	для всех	1	3
198	конечно не	1	3
199	не так	2	3
200	для него	7	3
201	тем что	8	3
202	для того	3	3
203	не было	6	3
204	если не	1	3
205	в связи	10	3
206	ни на	2	3
207	к его	2	3
208	независимо от	4	3
209	или иного	5	3
210	а если	1	3
211	и более	2	3
212	является для	2	3
213	в условиях	1	3
214	или другой	1	3
215	и как	3	3
216	мы должны	1	3
217	все они	1	3
218	не говоря	1	3
219	совершенно не	4	3
220	является и	1	3
221	из этого	2	3
222	что в	7	3
223	которая не	1	3
224	своему пределу	1	2
225	и то	2	2
226	нам кажется	1	2
227	за собой	1	2
228	по преимуществу	5	2
229	и больше	1	2
230	обойтись без	1	2
231	ни взяли	1	2
232	в которой	2	2
233	функции в	2	2
234	так чтобы	1	2
235	говорить о	5	2
236	не вполне	1	2
237	которое в	1	2
238	человеческого организма	1	2
239	нет в	1	2
240	является такой	1	2
241	иное как	1	2
242	говоря уже	1	2
243	столь же	2	2
244	в чем	2	2
245	не то	3	2
