N	2gram	Losev_Prob_4	RusskieA
1	и в	20	29
2	т е	1	24
3	том что	12	22
4	в том	20	22
5	что в	3	22
6	как бы	4	18
7	в других	2	15
8	и другие	1	14
9	так как	5	13
10	может быть	9	13
11	во время	1	12
12	там же	2	12
13	в этом	9	11
14	как и	6	11
15	в этот	1	10
16	не только	24	10
17	и с	7	10
18	все это	9	10
19	о том	5	9
20	а в	4	9
21	его в	2	8
22	но и	14	8
23	как в	5	7
24	данном случае	5	7
25	или в	5	7
26	мы имеем	6	6
27	мы не	7	6
28	еще не	7	6
29	и на	3	6
30	при этом	6	6
31	таким образом	8	6
32	того чтобы	2	6
33	для нас	6	6
34	для того	3	6
35	с тем	4	6
36	вместе с	5	6
37	в данном	6	6
38	же в	4	6
39	и т	4	5
40	но не	5	5
41	но в	8	5
42	на земле	2	5
43	это не	7	5
44	т д	3	5
45	не может	5	5
46	потому что	15	5
47	для этого	2	5
48	и что	2	5
49	будто бы	2	5
50	к жизни	1	5
51	то что	15	5
52	с ней	2	5
53	же как	1	4
54	то же	7	4
55	вопрос о	1	4
56	на них	1	4
57	песни и	1	4
58	не все	1	4
59	уже не	5	4
60	том же	1	4
61	в них	5	4
62	далеко не	2	4
63	не в	13	4
64	у нас	14	4
65	а также	6	4
66	в земле	1	4
67	к нему	3	4
68	так что	6	4
69	то и	5	4
70	в виде	22	4
71	из них	3	4
72	именно в	7	4
73	а не	7	4
74	о чем	1	4
75	так же	5	4
76	как это	3	4
77	и все	8	4
78	или вообще	1	4
79	в таком	6	4
80	в году	1	3
81	и о	5	3
82	в ее	5	3
83	что это	2	3
84	все эти	16	3
85	в этой	4	3
86	что она	4	3
87	и по	2	3
88	с другими	3	3
89	не всегда	1	3
90	на первый	1	3
91	в этих	5	3
92	в котором	2	3
93	от болезней	1	3
94	выше мы	1	3
95	не будем	2	3
96	не имеет	4	3
97	и после	1	3
98	как мы	3	3
99	во всех	4	3
100	а именно	2	3
101	того что	1	3
102	что здесь	6	3
103	в качестве	10	3
104	или даже	4	3
105	за ним	2	3
106	руки и	1	3
107	друг друга	2	3
108	по домам	1	3
109	связаны с	1	3
110	тем что	3	3
111	что для	1	3
112	а наоборот	2	3
113	до конца	1	3
114	и от	6	3
115	было бы	14	3
116	но если	6	3
117	также что	1	2
118	одним из	1	2
119	мы здесь	2	2
120	и то	2	2
121	на самом	5	2
122	это и	4	2
123	этого дерева	2	2
124	так чтобы	2	2
125	но она	3	2
126	что иное	2	2
127	на себя	1	2
128	которое в	2	2
129	это время	1	2
130	между собой	2	2
131	иное как	2	2
132	не говорится	1	2
133	не был	1	2
134	там и	1	2
135	природы и	1	2
136	здесь имеем	1	2
137	с одной	1	2
138	в дереве	1	2
139	а он	1	2
140	с этим	4	2
141	все же	2	2
142	и как	3	2
143	не было	3	2
144	них как	1	2
145	в которой	2	2
146	из этих	1	2
147	если он	2	2
148	представления об	1	2
149	не к	2	2
150	том чтобы	2	2
151	в образе	1	2
152	здесь мы	3	2
153	связанные с	1	2
154	об этом	6	2
155	смерть и	1	2
156	для них	2	2
157	из нее	1	2
158	должно быть	1	2
159	и еще	1	2
160	в своей	4	2
161	нас не	1	2
162	в их	1	2
163	должны были	1	2
164	для объяснения	1	2
165	тем не	10	2
166	не менее	10	2
167	в то	4	2
168	дело не	3	2
169	никогда не	1	2
170	с религией	1	2
171	к ней	2	2
172	во всем	2	2
173	связи с	3	2
174	кроме того	4	2
175	когда мы	5	2
176	что при	1	2
177	говорит о	2	2
178	в виду	6	2
179	то время	2	2
180	таком виде	1	2
181	можно было	4	2
182	мы приведем	1	2
183	дерева и	2	2
184	вокруг этого	1	2
185	жизнь и	4	2
186	а к	1	2
187	будем здесь	2	2
188	с другим	1	2
189	в глаза	1	2
190	с другой	7	2
191	можно встретить	1	2
192	все в	3	2
193	вся эта	2	2
194	этому поводу	1	2
195	в ряд	3	2
196	что и	3	2
197	в ночь	1	2
198	в самый	1	2
199	он есть	1	2
200	бросается в	1	2
201	совсем не	1	2
202	в разные	1	2
203	и ее	4	2
204	по этому	2	2
205	есть в	7	2
206	на эту	1	2
207	представлений о	1	2
208	заметить что	1	2
209	ее на	1	2
210	церкви и	1	2
211	в целях	5	2
212	же деле	2	2
213	чем в	1	2
214	здесь в	5	2
215	прежде всего	11	2
216	самом же	2	2
217	одной стороны	1	2
218	но можно	1	2
219	совершенно не	3	2
220	что такие	1	2
221	к вечеру	1	2
222	из которых	3	2
223	дерева в	2	2
224	могут быть	1	2
225	с этой	1	2
226	видно что	1	2
227	пока еще	1	2
228	под названием	1	2
229	и для	4	2
230	ногами и	1	2
231	за этим	1	2
232	жизни в	2	2
233	и при	1	2
234	не что	2	2
235	из этого	3	2
236	воздействовать на	1	2
237	в своих	1	2
238	это в	1	2
239	без этих	1	1
240	отношение к	1	1
241	человека и	1	1
242	говорилось выше	1	1
243	к этой	1	1
244	и есть	4	1
245	можно говорить	1	1
246	смысл этого	1	1
247	и до	1	1
248	что эти	1	1
249	очень много	2	1
250	с основной	2	1
251	и должен	1	1
252	она в	2	1
253	с теорией	1	1
254	отсюда видно	1	1
255	собой как	1	1
256	что если	1	1
257	здесь вполне	1	1
258	и местами	1	1
259	не была	1	1
260	на дерево	1	1
261	говорить о	2	1
262	их с	1	1
263	мы и	1	1
264	то это	3	1
265	так называемые	1	1
266	в ней	7	1
267	слова эти	1	1
268	что его	4	1
269	тем как	1	1
270	только два	1	1
271	они у	1	1
272	еще далеко	1	1
273	явлений и	3	1
274	если в	1	1
275	нет и	2	1
276	при первом	1	1
277	отличаются от	1	1
278	что они	2	1
279	относится к	2	1
280	отнюдь не	10	1
281	первый взгляд	1	1
282	независимо от	3	1
283	что именно	2	1
284	так называемая	2	1
285	стороны и	2	1
286	в своем	3	1
287	перед нами	13	1
288	и где	2	1
289	этом же	1	1
290	хотя и	5	1
291	когда он	1	1
292	и наконец	4	1
293	не являются	2	1
294	даже просто	1	1
295	всего как	1	1
296	более или	2	1
297	ясно и	2	1
298	можно в	1	1
299	в самом	2	1
300	уже в	4	1
301	с места	1	1
302	чем больше	1	1
303	он в	1	1
304	дуб как	1	1
305	или во	1	1
306	ни одна	2	1
307	предметы могут	1	1
308	что к	2	1
309	и будущее	1	1
310	только один	2	1
311	тому же	2	1
312	как он	1	1
313	на то	1	1
314	но на	1	1
315	и если	5	1
316	вообще не	3	1
317	что без	2	1
318	в ночи	1	1
319	к выводу	1	1
320	в нем	5	1
321	всех этих	6	1
322	в первую	1	1
323	доказательства что	1	1
324	здесь говорится	1	1
325	ступень развития	1	1
326	жизни рождение	1	1
327	только в	23	1
328	но все	3	1
329	от нее	1	1
330	а вместе	2	1
331	что все	1	1
332	в другом	3	1
333	рождение ребенка	1	1
334	на все	2	1
335	из себя	2	1
336	того или	3	1
337	те или	5	1
338	и отдельные	1	1
339	известно что	1	1
340	чаще всего	1	1
341	остановиться на	1	1
342	однако здесь	1	1
343	в новое	3	1
344	нет в	2	1
345	говорится о	1	1
346	хотя здесь	1	1
347	или менее	2	1
348	но где	1	1
349	они говорят	1	1
350	что между	1	1
351	при изучении	1	1
352	как все	1	1
353	в такой	1	1
354	это только	1	1
355	на свою	1	1
356	как символ	6	1
357	существо всегда	1	1
358	человеком и	1	1
359	но эта	2	1
360	только для	3	1
361	над ними	1	1
362	ее для	2	1
363	но они	2	1
364	характером в	1	1
365	так называемое	1	1
366	однако в	2	1
367	что этот	1	1
368	на всю	1	1
369	пальцами он	1	1
370	и очень	5	1
371	что чем	2	1
372	что есть	1	1
373	по образцу	1	1
374	к такой	1	1
375	что эта	1	1
376	как о	3	1
377	нас это	1	1
378	дело в	2	1
379	или другие	1	1
380	и притом	2	1
381	ее с	1	1
382	как таковых	2	1
383	в основе	1	1
384	другие деревья	1	1
385	когда уже	1	1
386	следовательно и	1	1
387	силой в	2	1
388	тем больше	3	1
389	есть уже	1	1
390	не всякий	3	1
391	в коем	3	1
392	ничего не	1	1
393	учения о	2	1
394	с одним	1	1
395	сущность его	1	1
396	по своей	1	1
397	буквальном смысле	2	1
398	и его	10	1
399	до того	2	1
400	как будто	11	1
401	не является	10	1
402	от их	1	1
403	и здесь	1	1
404	изобразил то	1	1
405	во все	2	1
406	и всех	2	1
407	с полной	1	1
408	для его	2	1
409	есть тем	1	1
410	ничего общего	5	1
411	ведьмы в	1	1
412	и это	2	1
413	который только	1	1
414	иметь в	1	1
415	себе в	3	1
416	не будет	2	1
417	новой и	1	1
418	свою очередь	1	1
419	и сами	1	1
420	здесь не	7	1
421	без всякого	4	1
422	на основе	1	1
423	как знак	4	1
424	в пределах	2	1
425	идет речь	2	1
426	и совершенно	2	1
427	и когда	2	1
428	то как	1	1
429	с собой	3	1
430	так и	10	1
431	что также	1	1
432	здесь нет	3	1
433	мог бы	1	1
434	живого существа	2	1
435	можно только	2	1
436	том как	2	1
437	думает что	1	1
438	он был	3	1
439	без всякой	2	1
440	вся его	1	1
441	если бы	8	1
442	и вообще	6	1
443	с ним	4	1
444	выводу что	1	1
445	находится в	1	1
446	петр i	2	1
447	на этой	2	1
448	дерево как	1	1
449	и поэтому	1	1
450	настоящее время	1	1
451	не имеем	1	1
452	можно сказать	5	1
453	может не	1	1
454	и во	4	1
455	нас в	1	1
456	места и	1	1
457	теорию мы	1	1
458	теперь уже	2	1
459	не отличаются	1	1
460	в его	3	1
461	это нужно	1	1
462	делали в	1	1
463	все время	2	1
464	в литературе	2	1
465	быть и	1	1
466	с той	1	1
467	но так	2	1
468	на которой	1	1
469	идет по	1	1
470	тот же	2	1
471	с ними	2	1
472	на другие	1	1
473	на очень	1	1
474	и погребение	1	1
475	что он	8	1
476	в какой	4	1
477	и является	3	1
478	и так	1	1
479	который в	1	1
480	они могут	2	1
481	но ее	1	1
482	вошло в	1	1
483	только элементы	1	1
484	а после	1	1
485	всем этом	1	1
486	в эти	1	1
487	сильнее чем	1	1
488	же и	3	1
489	не всякое	1	1
490	только на	2	1
491	значение и	1	1
492	здесь это	1	1
493	а это	3	1
494	при помощи	10	1
495	но есть	1	1
496	превращаются в	1	1
497	дерева может	1	1
498	ни с	4	1
499	обратить внимание	1	1
500	не так	3	1
501	для него	3	1
502	всяком случае	4	1
503	в одном	4	1
504	в конце	2	1
505	или это	1	1
506	случае не	5	1
507	об уничтожении	1	1
508	приведем только	1	1
509	как при	1	1
510	как раз	4	1
511	на некоторые	1	1
512	не просто	16	1
513	указание на	1	1
514	своей дочери	1	1
515	само собой	3	1
516	рядом с	1	1
517	которые как	3	1
518	образом к	1	1
519	время как	2	1
520	в это	2	1
521	ней и	1	1
522	и даже	9	1
523	по своим	1	1
524	их яркая	1	1
525	и др	1	1
526	превращается в	1	1
527	такое которое	1	1
528	не на	1	1
529	под влиянием	1	1
530	близка к	1	1
531	в одно	6	1
532	сделать некоторые	1	1
533	и потому	7	1
534	части а	1	1
535	или по	2	1
536	во всю	1	1
537	по своему	6	1
538	в белых	1	1
539	что весь	1	1
540	когда же	1	1
541	а потом	1	1
542	ко всему	1	1
543	был в	2	1
544	в человеческом	2	1
545	исходя из	1	1
546	нему часто	1	1
547	и более	3	1
548	и жизнь	2	1
549	и не	28	1
550	представляется как	1	1
551	при более	1	1
552	урожая и	1	1
553	но это	6	1
554	в который	1	1
555	освобождение от	1	1
556	и тогда	2	1
557	ли в	1	1
558	первую очередь	1	1
559	он по	1	1
560	в настоящее	1	1
561	тот кто	1	1
562	слез на	1	1
563	а может	2	1
564	тем более	4	1
565	мы должны	3	1
566	солнца в	2	1
567	его жизнь	1	1
568	только что	2	1
569	которые в	1	1
570	петра i	1	1
571	в мифе	3	1
572	ее развития	1	1
573	несмотря на	4	1
574	и начинается	1	1
575	только с	1	1
576	под него	2	1
577	о своем	1	1
578	в свою	1	1
579	сказать что	7	1
580	другой стороны	6	1
581	ему но	1	1
582	когда в	1	1
583	всего жизненного	1	1
584	всех других	2	1
585	однако нет	1	1
586	этот миф	1	1
587	в заключение	1	1
588	что большинство	1	1
589	во всяком	8	1
590	иную теорию	1	1
591	также не	1	1
592	очень редко	1	1
593	как на	1	1
594	и особенно	1	1
