N	2gram	Potebnia_M_3	Komedia
1	и в	30	26
2	едва ли	1	14
3	и не	15	14
4	и его	4	12
5	к тому	7	12
6	так и	11	12
7	тому же	1	11
8	может быть	28	11
9	в том	32	11
10	в этом	10	10
11	но и	19	10
12	столь же	4	9
13	том что	18	9
14	если бы	12	9
15	вместе с	12	9
16	что в	17	9
17	ясно что	1	8
18	было бы	9	8
19	и на	3	7
20	не только	21	7
21	что и	13	7
22	из них	6	7
23	еще не	5	6
24	в своем	5	6
25	о том	2	6
26	в нем	9	6
27	таким образом	14	6
28	в то	10	6
29	того чтобы	3	6
30	потому что	46	6
31	и здесь	1	6
32	в двух	1	6
33	во время	2	6
34	то что	18	6
35	в которой	3	5
36	с его	1	5
37	что он	6	5
38	так что	7	5
39	в истории	1	5
40	независимо от	5	5
41	с этим	6	5
42	для того	4	5
43	ни в	2	5
44	с тем	7	5
45	и с	2	5
46	больше чем	1	5
47	один из	4	5
48	к этому	3	5
49	уже в	5	4
50	хотя и	1	4
51	в самом	8	4
52	что это	4	4
53	в целом	3	4
54	из этих	9	4
55	это было	3	4
56	в них	5	4
57	как и	10	4
58	в этих	1	4
59	место в	3	4
60	тому что	3	4
61	не менее	5	4
62	с и	3	4
63	судя по	1	4
64	это слово	4	4
65	как мы	7	4
66	что у	1	4
67	за то	1	4
68	его в	3	4
69	между тем	9	4
70	в его	4	4
71	только в	21	4
72	же в	2	4
73	в начале	3	4
74	так как	13	4
75	у него	2	4
76	на этот	1	4
77	что для	4	4
78	прежде всего	3	4
79	все же	2	4
80	и от	4	4
81	одной из	2	4
82	точки зрения	2	4
83	например в	6	3
84	тех же	1	3
85	в котором	4	3
86	то же	23	3
87	в их	2	3
88	той же	2	3
89	вопрос о	1	3
90	похожи на	1	3
91	того же	1	3
92	в ней	8	3
93	во всех	1	3
94	но не	7	3
95	по отношению	5	3
96	как в	10	3
97	что касается	1	3
98	но в	1	3
99	со своей	2	3
100	так или	2	3
101	в этой	2	3
102	как он	1	3
103	друг другу	1	3
104	но все	2	3
105	в каждом	3	3
106	могла бы	2	3
107	но если	1	3
108	не имеет	6	3
109	того как	4	3
110	же время	5	3
111	связи с	2	3
112	что на	1	3
113	в поле	1	3
114	то время	4	3
115	в образе	3	3
116	к нему	3	3
117	тех пор	1	3
118	себя в	1	3
119	свою тайну	1	3
120	ответ на	3	3
121	мы знаем	1	3
122	искать в	1	3
123	никто не	3	3
124	представить себе	3	3
125	друг друга	3	3
126	мы можем	3	3
127	тем что	7	3
128	даже не	1	3
129	или иначе	1	3
130	не было	4	3
131	и столь	1	3
132	отношению к	5	3
133	да и	1	3
134	с этой	2	3
135	все это	4	3
136	или в	3	3
137	для нас	20	3
138	а в	12	3
139	до тех	1	3
140	в своей	2	3
141	жизни и	2	3
142	по поводу	4	3
143	не может	6	3
144	и т	5	2
145	одним из	1	2
146	только потому	3	2
147	и есть	3	2
148	в первом	3	2
149	из его	1	2
150	мы не	9	2
151	время как	1	2
152	говорить о	3	2
153	не вполне	1	2
154	то это	6	2
155	в виду	1	2
156	он был	1	2
157	есть для	5	2
158	бы то	1	2
159	в ее	2	2
160	если в	1	2
161	отличие от	1	2
162	тут же	2	2
163	ведь мы	1	2
164	и я	1	2
165	в одной	1	2
166	что именно	4	2
167	целый ряд	2	2
168	что по	2	2
169	имеет в	1	2
170	в действительности	5	2
171	от этого	2	2
172	сказать о	1	2
173	двух других	1	2
174	и если	2	2
175	что она	3	2
176	не следует	5	2
177	после этого	1	2
178	он не	4	2
179	в силу	3	2
180	что ни	2	2
181	об этом	2	2
182	в глазах	1	2
183	это не	1	2
184	не всегда	2	2
185	в один	4	2
186	когда в	2	2
187	которые в	1	2
188	не в	15	2
189	однако в	1	2
190	вовсе не	7	2
191	даже в	2	2
192	на пути	1	2
193	в одном	2	2
194	такая же	2	2
195	и после	2	2
196	не является	1	2
197	с другом	1	2
198	и почему	2	2
199	на это	4	2
200	и это	4	2
201	говоря уже	1	2
202	с самого	1	2
203	так в	2	2
204	и что	10	2
205	в мире	1	2
206	или на	2	2
207	после того	1	2
208	и все	3	2
209	то эта	1	2
210	мы понимаем	1	2
211	в другой	1	2
212	вслед за	3	2
213	даже на	1	2
214	по содержанию	2	2
215	тот же	1	2
216	с ними	1	2
217	в какой	2	2
218	впрочем и	2	2
219	и ее	1	2
220	или его	1	2
221	с одной	7	2
222	одно из	5	2
223	т п	2	2
224	отношение к	2	2
225	от того	8	2
226	в других	2	2
227	нет и	1	2
228	со стороны	3	2
229	до сих	3	2
230	с другой	7	2
231	одной стороны	3	2
232	с которым	1	2
233	если не	4	2
234	уже о	1	2
235	берет на	1	2
236	по своему	2	2
237	как бы	3	2
238	друг с	1	2
239	сих пор	3	2
240	каждой из	3	2
241	бы в	2	2
242	ни было	1	2
243	от ее	1	2
244	не говоря	3	2
245	этим объясняется	1	2
246	в голову	1	2
247	во всяком	1	2
248	говоря о	4	1
249	как говорят	1	1
250	отношения к	1	1
251	переходит к	1	1
252	о любви	2	1
253	самом деле	2	1
254	этого последнего	2	1
255	так у	2	1
256	отношения между	1	1
257	что эти	1	1
258	по его	1	1
259	хотя нельзя	1	1
260	то для	2	1
261	на первый	1	1
262	по объему	1	1
263	до него	1	1
264	между его	2	1
265	та же	2	1
266	из сказанного	2	1
267	в сущности	1	1
268	ему в	2	1
269	один пример	1	1
270	же что	6	1
271	в каждой	4	1
272	чем больше	1	1
273	все эти	1	1
274	время в	3	1
275	в чем	3	1
276	не имеющий	1	1
277	что становится	1	1
278	только после	1	1
279	не без	1	1
280	в область	1	1
281	одного типа	1	1
282	это сравнение	2	1
283	друг от	1	1
284	шаг к	1	1
285	ли эта	1	1
286	из таких	1	1
287	чем же	1	1
288	же получает	1	1
289	первый взгляд	1	1
290	общего с	1	1
291	по которому	5	1
292	в художественном	1	1
293	это был	1	1
294	и слова	2	1
295	на нас	2	1
296	один ряд	1	1
297	тем же	4	1
298	более или	3	1
299	гораздо более	1	1
300	следует сказать	1	1
301	с нею	2	1
302	жизни в	1	1
303	роль играет	1	1
304	и вслед	1	1
305	из жизни	1	1
306	если мы	1	1
307	одно время	1	1
308	в себе	16	1
309	идеал в	1	1
310	о ее	1	1
311	в мыслях	1	1
312	имеет для	3	1
313	подобным образом	1	1
314	не могла	2	1
315	на его	2	1
316	и стало	1	1
317	главным образом	1	1
318	время и	2	1
319	сами эти	1	1
320	до самого	1	1
321	и более	1	1
322	же становится	1	1
323	не делая	1	1
324	производит на	1	1
325	из непосредственно	1	1
326	в понятие	1	1
327	от нее	2	1
328	а вместе	1	1
329	его не	1	1
330	бы быть	2	1
331	на все	2	1
332	не нашел	2	1
333	г в	1	1
334	знает что	1	1
335	входит в	2	1
336	не одна	1	1
337	служит средством	1	1
338	окажется что	1	1
339	и мы	2	1
340	по себе	16	1
341	в жизни	1	1
342	идет от	1	1
343	дети и	1	1
344	люди не	1	1
345	в тот	1	1
346	находящегося в	1	1
347	необходимость в	1	1
348	которой он	1	1
349	мы видели	4	1
350	ни с	1	1
351	с такой	1	1
352	поправки в	1	1
353	это сходство	1	1
354	и тогда	3	1
355	или менее	3	1
356	в эту	1	1
357	от своего	1	1
358	и при	4	1
359	мысль и	1	1
