N	3gram	Voloshinov_1	Psycholo
1	в том что	4	17
2	для того чтобы	1	13
3	в самом деле	5	11
4	с точки зрения	10	10
5	не может быть	3	8
6	на самом деле	2	5
7	до сих пор	3	5
8	в этом отношении	2	5
9	мы знаем что	3	4
10	и той же	1	4
11	сам по себе	2	4
12	в данном случае	3	4
13	тем не менее	2	4
14	о том что	1	4
15	одной и той	1	4
16	том что он	2	3
17	в то время	1	3
18	в конечном счете	1	3
19	таким образом и	1	3
20	том что в	1	2
21	это было бы	1	2
22	так как в	1	2
23	и не может	1	2
24	что он не	1	2
25	того и другого	1	2
26	остается ничего другого	1	2
27	на этот вопрос	1	2
28	ничего другого как	1	2
29	по сравнению с	1	2
30	начала и до	1	2
31	не остается ничего	1	2
32	бы то ни	1	2
33	во всяком случае	3	2
34	тем что его	1	2
35	и таким образом	1	2
36	при этом как	1	2
37	ни в каком	1	2
38	таким образом в	1	2
39	то же время	5	2
40	в свою очередь	1	2
41	в жизни и	1	2
42	в то же	5	2
43	только потому что	1	2
44	и т д	1	2
45	и может быть	2	1
46	этой психологической теории	1	1
47	и в практике	1	1
48	любовь к матери	1	1
49	а между тем	1	1
50	нуждается ни в	1	1
51	и чувств и	1	1
52	так было в	1	1
53	в данный момент	1	1
54	в чем же	1	1
55	то ни стало	1	1
56	мы никогда не	1	1
57	жизни человека является	1	1
58	и даже не	1	1
59	все время как	1	1
60	один и тот	2	1
61	он не только	1	1
62	в этом случае	1	1
63	что же касается	1	1
64	во что бы	1	1
65	не нуждается ни	1	1
66	в таком случае	2	1
67	самом деле что	1	1
68	в зависимости от	2	1
69	человек как бы	1	1
70	в отличие от	1	1
71	но и в	1	1
72	что все эти	3	1
73	не было бы	1	1
74	только то что	2	1
75	что в некоторых	1	1
76	смысл и значение	1	1
77	и значение в	1	1
78	а с другой	1	1
79	может быть даже	1	1
80	мы знаем только	1	1
81	по крайней мере	1	1
82	то или иное	2	1
83	и тем не	1	1
84	он никогда не	1	1
85	жизни и в	1	1
86	фрейд полагает что	1	1
87	одно и то	1	1
88	не только из	1	1
89	что бы то	1	1
90	в узком смысле	1	1
91	и вот это	1	1
92	в чем состоит	1	1
93	с одной стороны	1	1
94	и все его	2	1
95	и тот же	2	1
96	получает смысл и	1	1
97	зависимости от того	1	1
98	и то же	1	1
99	но при этом	1	1
100	как будто бы	1	1
101	все больше и	1	1
102	не могут быть	3	1
103	они утверждают что	1	1
104	благодаря тому что	2	1
105	что он сам	1	1
106	но именно в	1	1
107	и со всеми	1	1
108	вызвать в нас	1	1
109	а потому и	2	1
110	к той же	1	1
111	ответ на этот	1	1
112	в каком случае	1	1
113	в свое время	1	1
114	форма и содержание	1	1
115	один из способов	1	1
116	во всех своих	1	1
117	в переводе на	1	1
118	уже и в	1	1
119	узком смысле слова	2	1
120	то обстоятельство что	1	1
121	может быть это	1	1
122	то что мы	1	1
123	психологии они утверждают	1	1
124	он должен был	1	1
125	этом отношении совершенно	1	1
126	ничего общего с	1	1
127	к нему и	1	1
128	с самого начала	5	1
129	нужно сказать что	1	1
130	с помощью которых	1	1
131	выходит за пределы	1	1
132	можно сказать что	3	1
133	от начала и	1	1
134	именно в этой	1	1
135	и должны быть	1	1
136	больше и больше	1	1
137	в высшей степени	2	1
138	в основу психологии	1	1
139	мы увидим что	4	1
