N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	25
2	вместе с	2	22
3	и т	1	20
4	может быть	6	17
5	т е	2	16
6	мы имеем	3	14
7	не только	16	13
8	но и	12	13
9	в его	2	12
10	так как	1	11
11	уже не	4	11
12	и не	12	11
13	в этом	18	10
14	тем что	3	10
15	и его	4	9
16	его в	2	9
17	с другой	6	9
18	таким образом	2	9
19	еще не	2	8
20	и на	6	8
21	все эти	1	8
22	что в	2	8
23	на него	2	8
24	связи с	1	8
25	и что	1	8
26	мы видим	1	8
27	другой стороны	2	8
28	этих случаях	2	8
29	том что	12	8
30	представляет собой	8	7
31	в нем	1	7
32	а затем	2	7
33	как и	14	7
34	потому что	1	7
35	о том	7	7
36	и здесь	1	7
37	то что	7	7
38	только в	4	7
39	с одной	5	7
40	в качестве	11	7
41	превращается в	2	7
42	одной стороны	4	7
43	этом случае	4	7
44	но это	1	7
45	тот кто	2	7
46	в частности	16	7
47	как в	4	6
48	это не	1	6
49	не может	4	6
50	в этих	2	6
51	не в	4	6
52	и он	2	6
53	что и	3	6
54	себя в	2	6
55	прежде всего	3	6
56	могут быть	10	6
57	или в	3	6
58	в том	12	6
59	пребывание в	1	5
60	но не	4	5
61	входит в	1	5
62	миф о	1	5
63	как мы	3	5
64	в образе	1	5
65	так же	2	5
66	для нас	1	5
67	то же	4	4
68	мы уже	1	4
69	в ее	1	4
70	он видит	1	4
71	в которой	1	4
72	он не	2	4
73	не как	1	4
74	что все	2	4
75	на этой	2	4
76	и тем	4	4
77	тем не	3	4
78	не менее	4	4
79	в пределах	9	4
80	с ним	2	4
81	за ним	1	4
82	если не	1	4
83	в основном	1	4
84	все это	4	4
85	в связи	1	4
86	на смену	3	4
87	мы должны	1	4
88	его не	1	3
89	на себя	5	3
90	ему в	3	3
91	в роли	2	3
92	что его	1	3
93	и как	1	3
94	его к	1	3
95	в целом	8	3
96	в этой	9	3
97	на этом	4	3
98	человека в	1	3
99	в ином	1	3
100	в таких	2	3
101	в то	2	3
102	встречается в	1	3
103	как человек	1	3
104	что при	1	3
105	представляют собой	2	3
106	в себя	4	3
107	никогда не	3	3
108	есть миф	1	3
109	о нем	1	3
110	но мы	1	3
111	к нему	1	3
112	что здесь	1	3
113	и из	1	3
114	но оно	1	3
115	и все	3	3
116	в данном	8	3
117	но когда	1	3
118	а в	3	3
119	в свою	1	3
120	героя и	1	3
121	состоит из	1	3
122	того же	4	2
123	самом деле	1	2
124	тех же	1	2
125	а как	2	2
126	во всех	4	2
127	по отношению	4	2
128	очевидно что	1	2
129	он взял	1	2
130	перед нами	1	2
131	когда он	1	2
132	героя есть	1	2
133	уже в	1	2
134	еще один	1	2
135	на то	2	2
136	друг с	1	2
137	и по	1	2
138	так например	2	2
