N	2gram	Savitsky_P_1	FransuaR
1	и в	14	45
2	и не	12	15
3	в этом	10	14
4	но в	9	14
5	не только	17	14
6	во всех	2	13
7	в его	2	13
8	как бы	4	12
9	что в	4	12
10	то же	9	11
11	в своем	4	11
12	в то	7	11
13	в нем	3	10
14	и с	2	10
15	как и	1	10
16	в том	9	10
17	но и	6	10
18	прежде всего	3	10
19	же время	7	9
20	в ней	6	8
21	так же	1	8
22	также и	1	7
23	он был	1	7
24	с его	1	7
25	том что	4	7
26	не в	5	7
27	потому что	3	7
28	в эпоху	1	7
29	что и	1	7
30	все это	2	7
31	в этой	1	6
32	весь мир	1	6
33	в них	2	6
34	мысли и	1	6
35	того чтобы	1	6
36	для того	3	6
37	например в	2	5
38	с ее	1	5
39	и на	1	5
40	хотя и	3	5
41	и как	3	5
42	и к	4	5
43	в себя	1	5
44	его в	1	5
45	и образы	1	5
46	мы видим	1	5
47	человека с	1	5
48	как раз	2	5
49	не может	4	5
50	есть и	1	5
51	же как	1	4
52	мы не	3	4
53	и о	5	4
54	но не	3	4
55	в общем	2	4
56	в самом	1	4
57	точки зрения	3	4
58	и это	2	4
59	и здесь	1	4
60	связаны с	1	4
61	только в	7	4
62	с этим	2	4
63	а не	2	4
64	а также	4	4
65	а в	4	4
66	как на	2	4
67	том числе	2	4
68	века в	1	3
69	к началу	2	3
70	из этих	1	3
71	дело идет	1	3
72	но на	1	3
73	связанные с	1	3
74	и вот	2	3
75	нисколько не	1	3
76	в которых	5	3
77	не менее	2	3
78	не имеет	1	3
79	это не	3	3
80	именно в	2	3
81	того что	2	3
82	есть в	2	3
83	не было	2	3
84	там где	1	3
85	вместе с	1	3
86	и другие	1	3
87	можно говорить	1	2
88	и есть	2	2
89	с точки	3	2
90	говорить о	2	2
91	подчеркнуть что	1	2
92	в различных	1	2
93	в данном	1	2
94	отличие от	1	2
95	из важнейших	2	2
96	в истории	1	2
97	все же	1	2
98	кто не	1	2
99	духа в	1	2
100	не будем	2	2
101	что это	1	2
102	и если	4	2
103	в начале	2	2
104	с которой	1	2
105	было бы	6	2
106	для них	2	2
107	с тем	3	2
108	когда в	1	2
109	одно из	1	2
110	в г	1	2
111	отрыве от	1	2
112	мысль и	1	2
113	и без	3	2
114	в положительном	1	2
115	не столько	2	2
116	во времени	1	2
117	в отношении	10	2
118	что эта	1	2
119	если в	2	2
120	слова но	2	2
121	и притом	1	2
122	конечно и	1	2
123	с другом	1	2
124	что все	1	2
125	и слова	1	2
126	числе и	1	2
127	в каждом	1	2
128	должен быть	1	2
129	если мы	1	2
130	и что	1	2
131	еще в	1	2
132	мира а	1	2
133	в значительной	2	2
134	в отрыве	1	2
135	между тем	3	2
136	переходит в	1	2
137	в свете	1	2
138	жизни она	1	2
139	в эти	1	2
140	в качестве	9	2
141	в большинстве	1	2
142	большинстве случаев	1	2
143	мы можем	1	2
144	может быть	5	2
145	церкви и	2	2
146	и только	1	2
147	в отличие	1	2
148	последующие века	1	2
149	в одно	1	2
150	эти последние	1	2
151	в пределах	8	2
152	друг с	1	2
153	оставаясь в	1	2
154	в условиях	1	2
155	в эту	2	2
156	хотя бы	8	2
157	всеми его	1	2
158	на фоне	1	2
159	то что	4	2
160	одновременно и	1	2
161	это в	1	2
162	сущности не	1	2
163	также что	1	1
164	и через	1	1
165	связана с	1	1
166	века но	1	1
167	раньше в	1	1
168	тем же	1	1
169	поэзии и	1	1
170	есть не	2	1
171	которую мы	2	1
172	что уже	1	1
173	и растет	1	1
174	столь же	3	1
175	время в	2	1
176	различия между	1	1
177	но как	1	1
178	не все	1	1
179	может исчезнуть	1	1
180	не просто	1	1
181	и чем	1	1
182	где бы	2	1
183	тем больше	1	1
184	более чем	2	1
185	что во	1	1
186	и где	1	1
187	власть и	1	1
188	склонность к	1	1
189	что дело	1	1
190	что по	1	1
191	бы и	1	1
192	формы в	1	1
193	в себе	3	1
194	сливаются в	1	1
195	на то	1	1
196	в наших	1	1
197	и еще	1	1
198	xix века	6	1
199	не как	1	1
200	чтобы в	1	1
201	и по	1	1
202	как оно	1	1
203	а затем	1	1
204	имеют в	1	1
205	в мире	2	1
206	полной мере	2	1
207	на этой	1	1
208	было в	2	1
209	и мы	2	1
210	начала и	2	1
211	в жизни	2	1
212	по всему	1	1
213	на свои	1	1
214	далеко не	1	1
215	были в	1	1
216	что не	1	1
217	с большою	1	1
218	говорится о	1	1
219	положительной в	1	1
220	мир в	1	1
221	правде и	1	1
222	нужно было	2	1
223	к первому	1	1
224	но до	1	1
225	в ходе	1	1
226	в котором	4	1
227	понять в	1	1
228	эта не	1	1
229	и более	1	1
230	и вся	1	1
231	что с	1	1
232	степени может	1	1
233	тогда когда	1	1
234	одна из	2	1
235	своего существования	1	1
236	мы все	1	1
237	и материализма	1	1
238	никогда не	1	1
239	и всегда	1	1
240	казалось бы	1	1
241	этих двух	1	1
242	в полной	2	1
243	как она	1	1
244	в области	11	1
245	с трудом	1	1
246	скота и	1	1
247	в наши	1	1
248	темы и	1	1
249	что при	1	1
250	и потому	4	1
251	где он	1	1
252	в последующие	1	1
253	из нее	1	1
254	и должна	1	1
255	значительной мере	2	1
256	вечности и	1	1
257	никак не	2	1
258	так было	1	1
259	к жизни	1	1
260	положительное содержание	1	1
261	те же	1	1
262	звучат и	1	1
263	еще не	1	1
264	не были	1	1
265	что от	1	1
266	если бы	4	1
267	для этого	1	1
268	стремление к	1	1
269	творчества они	1	1
270	находится в	1	1
271	исторический материализм	1	1
272	именно потому	1	1
273	тех кто	4	1
274	характер этого	1	1
275	притом в	1	1
276	связь между	1	1
277	увидеть и	1	1
278	во всей	2	1
279	ее лучшее	1	1
280	тем более	2	1
281	полноте и	1	1
282	в формах	1	1
283	своею ролью	1	1
284	тот же	3	1
285	с ними	3	1
286	традиции в	1	1
287	ii в	2	1
288	и ее	1	1
289	именно на	1	1
290	себя в	1	1
291	оказывается в	1	1
292	эти черты	1	1
293	и государства	1	1
294	на этих	2	1
295	в душе	1	1
296	из них	2	1
297	мы знаем	1	1
298	к первой	1	1
299	к ним	1	1
300	не о	2	1
301	друг друга	1	1
302	противоречии с	1	1
303	в других	1	1
304	эти явления	1	1
305	но к	2	1
306	ней и	1	1
307	или иной	1	1
308	здесь нужно	2	1
309	и тех	1	1
310	сочетаются с	1	1
311	бы эти	1	1
312	и быть	1	1
313	было и	1	1
314	русской истории	1	1
315	в искаженном	1	1
316	и пр	5	1
317	мир от	1	1
318	смерти но	1	1
319	настолько они	1	1
320	и внутренне	1	1
321	бытия как	1	1
322	прямо на	1	1
323	смысле на	1	1
324	должна была	1	1
325	как ни	1	1
326	в это	1	1
327	в частности	2	1
328	ни на	1	1
329	в выборе	2	1
330	в рамках	1	1
331	над ним	1	1
332	в церковь	1	1
333	веку в	1	1
334	времени с	1	1
335	жива и	1	1
336	да и	2	1
337	и судьбы	1	1
338	распадается на	1	1
339	времени эта	1	1
340	которые были	1	1
341	и рассеяны	1	1
342	исторического материализма	3	1
343	многие из	1	1
344	в сферу	1	1
345	и другим	1	1
346	сложны и	1	1
347	иерархии и	1	1
348	еще более	2	1
349	вопросом о	1	1
350	вслед за	3	1
351	мира с	2	1
352	в обстановке	7	1
353	и при	1	1
354	сложной и	1	1
355	и никому	1	1
356	культуры в	2	1
357	в виде	2	1
358	пути к	1	1
359	именно здесь	1	1
360	во всяком	1	1
361	они не	1	1
