N	2gram	Vygotskiy__3	Tragedij
1	и в	38	18
2	в романе	1	10
3	в этом	13	9
4	не только	12	8
5	и с	1	7
6	и на	6	7
7	может быть	19	7
8	как бы	14	7
9	и не	10	7
10	но в	3	6
11	и его	6	6
12	что он	11	6
13	у него	4	6
14	то же	10	5
15	все же	8	5
16	что это	10	5
17	это не	1	5
18	как и	8	5
19	несмотря на	5	5
20	в то	3	5
21	так и	1	5
22	не может	7	5
23	а я	3	5
24	я не	5	4
25	еще не	1	4
26	в себе	4	4
27	в целом	4	4
28	в этой	13	4
29	в нем	4	4
30	том что	14	4
31	и что	18	4
32	но и	5	4
33	и даже	4	4
34	так же	2	4
35	но это	3	4
36	все это	3	4
37	что в	20	4
38	и все	10	4
39	то что	35	4
40	что образ	2	3
41	и он	1	3
42	отнюдь не	2	3
43	как в	4	3
44	в своем	5	3
45	и как	8	3
46	все эти	4	3
47	при этом	4	3
48	то есть	15	3
49	должно быть	1	3
50	тем самым	1	3
51	что с	4	3
52	о чем	1	3
53	с ее	2	3
54	мог бы	1	3
55	с ним	2	3
56	в его	5	3
57	один из	6	3
58	для него	2	3
59	в конце	2	3
60	как будто	4	3
61	как это	6	3
62	что за	2	3
63	в первом	1	2
64	и до	1	2
65	что эти	4	2
66	из своих	1	2
67	никогда не	4	2
68	и то	8	2
69	он был	3	2
70	но этого	1	2
71	столь же	2	2
72	с его	1	2
73	отношение к	1	2
74	отличие от	1	2
75	тут же	1	2
76	не просто	2	2
77	отвечает ему	1	2
78	так что	8	2
79	и я	2	2
80	как говорит	1	2
81	она как	1	2
82	это был	2	2
83	перед нами	8	2
84	говорит что	8	2
85	имеет в	1	2
86	в самом	25	2
87	то и	3	2
88	он не	6	2
89	что она	16	2
90	ее жизни	1	2
91	но все	1	2
92	что все	3	2
93	его в	3	2
94	знает что	1	2
95	в глазах	1	2
96	к области	1	2
97	ни в	3	2
98	с тем	8	2
99	не мог	4	2
100	в отличие	1	2
101	но эта	1	2
102	не в	12	2
103	что этот	4	2
104	но они	2	2
105	этими двумя	2	2
106	одна из	4	2
107	не имеет	6	2
108	в русском	1	2
109	не могут	2	2
110	он и	1	2
111	к тому	6	2
112	и это	8	2
113	ее морали	1	2
114	но при	1	2
115	в ее	7	2
116	данном случае	2	2
117	не за	1	2
118	как у	1	2
119	ничего не	2	2
120	создается впечатление	1	2
121	и здесь	6	2
122	о том	6	2
123	в глаза	2	2
124	времени в	1	2
125	что и	4	2
126	бросается в	1	2
127	в том	25	2
128	по мнению	2	2
129	между этими	1	2
130	и ее	2	2
131	уже не	2	2
132	в виде	2	2
133	не так	3	2
134	в одном	8	2
135	друг друга	1	2
136	тем что	3	2
137	чем он	1	2
138	как же	2	2
139	говорит о	2	2
140	до конца	2	2
141	ничем не	1	2
142	в рассказе	1	2
143	по контрасту	1	2
144	с первого	1	2
145	в данном	2	2
146	о его	1	2
147	она должна	3	2
148	еще раз	1	2
149	потому что	14	2
150	в частности	1	2
151	этим объясняется	1	2
152	во сне	1	2
153	в таком	3	2
154	а между	1	1
155	ли мы	1	1
156	скажет что	1	1
157	и т	14	1
158	одним из	1	1
159	например в	2	1
160	рассказ об	1	1
161	он считает	1	1
162	самом деле	21	1
163	силы и	1	1
164	это и	1	1
165	перед читателем	1	1
166	на деле	4	1
167	и есть	1	1
168	что когда	2	1
169	старика и	1	1
170	прием и	1	1
171	смысл этого	3	1
172	поэтому он	1	1
173	на две	1	1
174	сам автор	3	1
175	должна быть	5	1
176	высшей степени	1	1
177	и взамен	1	1
178	той же	2	1
179	то для	1	1
180	которую я	1	1
181	что уже	1	1
182	на себя	1	1
183	событий и	1	1
184	в разговоре	1	1
185	самой природе	1	1
186	в виду	4	1
187	составляет самую	1	1
188	из ее	1	1
189	в сцене	1	1
190	в ней	15	1
191	представляет собой	2	1
192	между собой	2	1
193	или от	2	1
194	это же	2	1
195	в чем	1	1
196	во всех	4	1
197	мысль что	4	1
198	имел на	1	1
199	но не	1	1
200	но как	2	1
201	в комментариях	1	1
202	это самое	1	1
203	в истории	2	1
204	вызывает в	1	1
205	материалом для	2	1
206	что именно	2	1
207	романа или	1	1
208	мысль о	1	1
209	не удалась	1	1
210	и наконец	2	1
211	стиля и	1	1
212	для ее	1	1
213	именно эта	1	1
214	то в	1	1
215	со своей	2	1
216	оттого что	1	1
217	в которой	5	1
218	его правоту	1	1
219	он в	2	1
220	бы не	3	1
221	это тот	1	1
222	имеет для	1	1
223	только один	1	1
224	этого образа	1	1
225	если он	4	1
226	ответом на	3	1
227	не могла	2	1
228	и если	6	1
229	что без	1	1
230	заявляет что	1	1
231	так сказать	5	1
232	этого характера	1	1
233	и еще	1	1
234	но гораздо	1	1
235	не к	3	1
236	не как	1	1
237	всяких прикрас	2	1
238	сюжета но	1	1
239	так часто	1	1
240	что тут	1	1
241	теперь еще	1	1
242	и по	2	1
243	на этом	5	1
244	что сам	2	1
245	на свете	1	1
246	таким образом	12	1
247	здесь мы	4	1
248	а затем	1	1
249	факт что	1	1
250	правда что	1	1
251	в другом	5	1
252	конечно в	3	1
253	это было	1	1
254	заключается в	7	1
255	быть не	2	1
256	ты мне	1	1
257	бедствия и	1	1
258	этого нового	1	1
259	из первых	1	1
260	но уже	1	1
261	в них	3	1
262	в высшей	1	1
263	рассказывает в	1	1
264	тот самый	1	1
265	а за	1	1
266	когда я	1	1
267	с такой	5	1
268	отвращение к	3	1
269	обратимся к	1	1
270	же я	1	1
271	перед собой	2	1
272	и ко	1	1
273	прикрас и	1	1
