N	2gram	Tiupa_Lite_3	Marksizm
1	точки зрения	7	34
2	может быть	12	26
3	и не	22	26
4	не может	8	24
5	с точки	3	20
6	и в	16	19
7	и его	6	19
8	в этом	14	16
9	как бы	8	15
10	в процессе	1	14
11	как мы	2	13
12	языка и	1	13
13	прежде всего	3	13
14	как и	5	12
15	так и	9	11
16	связи с	2	11
17	и для	4	11
18	самом деле	3	10
19	в нем	2	10
20	в слове	3	10
21	ни было	2	10
22	и т.п	6	10
23	в самом	3	10
24	лишь в	5	9
25	только в	7	9
26	для него	2	9
27	бы то	2	8
28	как система	1	8
29	все же	2	8
30	не только	14	8
31	при этом	15	8
32	то ни	2	8
33	друг друга	1	8
34	но и	14	8
35	в контексте	1	8
36	то что	12	8
37	во всех	2	7
38	в ее	5	7
39	но в	3	7
40	то же	9	7
41	в каждом	1	7
42	слова как	1	7
43	бытия в	2	7
44	а не	12	7
45	в связи	1	7
46	так же	2	7
47	отнюдь не	3	6
48	так сказать	1	6
49	и того	1	6
50	в его	6	6
51	в том	12	6
52	другой стороны	2	6
53	того же	2	6
54	отличие от	5	5
55	конечно не	1	5
56	по преимуществу	1	5
57	входит в	4	5
58	в отличие	5	5
59	не в	10	5
60	того чтобы	2	5
61	знаковом материале	1	5
62	ничего общего	1	5
63	совершается в	1	5
64	и все	1	5
65	в начале	4	5
66	в конце	2	5
67	вовсе не	1	5
68	с другой	6	5
69	за пределы	1	5
70	именно в	5	5
71	до конца	4	5
72	и потому	2	5
73	хотя бы	1	5
74	к этому	2	5
75	вопрос о	2	4
76	и на	2	4
77	нет и	1	4
78	как в	5	4
79	здесь мы	1	4
80	было бы	2	4
81	не столько	1	4
82	мысли и	1	4
83	не менее	2	4
84	по себе	2	4
85	в отношении	1	4
86	в единство	1	4
87	в ней	1	4
88	еще не	6	4
89	только на	1	4
90	слово как	1	4
91	для того	2	4
92	далеко не	2	4
93	с этим	1	4
94	в данном	4	4
95	направления в	1	4
96	а в	5	4
97	отношении к	1	4
98	жизни в	4	4
99	сказать что	1	4
100	что в	2	4
101	на самом	1	3
102	и есть	1	3
103	между двумя	1	3
104	по отношению	4	3
105	в истории	1	3
106	общего с	1	3
107	и как	3	3
108	и к	3	3
109	в первом	2	3
110	в корне	1	3
111	его в	2	3
112	он не	1	3
113	зрения говорящего	1	3
114	том что	8	3
115	в своей	7	3
116	и ее	2	3
117	не становится	3	3
118	в котором	1	3
119	более того	3	3
120	место в	4	3
121	в то	9	3
122	для всего	1	3
123	не имеет	1	3
124	же время	7	3
125	этом отношении	5	3
126	в области	3	3
127	же самое	2	3
128	не есть	1	3
129	вне этого	1	3
130	знакового материала	1	3
131	одного из	2	3
132	можно сказать	2	3
133	с другими	1	3
134	двух направлений	1	3
135	того что	9	3
136	одной из	1	3
137	нуждается в	1	3
138	и действительно	1	3
139	между тем	3	3
140	сознания как	1	3
141	из них	4	3
142	момент в	1	3
143	или иной	2	3
144	социальной жизни	1	3
145	не было	1	3
146	на этот	1	3
147	все это	1	3
148	какого бы	2	3
149	xix века	2	3
150	слова и	1	3
151	и от	1	3
152	речевого общения	1	3
153	нет ничего	1	3
154	сознания и	2	3
155	и при	2	3
156	совершенно не	3	3
157	всех других	1	3
158	это и	1	3
159	одним из	4	2
160	по которым	1	2
161	в какой-то	1	2
162	мы уже	1	2
163	той же	3	2
164	совпадает с	1	2
165	и он	1	2
166	свою очередь	1	2
167	но при	1	2
168	быть в	1	2
169	в чем	1	2
170	во внешнем	1	2
171	между внутренним	1	2
172	постановка проблемы	1	2
173	себе и	1	2
174	не просто	1	2
175	сама по	1	2
176	данный момент	1	2
177	в своем	1	2
178	все остальные	1	2
179	однако не	3	2
180	в действительности	1	2
181	в знаковом	1	2
182	то в	3	2
183	бы и	3	2
184	в нашем	1	2
185	в себе	6	2
186	как он	1	2
187	тем не	1	2
188	в понимании	1	2
189	не как	2	2
190	человека в	2	2
191	в работе	2	2
192	выражение и	1	2
193	в другом	6	2
194	и с	2	2
195	момент и	1	2
196	бы в	1	2
197	на этой	1	2
198	действительности в	2	2
199	и иных	1	2
200	жизни но	1	2
201	третьей части	1	2
202	должно быть	4	2
203	говорящего как	1	2
204	на первый	1	2
205	другом и	1	2
206	и более	1	2
207	тому что	1	2
208	в русской	1	2
209	мысли в	1	2
210	что такое	1	2
211	и сама	1	2
212	в основе	5	2
213	и является	1	2
214	социального взаимодействия	1	2
215	точке зрения	1	2
216	у нас	2	2
217	нет ни	1	2
218	числе и	2	2
219	к тому	6	2
220	которой она	2	2
221	она не	1	2
222	с ее	3	2
223	в виду	1	2
224	во внутренний	1	2
225	речевых жанров	1	2
226	никогда не	4	2
227	по аналогии	2	2
228	его индивидуального	1	2
229	если бы	2	2
230	и даже	2	2
231	по мере	1	2
232	и т.д	1	2
233	о том	6	2
234	во втором	2	2
235	что и	2	2
236	и только	2	2
237	ни к	3	2
238	в литературе	1	2
239	в двух	1	2
240	что он	5	2
241	целом ряде	1	2
242	именно на	1	2
243	в качестве	5	2
244	какой степени	1	2
245	в единстве	3	2
246	и других	1	2
247	и их	1	2
248	так как	1	2
249	как раз	2	2
250	тем что	2	2
251	границу между	1	2
252	или иначе	2	2
253	что не	2	2
254	вот в	2	2
255	там где	3	2
256	не об	1	2
257	и вне	1	2
258	и всякое	1	2
259	в частности	11	2
260	независимо от	1	2
261	к своему	1	2
262	для всех	1	2
263	проблема речевых	1	2
264	в первой	2	2
265	тех пор	1	2
266	с этой	2	2
267	в эти	1	2
268	мира и	2	2
269	с идеологическими	1	2
270	лишь тогда	1	2
271	в свою	2	2
272	в романе	3	2
273	на смену	3	2
274	не знает	2	2
275	к его	1	2
276	отношению к	4	2
277	из этого	1	2
278	жизни и	3	2
279	к этой	1	2
280	в своих	2	2
281	в таком	1	2
282	том числе	3	2
283	от этой	1	1
284	например в	3	1
285	и то	1	1
286	отметим что	1	1
287	не что	1	1
288	так уже	1	1
289	мира прежде	1	1
290	субъект и	2	1
291	и до	1	1
292	свое место	3	1
293	исходит из	1	1
294	оно было	1	1
295	века в	1	1
296	в театре	1	1
297	его не	1	1
298	то для	1	1
299	в каждый	1	1
300	так чтобы	2	1
301	говорить о	1	1
302	является эстетическим	1	1
303	принадлежит к	1	1
304	в деле	1	1
305	жизни как	2	1
306	своему объекту	1	1
307	в целом	5	1
308	в каждой	2	1
309	он сам	1	1
310	здесь не	2	1
311	столь же	1	1
312	с его	6	1
313	личность а	1	1
314	отказ от	2	1
315	со всеми	2	1
316	и внутренний	1	1
317	в общем	1	1
318	а и	2	1
319	с собою	1	1
320	отношение к	2	1
321	значение имеет	1	1
322	согласия и	1	1
323	и вовсе	2	1
324	были нет	1	1
325	в акте	1	1
326	для русской	1	1
327	ней в	1	1
328	хотя и	4	1
329	могли бы	2	1
330	и наконец	3	1
331	это тоже	1	1
332	более или	1	1
333	искусство и	1	1
334	или иную	1	1
335	для которого	3	1
336	еще на	2	1
337	так или	2	1
338	в этой	8	1
339	самое существо	1	1
340	иным путем	1	1
341	сознания с	2	1
342	вследствие этого	2	1
343	и если	4	1
344	если для	1	1
345	чтобы он	2	1
346	она становится	1	1
347	а просто	1	1
348	как личность	1	1
349	именно то	1	1
350	момента в	1	1
351	нее и	1	1
352	и вот	2	1
353	в россии	1	1
354	этом именно	1	1
355	вообще не	1	1
356	как от	1	1
357	подобно тому	2	1
358	человек с	2	1
359	значительной степени	1	1
360	бы они	1	1
361	что почти	1	1
362	мы его	1	1
363	в совершенно	2	1
364	значение в	1	1
365	в школе	1	1
366	в предыдущем	1	1
367	а по	2	1
368	на все	1	1
369	это не	5	1
370	за бортом	2	1
371	все может	1	1
372	лишь на	2	1
373	и тем	3	1
374	своей основе	1	1
375	но уже	3	1
376	нет в	1	1
377	об идеологическом	1	1
378	она и	2	1
379	с тем	1	1
380	со своими	2	1
381	то с	1	1
382	еще в	3	1
383	нисколько не	1	1
384	мы вместо	1	1
385	хх века	11	1
386	или менее	1	1
387	все более	2	1
388	во время	1	1
389	рассматривает как	1	1
390	художественного творчества	2	1
391	сознания но	1	1
392	как совокупность	1	1
393	что я	5	1
394	только но	1	1
395	а вне	1	1
396	других как	2	1
397	оно должно	1	1
398	втором случае	1	1
399	друг другу	1	1
400	и всякого	1	1
