N	2gram	Trubetskoy_1	Hudozhes
1	и в	23	28
2	том что	19	19
3	и не	8	18
4	в том	30	15
5	а не	1	14
6	в этом	12	13
7	не в	8	13
8	о том	7	12
9	перед нами	1	11
10	не только	7	11
11	при этом	9	11
12	как и	9	11
13	в его	5	11
14	уже не	1	10
15	не случайно	1	10
16	в себе	5	9
17	но и	9	9
18	так и	10	8
19	между тем	12	8
20	что он	7	8
21	в жизни	3	8
22	может быть	16	8
23	я не	2	7
24	по отношению	9	7
25	тогда как	6	7
26	что она	1	7
27	состоит в	1	7
28	в мире	6	7
29	к тому	8	7
30	в частности	2	7
31	и все	7	7
32	с ним	6	7
33	жизни в	1	7
34	отношению к	9	7
35	я и	1	6
36	в котором	2	6
37	то же	4	6
38	не было	2	6
39	и с	5	6
40	в глазах	2	6
41	в своей	1	6
42	в то	6	6
43	тем что	1	6
44	для себя	2	6
45	если бы	8	6
46	сводится к	2	6
47	это не	3	6
48	а в	3	6
49	то что	18	6
50	жизни и	2	6
51	с его	1	5
52	в этой	6	5
53	как в	1	5
54	в самом	8	5
55	что это	5	5
56	не могла	1	5
57	рядом с	1	5
58	в своем	10	5
59	не менее	7	5
60	у него	5	5
61	никогда не	4	5
62	к чужой	6	5
63	ничего не	1	5
64	и его	1	5
65	она не	2	5
66	и сам	2	5
67	только на	1	5
68	одно из	3	5
69	для него	2	5
70	наряду с	1	5
71	как бы	10	5
72	да и	1	5
73	с ее	2	5
74	что в	8	5
75	и другие	1	5
76	а между	8	4
77	но не	2	4
78	то в	2	4
79	он не	3	4
80	и уже	2	4
81	в других	1	4
82	тем не	4	4
83	тому что	2	4
84	же время	2	4
85	и сама	1	4
86	как будто	5	4
87	того чтобы	8	4
88	что они	2	4
89	только в	6	4
90	в качестве	1	4
91	что и	7	4
92	для того	8	4
93	то и	2	4
94	не может	17	4
95	была бы	1	3
96	по его	2	3
97	на себя	1	3
98	в ней	3	3
99	но при	1	3
100	еще не	5	3
101	и на	6	3
102	столь же	5	3
103	перед глазами	1	3
104	со стороны	1	3
105	бы не	1	3
106	в нем	3	3
107	можно было	1	3
108	что все	5	3
109	мы уже	4	3
110	с другими	1	3
111	было бы	3	3
112	в них	2	3
113	несмотря на	6	3
114	в этих	3	3
115	пока еще	1	3
116	этом и	1	3
117	как о	1	3
118	на него	2	3
119	о них	2	3
120	со своим	1	3
121	же самое	1	3
122	в человеке	1	3
123	и это	3	3
124	не могу	1	3
125	что у	2	3
126	все его	2	3
127	это была	1	3
128	к нему	2	3
129	с ними	2	3
130	и ее	2	3
131	с одной	3	3
132	для нас	3	3
133	с нею	1	3
134	что на	1	3
135	с другой	6	3
136	а с	4	3
137	прежде всего	3	3
138	у всех	1	3
139	среди других	1	3
140	так же	8	3
141	противоречие с	1	3
142	одной стороны	2	3
143	в состоянии	4	3
144	все это	11	3
145	ли в	1	3
146	будто бы	1	3
147	все они	5	3
148	в памяти	1	3
149	и состоит	2	3
150	самом деле	12	3
151	все что	9	3
152	же как	3	2
153	и то	4	2
154	в первом	1	2
155	той же	1	2
156	а как	1	2
157	не во	1	2
158	говорить о	2	2
159	а для	2	2
160	он сам	1	2
161	тем как	1	2
162	различия между	3	2
163	если в	1	2
164	отношение к	4	2
165	все же	13	2
166	и к	5	2
167	но в	4	2
168	со своей	1	2
169	та же	3	2
170	бы с	1	2
171	в нашем	3	2
172	из этих	8	2
173	не более	2	2
174	о ее	1	2
175	тому же	6	2
176	роли в	1	2
177	мысли и	1	2
178	но именно	1	2
179	о которой	2	2
180	в принципе	1	2
181	на этом	2	2
182	однако в	1	2
183	не будет	5	2
184	же не	3	2
185	мире не	1	2
186	зрения на	1	2
187	лишь в	5	2
188	его в	5	2
189	это было	1	2
190	который и	1	2
191	от которого	1	2
192	о которых	6	2
193	же я	1	2
