N	2gram	Ircho_Kome_1	Morfolog
1	может быть	9	52
2	и т	9	49
3	т д	4	47
4	таким образом	8	20
5	представляет собой	1	17
6	не может	2	17
7	в этих	1	16
8	т е	13	16
9	могут быть	3	15
10	с этим	1	14
11	и в	22	13
12	действующих лиц	4	13
13	в этом	3	13
14	так как	4	12
15	и др	1	12
16	перед нами	1	11
17	чаще всего	3	11
18	заметить что	1	10
19	то же	6	9
20	так и	5	9
21	прежде всего	5	9
22	и не	8	9
23	что и	4	8
24	с другой	5	8
25	по существу	1	8
26	в результате	4	8
27	вопрос о	3	7
28	и этим	1	7
29	в качестве	4	7
30	в тех	3	7
31	все же	3	7
32	но если	1	7
33	но не	2	6
34	во время	5	6
35	подобно тому	1	6
36	не могут	1	6
37	и здесь	2	6
38	а также	4	6
39	в форме	2	6
40	в том	11	6
41	а в	6	6
42	мы не	3	5
43	во всех	1	5
44	не все	1	5
45	тому как	1	5
46	то что	2	5
47	в образе	3	5
48	в ходе	1	5
49	далеко не	1	5
50	не менее	3	5
51	потому что	5	5
52	в поле	1	5
53	или в	2	5
54	иногда в	1	5
55	вслед за	2	5
56	один из	5	5
57	наряду с	2	5
58	как бы	1	5
59	и другие	1	5
60	также и	1	4
61	тех же	2	4
62	к началу	1	4
63	то это	1	4
64	если в	1	4
65	как в	5	4
66	хотя и	3	4
67	и как	3	4
68	не только	10	4
69	на его	5	4
70	на этом	2	4
71	об этом	1	4
72	его в	3	4
73	было бы	2	4
74	вовсе не	2	4
75	как и	9	4
76	несмотря на	4	4
77	точки зрения	4	4
78	тем не	2	4
79	ничего не	3	4
80	тем что	4	4
81	в других	2	4
82	как мы	4	4
83	он совершает	1	4
84	видно что	1	4
85	по отношению	3	4
86	другой стороны	5	4
87	так же	3	4
88	отношению к	3	4
89	что в	6	4
90	на самом	1	3
91	всего это	1	3
92	и для	1	3
93	независимо от	2	3
94	целый ряд	1	3
95	но в	4	3
96	в целом	3	3
97	и по	6	3
98	но все	1	3
99	вопрос как	1	3
100	из них	10	3
101	ни в	6	3
102	том что	12	3
103	в то	10	3
104	в сущности	2	3
105	на него	4	3
106	того чтобы	1	3
107	от того	1	3
108	и другим	1	3
109	на нем	2	3
110	большей частью	2	3
111	в живых	1	3
112	с собой	1	3
113	но и	11	3
114	он не	3	3
115	к нему	2	3
116	и ее	3	3
117	в начале	3	3
118	а то	2	3
119	связывается с	1	3
120	друг друга	1	3
121	мы можем	4	3
122	в руки	1	3
123	по мотивам	1	3
124	что они	4	3
125	для этой	1	3
126	из которых	2	3
127	но это	2	3
128	это уже	1	3
129	только что	2	3
130	же в	4	3
131	пока же	1	3
132	обычно в	1	2
133	как это	3	2
134	тем же	1	2
135	что эти	1	2
136	отсюда видно	1	2
137	время как	4	2
138	средств к	1	2
139	мы получаем	1	2
140	совсем не	2	2
141	друг на	1	2
142	а с	1	2
143	и таким	2	2
144	тех случаях	1	2
145	и к	1	2
146	более или	1	2
147	то в	1	2
148	сказать о	1	2
149	право на	2	2
150	из его	4	2
151	в состязание	1	2
152	одному из	2	2
153	чего следует	1	2
154	состоит в	1	2
155	д все	1	2
156	можно было	1	2
157	и за	1	2
158	в другом	4	2
159	мы уже	1	2
160	большинстве случаев	1	2
161	это было	1	2
162	обоих случаях	1	2
163	за ней	1	2
164	ни одной	2	2
165	с тем	1	2
166	или менее	2	2
167	и более	1	2
168	однако в	3	2
169	таких случаев	1	2
170	в обоих	1	2
171	герою в	1	2
172	одна из	2	2
173	см ниже	3	2
174	и его	8	2
175	так например	1	2
176	не получает	1	2
177	в каком	1	2
178	один раз	1	2
179	к себе	1	2
180	для того	1	2
181	вывод что	2	2
182	в в	4	2
183	можно сделать	3	2
184	то время	5	2
185	и что	1	2
186	если они	2	2
187	ясно что	4	2
188	означает что	1	2
189	о том	8	2
190	с одной	3	2
191	путь к	2	2
192	не означает	1	2
193	и только	1	2
194	е а	1	2
195	дома в	1	2
196	того что	1	2
197	герой в	1	2
198	хотя бы	1	2
199	идет по	1	2
200	что он	6	2
201	только в	3	2
202	он действует	1	2
203	функций между	1	2
204	себя в	1	2
205	с двумя	1	2
206	в большинстве	1	2
207	в виде	3	2
208	никто не	1	2
209	этим же	1	2
210	действующим лицам	1	2
211	из двух	1	2
212	не знает	1	2
213	сказать что	1	2
214	вторая половина	1	2
215	о похищении	1	2
216	имеет свои	1	2
217	в частности	3	2
218	или по	2	2
219	незадолго до	1	2
220	одной стороны	3	2
221	случаях когда	1	2
222	сразу же	1	2
223	от него	1	2
224	или нет	1	2
225	например на	1	2
226	одной из	3	2
227	или непосредственно	1	2
228	или другими	1	2
229	к этому	4	2
230	к людям	2	1
231	он получает	1	1
232	он может	1	1
233	применении к	1	1
234	между двумя	1	1
235	почти всегда	2	1
236	встречаются на	1	1
237	в доме	2	1
238	уже по	1	1
239	г в	4	1
240	эту же	1	1
241	и была	1	1
242	ответить на	1	1
243	от своих	1	1
244	что это	1	1
245	что иное	1	1
246	ему в	1	1
247	и заставляет	1	1
248	средство для	1	1
249	собой в	1	1
250	которые он	2	1
251	он был	2	1
252	его т	1	1
253	различных животных	1	1
254	к целому	1	1
255	прячется в	1	1
256	служит для	1	1
257	тем как	2	1
258	коем случае	1	1
259	же она	1	1
260	не входит	1	1
261	с трудом	1	1
262	ответ на	1	1
263	отношение к	3	1
264	отличие от	2	1
265	в рамках	2	1
266	дает нам	1	1
267	нашу задачу	1	1
268	для всех	2	1
269	что касается	2	1
270	в полном	1	1
271	некоторый свет	1	1
272	говорит что	1	1
273	его к	1	1
274	на войну	1	1
275	этой цели	2	1
276	в этот	1	1
277	в подземное	1	1
278	другом случае	1	1
279	следует рассмотреть	1	1
280	со своей	2	1
281	в которой	6	1
282	тут и	1	1
283	из этих	1	1
284	одном случае	1	1
285	не в	6	1
286	в этой	7	1
287	остановиться на	1	1
288	и тот	1	1
289	быть объяснена	1	1
290	на то	3	1
291	но прежде	1	1
292	что она	1	1
293	главным образом	3	1
294	было сделано	1	1
295	время и	2	1
296	и вот	4	1
297	и независимо	1	1
298	его до	1	1
299	по его	1	1
300	в каждом	1	1
301	здесь мы	3	1
302	то ни	2	1
303	связанные с	2	1
304	они должны	1	1
305	в совершенно	1	1
306	же касается	1	1
307	конечно в	1	1
308	а их	1	1
309	них не	1	1
310	на все	2	1
311	к заключению	1	1
312	следить за	1	1
313	и отдельные	1	1
314	и тем	2	1
315	даже в	3	1
316	следит за	1	1
317	в это	1	1
318	нет в	1	1
319	о которых	5	1
320	его перед	1	1
321	как видно	2	1
322	этим и	2	1
323	герои с	1	1
324	в их	4	1
325	этому же	1	1
326	сл в	2	1
327	которые в	1	1
328	при этом	5	1
329	свет на	1	1
330	но он	2	1
331	земле и	1	1
332	такой способ	1	1
333	теми же	1	1
334	все это	5	1
335	тому что	1	1
336	и очень	1	1
337	принципов и	1	1
338	она могла	1	1
339	самого начала	1	1
340	того как	3	1
341	сходство не	1	1
342	и притом	2	1
343	и сама	1	1
344	не вызывает	1	1
345	больше чем	1	1
346	герои попадают	1	1
347	на землю	3	1
348	же время	4	1
349	к концу	1	1
350	на те	2	1
351	за исключением	3	1
352	как на	1	1
353	одним из	1	1
354	у нас	3	1
355	в коем	1	1
356	в мгновение	1	1
357	включается в	1	1
358	всего в	3	1
359	к тому	6	1
360	из любимейших	1	1
361	кем и	1	1
362	на это	1	1
363	где он	2	1
364	в применении	1	1
365	не делает	1	1
366	с ее	2	1
367	непосредственно или	1	1
368	же не	1	1
369	данном случае	1	1
370	особый случай	1	1
371	как по	2	1
372	него самого	1	1
373	действия и	1	1
374	с самого	1	1
375	приводит к	1	1
376	роль в	1	1
377	в v	2	1
378	на основании	3	1
379	в глаза	1	1
380	те же	1	1
381	мог бы	2	1
382	еще в	5	1
383	когда в	1	1
384	во второй	3	1
385	по ее	1	1
386	и с	3	1
387	в последней	1	1
388	подземное царство	1	1
389	находится в	2	1
390	вероятно что	3	1
391	связанное с	1	1
392	при сравнении	1	1
393	иное как	1	1
394	действие происходит	1	1
395	по плану	1	1
396	на вопрос	1	1
397	бы то	2	1
398	там же	3	1
399	как было	1	1
400	доходит до	1	1
401	в его	5	1
402	и одинаково	1	1
403	если это	1	1
404	к ней	2	1
405	полет на	1	1
406	в лице	1	1
407	после смерти	3	1
408	что действия	1	1
409	о его	1	1
410	ли он	1	1
411	говорить о	1	1
412	мгновение ока	1	1
413	который в	2	1
414	самые разнообразные	1	1
415	это видно	1	1
416	в предисловии	1	1
417	в эти	2	1
418	вопрос откуда	1	1
419	можно на	1	1
420	к земле	1	1
421	и у	3	1
422	действующего лица	1	1
423	каким образом	1	1
424	не дает	1	1
425	в данной	1	1
426	за ним	1	1
427	а и	1	1
428	не так	1	1
429	всяком случае	2	1
430	в одном	8	1
431	ее не	1	1
432	составных частей	1	1
433	у него	3	1
434	которые могут	1	1
435	между прочим	2	1
436	по приказанию	1	1
437	для решения	1	1
438	само собой	1	1
439	не противоречит	1	1
440	в работу	1	1
441	и целые	1	1
442	только на	1	1
443	до начала	2	1
444	и даже	5	1
445	со стороны	2	1
446	даже не	2	1
447	точек зрения	2	1
448	до сих	2	1
449	может и	1	1
450	на ее	1	1
451	именно в	4	1
452	эти две	1	1
453	лица в	1	1
454	еще и	2	1
455	такое же	1	1
456	его из	1	1
457	что им	1	1
458	по тем	1	1
459	к первому	1	1
460	материал в	1	1
461	на этот	1	1
462	а сам	2	1
463	на которых	1	1
464	в заточении	1	1
465	следует только	1	1
466	о чем	1	1
467	для их	1	1
468	подчиняются и	1	1
469	вызвать в	1	1
470	все более	3	1
471	художественных приемов	2	1
472	их за	1	1
473	так мы	1	1
474	между ее	1	1
475	по своему	3	1
476	предположить что	1	1
477	в данном	1	1
478	в течение	3	1
479	не удалось	3	1
480	одновременно с	1	1
481	заключению что	1	1
482	как будто	2	1
483	возможным но	1	1
484	что же	1	1
485	эти детали	1	1
486	с этой	1	1
487	что отец	1	1
488	сих пор	2	1
489	же самое	2	1
490	все остальные	3	1
491	рассматривать как	1	1
492	с большой	1	1
493	сравнить с	1	1
494	не подходит	1	1
495	и все	3	1
496	которую он	2	1
497	существованию и	1	1
498	бы в	1	1
499	бы на	1	1
500	бросается в	1	1
501	то оно	1	1
502	войну а	1	1
503	тяжелый камень	1	1
504	сведения о	1	1
505	этот же	1	1
506	или что-либо	1	1
507	которым он	1	1
508	остается на	1	1
509	эти же	1	1
510	не что	1	1
511	выходят за	1	1
512	этим объясняется	1	1
513	в таком	1	1
514	во всяком	2	1
