N	3gram	Voloshinov_1	Komedia
1	в том что	1	5
2	вместе с тем	1	4
3	о том что	2	4
4	для того чтобы	1	4
5	и столь же	1	3
6	в связи с	1	3
7	одних и тех	1	2
8	в этом смысле	3	2
9	до сих пор	3	2
10	бы то ни	1	2
11	и тех же	1	2
12	то ни было	1	2
13	с одной стороны	1	2
14	во всяком случае	3	2
15	можно было бы	1	2
16	друг с другом	1	2
17	из сказанного становится	1	1
18	в самом деле	2	1
19	с точки зрения	6	1
20	на первый план	1	1
21	как это было	1	1
22	с самого начала	4	1
23	и та же	1	1
24	а может быть	1	1
25	в углу комнаты	1	1
26	в каком направлении	1	1
27	может быть даже	1	1
28	а то и	1	1
29	может привести к	1	1
30	а вместе с	1	1
31	так как он	1	1
32	же что и	1	1
33	той или иной	1	1
34	по сравнению с	3	1
35	имеем дело с	1	1
36	мало общего с	1	1
37	одна и та	1	1
38	таким образом и	1	1
39	в жизни мы	1	1
40	не может быть	3	1
41	нельзя сказать о	1	1
42	так и в	1	1
43	связи с этим	1	1
44	мы можем сказать	2	1
45	как мы знаем	1	1
46	в большинстве случаев	3	1
47	время и на	1	1
48	в философии и	1	1
49	можем сказать что	1	1
