N	2gram	Vygotskiy__2	KFilosof
1	может быть	9	43
2	в его	2	39
3	в нем	1	31
4	не может	9	27
5	и не	7	26
6	по отношению	6	25
7	и в	15	22
8	в себе	2	21
9	в котором	2	21
10	отношению к	5	21
11	не есть	1	19
12	и его	4	17
13	в ее	1	17
14	а не	3	17
15	только в	4	16
16	в этом	19	13
17	точки зрения	26	13
18	и это	3	12
19	но не	3	12
20	ни в	2	12
21	для него	3	12
22	все эти	3	11
23	в своей	4	11
24	не в	8	11
25	к нему	1	11
26	во всех	2	10
27	в своем	9	10
28	это не	5	10
29	с точки	18	10
30	все это	4	10
31	из себя	1	10
32	и есть	2	9
33	в их	2	9
34	в целом	10	9
35	но и	10	9
36	как бы	7	9
37	и для	2	9
38	и все	3	9
39	лишь в	3	8
40	было бы	10	8
41	мир в	1	8
42	если бы	8	8
43	со стороны	3	8
44	я должен	1	7
45	то что	20	7
46	во всем	2	7
47	должен быть	2	7
48	на основе	7	7
49	в себя	2	7
50	и здесь	1	7
51	что и	2	7
52	конечно не	1	7
53	вовсе не	6	7
54	я не	1	6
55	менее всего	1	6
56	отнюдь не	2	6
57	он не	7	6
58	этот момент	1	6
59	и только	3	6
60	и их	5	6
61	но это	1	6
62	в смысле	1	6
63	в том	33	6
64	мы имеем	3	5
65	но как	1	5
66	все же	4	5
67	но в	6	5
68	жизнь как	1	5
69	не только	15	5
70	но ведь	2	5
71	то же	5	5
72	но все	2	5
73	его в	1	5
74	как и	6	5
75	должно быть	2	5
76	от его	4	5
77	но эта	3	5
78	не имеет	4	5
79	никогда не	8	5
80	для себя	3	5
81	с ним	3	5
82	со всем	1	5
83	именно в	2	5
84	там где	6	5
85	в основе	3	5
86	хотя бы	4	5
87	жизни в	1	5
88	не знает	1	5
89	как его	1	4
90	в действительной	1	4
91	в чем	1	4
92	при этом	3	4
93	время и	1	4
94	здесь мы	1	4
95	бы быть	1	4
96	входит в	1	4
97	место в	1	4
98	тем самым	3	4
99	к ним	1	4
100	не по	1	4
101	в категориях	2	4
102	и т.д	12	4
103	и пространство	1	4
104	мира и	2	4
105	места и	1	4
106	между тем	1	4
107	во всей	5	4
108	могло бы	1	4
109	нисколько не	2	4
110	ни было	1	4
111	в одном	2	4
112	том что	27	4
113	для нас	4	4
114	а в	4	4
115	что в	14	4
116	в своих	1	4
117	самом деле	6	3
118	на самом	3	3
119	единстве и	1	3
120	для которого	3	3
121	и этот	1	3
122	мы не	10	3
123	что это	6	3
124	в ней	1	3
125	и на	1	3
126	а следовательно	1	3
127	себе и	1	3
128	нет и	2	3
129	независимо от	4	3
130	данный момент	1	3
131	к чему	2	3
132	бы и	3	3
133	теории и	1	3
134	для того	10	3
135	всех своих	1	3
136	могла бы	1	3
137	в другом	2	3
138	этом смысле	2	3
139	нет в	1	3
140	рядом с	1	3
141	нигде не	1	3
142	тогда когда	5	3
143	где он	1	3
144	на язык	2	3
145	ничего не	3	3
146	их единстве	1	3
147	целом и	1	3
148	и делает	1	3
149	могут быть	2	3
150	здесь не	1	3
151	но здесь	1	3
152	в виду	6	3
153	о том	9	3
154	других людей	1	3
155	того или	1	3
156	ним и	1	3
157	того что	17	3
158	в современной	1	3
159	действительной жизни	1	3
160	и тем	2	3
161	всем его	1	3
