N	4gram	Vygotskiy__1	Psycholo
1	заключается в том что	4	7
2	одной и той же	2	4
3	в том что он	1	3
4	так же точно как	1	3
5	для того чтобы показать	2	2
6	остается ничего другого как	2	2
7	состоит в том чтобы	1	2
8	в том что в	1	2
9	так же точно и	1	2
10	в то время как	4	2
11	не остается ничего другого	2	2
12	точно так же как	1	2
13	в то же время	1	2
14	все более и более	2	2
15	для того чтобы заметить	1	2
16	с таким образом и	2	2
17	он прямо говорит что	1	1
18	самом деле стоит только	1	1
19	одно и то же	2	1
20	заключается в том чтобы	1	1
21	которые отличают его от	1	1
22	для того чтобы сделать	1	1
23	с этой точки зрения	1	1
24	того чтобы показать как	1	1
25	все больше и больше	1	1
26	так же точно в	1	1
27	приходит к выводу что	3	1
28	ответ на этот вопрос	2	1
29	в полном согласии с	1	1
30	в самом деле стоит	1	1
31	а с другой стороны	2	1
32	само собой разумеется что	1	1
33	указывает на то что	2	1
34	того чтобы показать что	1	1
35	для того чтобы объяснить	1	1
36	столько же сколько и	1	1
37	в силу того что	1	1
38	того чтобы заметить что	1	1
39	же точно как в	1	1
40	и до наших дней	1	1
41	так же как и	4	1
42	приводит к тому что	1	1
43	всегда и постоянно от	1	1
44	вместе с тем и	1	1
