N	3gram	Ircho_Kome_1	DiskursI
1	в отличие от	1	12
2	в данном случае	1	6
3	в том что	9	6
4	то же время	4	5
5	как и в	2	5
6	по отношению к	3	4
7	в этом отношении	3	4
8	в то же	4	4
9	с одной стороны	3	4
10	о том что	3	3
11	в обоих случаях	1	2
12	состоит в том	1	2
13	подобно тому как	1	2
14	в соответствии с	1	2
15	что же касается	1	2
16	в первую очередь	2	2
17	еще в одном	1	2
18	на мой взгляд	1	2
19	но при этом	1	2
20	и прежде всего	1	2
21	но прежде всего	1	1
22	том что в	1	1
23	не в состоянии	2	1
24	вождя афинской демократии	1	1
25	в чем не	1	1
26	другой стороны в	1	1
27	время от времени	1	1
28	друг от друга	1	1
29	с другой стороны	5	1
30	можно говорить о	1	1
31	бы то ни	2	1
32	нас не дошли	1	1
33	по аналогии с	1	1
34	в этот период	1	1
35	одна из них	1	1
36	ничего не знаем	1	1
37	героя нашего времени	1	1
38	в это время	1	1
39	в значительной степени	1	1
40	в применении к	1	1
41	внешнее и внутреннее	1	1
42	то ни было	2	1
43	жизни но и	1	1
44	говоря уже о	2	1
45	как будто бы	1	1
46	каждый из них	2	1
47	во всяком случае	2	1
48	в самых общих	1	1
49	до нас не	1	1
50	самых общих чертах	1	1
51	ни в чем	1	1
52	и каждый из	1	1
53	в одном из	4	1
54	с самого начала	1	1
55	мы ничего не	1	1
56	в большинстве случаев	1	1
57	в том числе	1	1
58	тем не менее	1	1
59	речь идет о	3	1
60	не говоря уже	2	1
