N	2gram	Vygotskiy__1	KulturaY
1	и т	1	54
2	и в	23	23
3	точки зрения	26	23
4	в том	24	22
5	не только	16	17
6	в этом	17	16
7	было бы	4	16
8	с точки	18	16
9	самом деле	3	14
10	может быть	14	14
11	в области	3	14
12	в самом	7	13
13	что в	14	13
14	не менее	1	12
15	потому что	6	12
16	для того	15	12
17	вопрос о	7	11
18	том что	21	11
19	того чтобы	17	11
20	можно было	3	11
21	в его	14	11
22	того что	15	11
23	а не	3	11
24	и не	9	10
25	еще не	1	9
26	таким образом	26	9
27	тем не	1	9
28	хотя бы	4	9
29	так как	7	9
30	прежде всего	10	9
31	т д	1	8
32	лишь в	6	8
33	зависимости от	2	8
34	если бы	5	8
35	в виду	1	8
36	уже не	2	8
37	до сих	4	8
38	сих пор	4	8
39	между прочим	1	8
40	как на	4	8
41	как это	2	7
42	в зависимости	2	7
43	все эти	4	7
44	в нашем	2	7
45	должно быть	2	7
46	речи в	14	7
47	того как	2	7
48	если мы	2	7
49	и что	5	7
50	с другой	10	7
51	или иной	1	7
52	в данном	2	7
53	слова и	5	7
54	сказать что	11	7
55	то же	8	6
56	говорить о	2	6
57	в общем	3	6
58	с помощью	13	6
59	в силу	6	6
60	только в	6	6
61	так и	5	6
62	при этом	4	6
63	и тем	6	6
64	с тем	7	6
65	в их	3	6
66	о языке	1	6
67	ничего не	3	6
68	связи с	3	6
69	не может	12	6
70	могут быть	3	6
71	по себе	5	6
72	о том	6	6
73	что и	1	6
74	что он	7	6
75	для этого	5	6
76	также и	1	5
77	в первом	2	5
78	как мы	5	5
79	я не	3	5
80	в чем	4	5
81	уже выше	1	5
82	независимо от	6	5
83	все же	3	5
84	хотя и	2	5
85	из этих	3	5
86	как бы	11	5
87	что она	4	5
88	как и	14	5
89	не в	4	5
90	вовсе не	3	5
91	от того	6	5
92	той или	1	5
93	слов и	1	5
94	тем что	6	5
95	на которых	2	5
96	что же	1	5
97	тем более	5	5
98	а в	2	5
99	совершенно не	1	5
100	тех же	2	4
101	в сущности	6	4
102	для нашей	1	4
103	столь же	6	4
104	как в	4	4
105	в своем	3	4
106	только тогда	2	4
107	целый ряд	4	4
108	вопросом о	1	4
109	в целом	20	4
110	ясно что	2	4
111	этого слова	4	4
112	в своей	4	4
113	не столько	4	4
114	которые в	1	4
115	том чтобы	3	4
116	тому что	5	4
117	тем самым	5	4
118	тогда когда	3	4
119	учения о	6	4
120	как раз	4	4
121	в ее	2	4
122	данном случае	2	4
123	а также	1	4
124	заключается в	8	4
125	между тем	9	4
126	один из	2	4
127	с одной	8	4
128	что не	1	4
129	слова в	1	4
130	не было	1	4
131	одной стороны	9	4
132	письменной речи	2	4
133	мы говорим	1	4
134	то что	17	4
135	только как	1	4
136	в таком	1	4
137	в слове	2	4
138	речь идет	2	3
139	на самом	1	3
140	то в	1	3
141	той же	2	3
142	есть не	2	3
143	мы не	7	3
144	сам по	3	3
145	в ней	1	3
146	только после	1	3
147	но не	4	3
148	то он	1	3
149	по отношению	7	3
150	очевидно что	1	3
151	речи но	3	3
152	то обстоятельство	1	3
153	отнюдь не	1	3
154	что именно	3	3
155	что как	2	3
156	и к	4	3
157	бы и	2	3
158	что это	3	3
159	бы сказать	2	3
160	но на	1	3
161	он не	5	3
162	в первую	3	3
163	и вот	2	3
164	и с	9	3
165	с этой	6	3
166	мы видели	2	3
167	но если	1	3
168	в которых	3	3
169	и более	5	3
170	что сам	1	3
171	как проблема	1	3
172	в отношении	10	3
173	она не	3	3
174	в то	7	3
175	как о	1	3
176	не имеет	2	3
177	на него	2	3
178	в процессе	8	3
179	и именно	1	3
180	такое изучение	2	3
181	был бы	2	3
182	в каком	3	3
183	обстоятельство что	1	3
184	только то	1	3
185	сказано выше	1	3
186	в результате	4	3
187	на вопрос	2	3
188	но и	14	3
189	нас в	1	3
190	связь между	6	3
191	это не	1	3
192	вообще и	1	3
193	речи которые	1	3
194	может иметь	1	3
195	этот вопрос	3	3
196	в какой	5	3
197	и действительно	1	3
198	уже в	3	3
199	вопроса о	2	3
200	ни в	4	3
201	могло бы	1	3
202	мы находим	3	3
203	то это	1	3
204	именно в	6	3
205	есть язык	1	3
206	а именно	1	3
207	а с	4	3
208	естественно что	1	3
209	и пр	2	3
210	стать на	1	3
211	первую очередь	3	3
212	в ряду	1	3
213	я хочу	1	3
214	когда мы	1	3
215	по существу	4	3
216	там где	2	3
217	но для	1	3
218	этого рода	2	3
219	к тому	4	3
220	мы должны	5	3
221	слово в	1	3
222	другой стороны	9	3
223	речи как	8	3
224	по поводу	1	3
225	смысле слова	3	2
226	книги в	2	2
227	отношению к	7	2
228	что эти	2	2
229	собственном смысле	5	2
230	уже что	1	2
231	и говорить	1	2
232	к рассмотрению	1	2
233	быть в	1	2
234	в различных	1	2
235	заключается не	1	2
236	и вопрос	1	2
237	не то	1	2
238	отличие от	1	2
239	не просто	1	2
240	за пределы	2	2
241	что они	3	2
242	сама по	1	2
243	языка и	1	2
244	и я	2	2
245	это самое	1	2
246	как к	1	2
247	смысле этого	3	2
248	когда он	2	2
249	и как	5	2
250	но в	5	2
251	лишь о	1	2
252	еще на	3	2
253	он в	3	2
254	учение о	3	2
255	в известном	2	2
256	как он	3	2
257	в значении	1	2
258	лишь что	1	2
259	отношений между	4	2
260	и если	3	2
261	быть с	2	2
262	состоит в	1	2
263	на этом	2	2
264	но все	2	2
265	что все	4	2
266	пока мы	1	2
267	значение в	3	2
268	и дальше	1	2
269	на протяжении	1	2
270	с другими	2	2
271	такой же	3	2
272	мере не	1	2
273	как таковой	2	2
274	остается в	1	2
275	в этих	2	2
276	из того	5	2
277	и при	2	2
278	и без	1	2
279	в котором	4	2
280	мы называем	3	2
281	в отличие	1	2
282	мысли и	6	2
283	точку зрения	2	2
284	если это	2	2
285	нас к	8	2
286	раз и	1	2
287	может служить	1	2
288	к новым	1	2
289	структурные моменты	1	2
290	проблема и	1	2
291	слова как	2	2
292	по своему	1	2
293	в лингвистическом	1	2
294	которые можно	1	2
295	более что	1	2
296	никак не	1	2
297	отличается от	1	2
298	относительно того	1	2
299	речи эта	1	2
300	не станем	5	2
301	из всего	1	2
302	но мы	1	2
303	в дальнейшем	1	2
304	к его	2	2
305	и здесь	1	2
306	внимание на	1	2
307	можно сказать	5	2
308	на точку	1	2
309	как они	1	2
310	эти два	1	2
311	известном смысле	2	2
312	моменты в	1	2
313	сразу же	1	2
314	в двух	2	2
315	о значении	1	2
316	вопрос об	6	2
317	именно на	1	2
318	в качестве	9	2
319	то и	3	2
320	что если	2	2
321	тем чтобы	1	2
322	речь в	2	2
323	не дает	1	2
324	а то	1	2
325	что следует	1	2
326	в одном	4	2
327	так то	1	2
328	ответа на	2	2
329	себе представить	1	2
330	значении слова	2	2
331	речи а	1	2
332	один и	1	2
333	только что	4	2
334	живого современного	1	2
335	на этот	3	2
336	в свете	4	2
337	вопросе о	1	2
338	о чем	2	2
339	какой мере	2	2
340	что мы	5	2
341	чем же	1	2
342	в частности	2	2
343	вместе с	9	2
344	так же	16	2
345	в область	1	2
346	но сам	1	2
347	тому как	1	2
348	в тех	1	2
349	согласно которому	1	2
350	иначе говоря	2	2
351	как например	1	2
352	только для	3	2
353	все это	6	2
354	кроме того	1	2
355	из ряда	1	2
356	к вопросу	2	2
357	вопрос в	1	2
358	указать на	1	2
359	не с	2	2
360	последнего времени	1	2
361	главным образом	2	2
362	в большей	1	2
