N	3gram	Losev_Vesc_1	Myslijsy
1	в том что	4	13
2	не может быть	6	9
3	тем не менее	3	6
4	с другой стороны	2	5
5	не в том	1	4
6	в свою очередь	4	4
7	само по себе	1	4
8	в том смысле	1	4
9	только тогда когда	2	4
10	и т д	19	4
11	подобно тому как	4	3
12	с точки зрения	3	3
13	а так как	2	3
14	с тем что	1	3
15	с одной стороны	3	3
16	сама по себе	3	3
17	а в том	1	3
18	и как бы	1	3
19	что и в	1	3
20	не только в	4	3
21	в то же	1	3
22	таким образом что	1	2
23	что иное как	7	2
24	хотя бы даже	1	2
25	только потому что	1	2
26	дело в том	2	2
27	в себе или	2	2
28	так что в	3	2
29	бы то ни	4	2
30	что не только	1	2
31	но и для	1	2
32	по крайней мере	4	2
33	то и другое	4	2
34	к тому что	2	2
35	в применении к	1	2
36	и потому что	1	2
37	для того чтобы	2	2
38	все то что	1	2
39	в одном и	1	2
40	не могла бы	1	2
41	и того же	1	2
42	с этим последним	1	2
43	не только не	2	2
44	как бы ни	2	2
45	одного и того	1	2
46	не что иное	7	2
47	но и все	1	1
48	а следовательно и	1	1
49	того что в	1	1
50	но так как	1	1
51	это было бы	1	1
52	но то что	1	1
53	того или другого	1	1
54	с тех пор	1	1
55	потому что я	2	1
56	одной стороны и	1	1
57	в действительности не	1	1
58	мы не можем	1	1
59	и не только	4	1
60	что как бы	1	1
61	и то и	1	1
62	сам по себе	3	1
63	сами по себе	3	1
64	что человек есть	1	1
65	не потому что	4	1
66	тогда когда уже	1	1
67	не есть нечто	1	1
68	только то что	2	1
69	в этом отношении	1	1
70	из того что	2	1
71	в собственном смысле	2	1
72	до сих пор	1	1
73	можно было бы	1	1
74	она может быть	2	1
75	может быть только	3	1
76	с этой точки	1	1
77	в ней не	1	1
78	было бы сказать	2	1
79	его должно быть	1	1
80	более или менее	1	1
81	то ни было	4	1
82	собою так что	1	1
83	но оно и	1	1
84	так же как	1	1
85	ни было но	1	1
86	и не с	2	1
87	и во всей	1	1
88	от того что	1	1
89	что мы имеем	1	1
90	того же существа	1	1
91	заключается в том	1	1
92	что у нас	1	1
93	решить вопрос о	1	1
94	ли в этом	1	1
95	психологической точки зрения	1	1
96	потому что она	1	1
97	не только к	2	1
98	еще и потому	1	1
99	между собою так	1	1
100	во всяком случае	2	1
101	только в своем	1	1
102	в одно целое	1	1
103	но совершенно ясно	1	1
104	то что на	1	1
105	т д то	1	1
106	мы видели что	1	1
107	не только потому	1	1
108	не мог бы	1	1
109	с ним по	1	1
110	это потому что	1	1
111	может быть совершенно	1	1
112	ни от какого	1	1
113	по себе а	1	1
114	то не только	2	1
115	д и т	5	1
116	том смысле что	1	1
117	в то время	1	1
118	то что мы	2	1
119	можем ли мы	1	1
120	это значит что	19	1
121	во всех языках	1	1
122	о том что	4	1
123	этой точки зрения	1	1
124	может быть связана	1	1
125	как и во	1	1
126	не есть еще	2	1
127	вопрос о том	1	1
128	с этой стороны	1	1
129	на то что	2	1
130	это не будет	1	1
131	может в то	1	1
132	мысли только в	1	1
133	в первом случае	2	1
134	нужно было бы	1	1
135	не вдаваясь в	1	1
136	не может в	1	1
137	она не может	2	1
138	и для всякого	1	1
139	и есть только	1	1
