N	3gram	Propp_Isto_6	Analitik
1	в том что	5	7
2	по отношению к	2	7
3	с другой стороны	8	5
4	о том что	4	5
5	как и в	2	4
6	в данном случае	3	3
7	как нам кажется	1	2
8	подобно тому как	1	2
9	том что он	1	2
10	о чем речь	1	2
11	при этом он	1	2
12	с одной стороны	7	2
13	тем не менее	1	2
14	во всяком случае	2	2
15	в свое время	1	2
16	можно сказать что	1	2
17	в сравнении с	1	2
18	должны были бы	1	1
19	однако и в	1	1
20	что иное как	1	1
21	в этом мире	1	1
22	в чистом виде	1	1
23	то у нас	1	1
24	он пошел дальше	1	1
25	же мы можем	1	1
26	уже не может	1	1
27	этого мотива в	2	1
28	и в особенности	1	1
29	в этом случае	6	1
30	до сих пор	4	1
31	в таком случае	1	1
32	в зависимости от	1	1
33	таким образом в	1	1
34	это далеко не	2	1
35	на этот вопрос	1	1
36	со всех сторон	1	1
37	однако все эти	1	1
38	могло и не	1	1
39	но в таком	1	1
40	на передний план	1	1
41	между мифом и	1	1
42	здесь мы имеем	4	1
43	в противоречие с	1	1
44	его как и	1	1
45	не только в	4	1
46	так и в	1	1
47	а с другой	1	1
48	всяком случае не	1	1
49	так или иначе	1	1
50	и на примере	1	1
51	как бы в	1	1
52	лицом к лицу	1	1
53	для того чтобы	1	1
54	по ту сторону	1	1
55	в тех случаях	3	1
56	есть не что	1	1
57	все того же	1	1
58	не может быть	3	1
59	то что не	1	1
60	речь идет о	1	1
61	с этой стороны	1	1
62	мы обратимся к	1	1
63	это указание на	1	1
64	тех случаях когда	3	1
65	не что иное	1	1
66	говорилось выше с	1	1
67	здесь как и	1	1
68	в себе не	1	1
69	что и в	2	1
