N	2gram	Propp_Isto_2	EvropaiE
1	и в	15	37
2	в пределах	1	25
3	что в	12	21
4	не только	18	18
5	в то	1	16
6	то же	10	15
7	хотя бы	2	15
8	но в	6	14
9	в качестве	3	14
10	но и	14	14
11	и не	11	14
12	северной америки	1	13
13	в этом	11	12
14	в их	3	11
15	в том	6	11
16	так и	5	10
17	отнюдь не	1	9
18	в себе	4	9
19	только в	6	9
20	прежде всего	5	9
21	не может	5	9
22	так же	13	9
23	т е	29	9
24	было бы	5	8
25	в своей	1	8
26	к тому	5	8
27	с одной	4	8
28	одной стороны	3	8
29	нам кажется	1	7
30	а также	2	7
31	того что	3	7
32	так как	14	7
33	с другой	2	7
34	как и	2	7
35	по своему	1	7
36	между прочим	3	7
37	может быть	17	6
38	и на	4	6
39	во всех	2	6
40	на то	3	6
41	том что	7	6
42	того чтобы	2	6
43	вслед за	1	6
44	вовсе не	1	6
45	как бы	6	6
46	с этой	1	6
47	то что	12	6
48	же как	5	5
49	но не	2	5
50	не в	7	5
51	и по	2	5
52	но если	3	5
53	тем самым	2	5
54	как мы	1	5
55	одной из	4	5
56	со стороны	1	5
57	от этого	1	5
58	в частности	1	5
59	и потому	1	5
60	в течение	1	5
61	в той	1	5
62	как нам	1	5
63	мы не	3	4
64	вопрос о	4	4
65	в ней	4	4
66	в самом	1	4
67	несмотря на	1	4
68	чем в	1	4
69	даже в	1	4
70	в процессе	1	4
71	к ней	2	4
72	по себе	1	4
73	именно в	2	4
74	как это	3	4
75	для нас	4	4
76	сказать что	2	4
77	в каком	1	4
78	на себя	1	3
79	и со	1	3
80	время в	1	3
81	как в	5	3
82	когда он	3	3
83	и к	1	3
84	себе не	1	3
85	представляет собой	5	3
86	но на	1	3
87	мы можем	8	3
88	не будет	1	3
89	в них	1	3
90	с тем	9	3
91	мы видели	2	3
92	и некоторые	1	3
93	в которых	2	3
94	никогда не	15	3
95	потому что	9	3
96	с другом	1	3
97	во все	1	3
98	можно было	5	3
99	о том	3	3
100	что и	6	3
101	отметить что	1	3
102	и только	2	3
103	в стороне	1	3
104	этих народов	1	3
105	из них	2	3
106	себе в	1	3
107	в прошлом	1	3
108	тем что	4	3
109	и прежде	1	3
110	в свою	1	3
111	там где	1	3
112	друг с	1	3
113	и для	2	3
114	в результате	1	3
115	мира и	1	3
116	на своем	1	3
117	это так	2	3
118	ее в	2	3
119	в таком	1	3
120	и наиболее	1	2
121	и то	2	2
122	что эти	4	2
123	и этот	1	2
124	есть не	1	2
125	он сам	1	2
126	населения и	1	2
127	а тем	1	2
128	но как	1	2
129	в сторону	1	2
130	друг от	1	2
131	в свои	1	2
132	как их	1	2
133	в истории	1	2
134	его на	2	2
135	поскольку они	1	2
136	с этим	5	2
137	и как	1	2
138	есть ли	2	2
139	можно в	1	2
140	что это	6	2
141	в этой	4	2
142	что к	1	2
143	и если	2	2
144	как оно	1	2
145	главным образом	2	2
146	он не	8	2
147	в силу	2	2
148	таким образом	7	2
149	это значит	1	2
150	и с	4	2
151	с другими	2	2
152	для них	1	2
153	далеко не	1	2
154	нас к	1	2
155	такой же	2	2
156	в эту	2	2
157	в этих	11	2
158	в котором	5	2
159	представление о	2	2
160	и более	2	2
161	можем сказать	1	2
162	она не	5	2
163	вопрос не	1	2
164	как будто	3	2
165	именно потому	1	2
166	что на	1	2
167	если этот	1	2
168	не могут	1	2
169	могут быть	2	2
170	случаях когда	1	2
171	но по	3	2
172	от друга	1	2
173	на основе	1	2
174	мог бы	3	2
175	и что	6	2
176	и во	1	2
177	к нему	5	2
178	высокой и	1	2
179	в его	6	2
180	и можно	1	2
181	также в	2	2
182	ли здесь	1	2
183	мы должны	4	2
184	но с	2	2
185	этот вопрос	1	2
186	в какой	1	2
187	не можем	1	2
188	при вступлении	1	2
189	при помощи	2	2
190	и других	1	2
191	в одном	5	2
192	заметить что	2	2
193	в других	3	2
194	а именно	3	2
195	будет ли	1	2
196	в некоторых	2	2
197	а не	5	2
198	следовало бы	1	2
199	вместе с	7	2
200	или по	1	2
201	наряду с	6	2
202	что же	1	2
203	в стране	1	2
204	более поздние	2	2
205	происходит в	2	2
206	или в	2	2
207	то не	2	2
208	но еще	1	2
209	еще более	1	2
210	стороны в	1	2
211	и наконец	5	2
212	же в	1	2
213	в другой	4	2
214	мы видим	8	2
215	а в	12	2
216	другой стороны	2	2
217	и эта	1	2
218	в северной	2	2
219	себя как	1	1
220	находятся на	1	1
221	также что	2	1
222	ко всем	1	1
223	в силе	2	1
224	и т	19	1
225	отдельных случаев	3	1
226	например в	2	1
227	в русских	3	1
228	такой момент	1	1
229	связана с	6	1
230	мы здесь	6	1
231	в тех	2	1
232	отметим что	1	1
233	не делает	1	1
234	и это	3	1
235	перед лицом	1	1
236	права и	1	1
237	той же	2	1
238	точнее и	1	1
239	из всего	1	1
240	бы сделать	1	1
241	большую роль	1	1
242	говорить о	1	1
243	то это	6	1
244	когда мы	2	1
245	вступлении в	2	1
246	и русской	1	1
247	тот что	1	1
248	что его	1	1
249	с его	1	1
250	тем как	1	1
251	то мы	2	1
252	краткими указаниями	1	1
253	видели что	3	1
254	чем это	1	1
255	через некоторое	1	1
256	к которой	1	1
257	по отношению	3	1
258	тогда как	1	1
259	отличие от	1	1
260	явление которое	1	1
261	в центре	1	1
262	в одной	4	1
263	дает нам	2	1
264	все же	9	1
265	однако не	1	1
266	кроме того	2	1
267	тех случаях	1	1
268	смысле этого	2	1
269	к тем	1	1
270	что по	1	1
271	говорит об	1	1
272	его к	1	1
