N	4gram	Bakhtin_Fr_1	slovoVRo
1	в то же время	1	4
2	в той или иной	5	3
3	но в то же	1	3
4	той или иной степени	1	3
5	и в новое время	1	2
6	в том что он	1	1
7	в основе его лежит	1	1
8	в средние века и	2	1
9	и не может быть	1	1
10	в том числе и	7	1
11	как мы уже говорили	2	1
12	во всяком случае не	1	1
13	точки зрения на мир	1	1
14	всегда включает в себя	1	1
15	средние века и в	2	1
16	все более и более	1	1
17	всегда в той или	2	1
18	как мы уже сказали	3	1
19	xvii и xviii веках	1	1
20	и в значительной степени	1	1
21	по себе никогда не	1	1
22	в xvii и xviii	1	1
23	и др то есть	1	1
24	еще раз подчеркнуть что	1	1
