N	2gram	Vygotskiy__5	Komedia
1	и в	30	26
2	и не	6	14
3	едва ли	2	14
4	так и	3	12
5	к тому	8	12
6	и его	6	12
7	в том	27	11
8	тому же	1	11
9	может быть	11	11
10	на протяжении	1	10
11	но и	6	10
12	в этом	14	10
13	вместе с	12	9
14	что в	24	9
15	если бы	11	9
16	столь же	1	9
17	том что	21	9
18	ясно что	6	8
19	было бы	5	8
20	ли не	2	7
21	что и	3	7
22	и на	3	7
23	не только	16	7
24	из них	2	7
25	и здесь	6	6
26	еще не	5	6
27	таким образом	20	6
28	в двух	5	6
29	в нем	7	6
30	того чтобы	20	6
31	потому что	23	6
32	то что	37	6
33	в то	2	6
34	во время	1	6
35	о том	10	6
36	в своем	6	6
37	и с	2	5
38	больше чем	1	5
39	действующих лиц	7	5
40	так что	3	5
41	с тем	8	5
42	к этому	3	5
43	а затем	2	5
44	в качестве	2	5
45	с этим	2	5
46	для того	20	5
47	ни в	3	5
48	один из	5	5
49	с его	2	5
50	что он	17	5
51	в которой	3	5
52	все же	7	4
53	как и	6	4
54	точки зрения	7	4
55	прежде всего	4	4
56	и для	6	4
57	не менее	1	4
58	что это	8	4
59	что у	3	4
60	как это	7	4
61	с и	5	4
62	же в	2	4
63	одной из	1	4
64	и от	1	4
65	в начале	1	4
66	между тем	1	4
67	в последние	1	4
68	в его	4	4
69	в этих	3	4
70	еще в	2	4
71	как мы	5	4
72	из этих	3	4
73	комедии и	1	4
74	хотя и	1	4
75	что для	1	4
76	в них	4	4
77	у него	3	4
78	тому что	8	4
79	в самом	14	4
80	в частности	4	4
81	на этот	3	4
82	о его	1	4
83	меньше всего	3	4
84	только в	5	4
85	уже в	6	4
86	как будто	6	4
87	в целом	5	4
88	так как	9	4
89	можно было	3	4
90	для нас	3	3
91	к их	1	3
92	ко времени	1	3
93	или в	6	3
94	жизни и	6	3
95	того же	2	3
96	человека в	3	3
97	могла бы	1	3
98	не может	9	3
99	до тех	2	3
100	то время	1	3
101	отношению к	1	3
102	и их	1	3
103	не было	1	3
104	мы найдем	4	3
105	к нему	1	3
106	в каждом	2	3
107	в своей	4	3
108	во всех	2	3
109	в их	3	3
110	а в	4	3
111	ответ на	5	3
112	но все	2	3
113	как он	2	3
114	но не	7	3
115	с этой	2	3
116	например в	1	3
117	здесь в	1	3
118	дело с	5	3
119	то же	7	3
120	из которых	4	3
121	но в	5	3
122	по отношению	2	3
123	не имеет	1	3
124	что касается	2	3
125	что на	3	3
126	и поэтому	3	3
127	о чем	4	3
