N	3gram	Bakhtin_Fr_7	Stilisti
1	в то же	9	9
2	то же время	9	7
3	с точки зрения	3	5
4	прежде всего в	4	4
5	то же самое	1	4
6	в свою очередь	3	4
7	с самого начала	1	4
8	на самом деле	1	3
9	в той же	1	3
10	но и в	1	3
11	не только в	1	3
12	в конце концов	4	3
13	мы уже видели	2	3
14	и тем самым	1	3
15	как мы уже	1	3
16	как мы видели	4	3
17	само собой разумеющееся	1	2
18	в этом отношении	2	2
19	в значительной степени	2	2
20	но в то	3	2
21	мы не знаем	1	2
22	не должно быть	2	2
23	в разных местах	1	2
24	есть не что	1	2
25	не что иное	1	2
26	о том что	1	2
27	что иное как	1	2
28	в связи с	1	2
29	мы видим что	1	2
30	все то что	3	2
31	и находит свое	1	1
32	до наших дней	1	1
33	и т.п он	1	1
34	ближе он к	1	1
35	точка зрения не	1	1
36	по отношению к	2	1
37	более или менее	2	1
38	и в отношении	1	1
39	же время и	1	1
40	гораздо большей степени	1	1
41	том какую роль	1	1
42	о которой мы	1	1
43	в одно мгновение	1	1
44	из них в	1	1
45	наконец с помощью	1	1
46	слов и выражений	2	1
47	нет ничего удивительного	1	1
48	можно было бы	2	1
49	о том какую	1	1
50	на этот вопрос	1	1
51	вряд ли он	1	1
52	в плоть и	1	1
53	и в каком	1	1
54	в большинстве случаев	2	1
55	вместе с новым	1	1
56	это прежде всего	2	1
57	и в этом	1	1
58	о том какое	1	1
59	и оказывается что	1	1
60	и в романе	1	1
61	чем ближе он	1	1
62	о котором мы	1	1
63	хлеб и вино	1	1
64	содержит в себе	1	1
65	неразрывно связано с	1	1
66	это не совсем	1	1
67	его точка зрения	1	1
68	по ту сторону	1	1
69	и т.п или	1	1
70	таким образом в	1	1
71	а не наоборот	1	1
72	которую мы называем	1	1
73	были связаны с	1	1
74	пространство и время	1	1
75	таким образом мы	1	1
76	плоть и кровь	1	1
77	подвести некоторые итоги	1	1
78	уже видели в	1	1
79	мы имеем в	2	1
80	как мы видим	3	1
81	они как бы	1	1
82	в гораздо большей	1	1
83	мы уже знаем	1	1
84	в том что	3	1
85	именно потому что	1	1
86	в последнем счете	1	1
87	как и в	2	1
88	мы увидим что	1	1
