1	для того чтобы	4	7
2	с точки зрения	1	5
3	но и в	1	3
4	той или иной	1	3
5	во всех своих	1	3
6	на самом деле	1	3
7	в конце концов	1	3
8	и той же	2	2
9	в этом отношении	1	2
10	к тому что	3	2
11	что иное как	3	2
12	в разных местах	1	2
13	что же такое	1	2
14	не может быть	8	2
15	мы увидим что	2	2
16	и в основе	1	2
17	в значительной степени	1	2
18	что было в	1	2
19	смысле этого слова	1	2
20	одной и той	2	2
21	не что иное	3	2
22	тому что у	1	2
23	есть не что	3	2
24	о том что	2	2
25	к миру и	1	2
26	у нас не	2	2
27	но и его	1	1
28	одни и те	1	1
29	до сих пор	3	1
30	не будет уже	1	1
31	именно потому что	1	1
32	и есть не	1	1
33	для этого необходимо	3	1
34	в себе и	1	1
35	мужчины и женщины	4	1
36	одна и та	2	1
37	человек не может	1	1
38	хотя бы в	1	1
39	и в этом	3	1
40	и та же	2	1
41	по сравнению с	1	1
42	и не было	1	1
43	хотя бы одного	1	1
44	что у них	1	1
45	только тогда когда	1	1
46	все что было	2	1
47	в том что	2	1
48	миру и людям	1	1
49	и что же	1	1
50	та или иная	1	1
51	между тем в	1	1
52	как можно более	1	1
53	и никогда не	2	1
54	как и в	2	1
55	уже как бы	1	1
56	ему и в	1	1
57	и те же	2	1
