N	2gram	Bakhtin_Fr_5	Myshleni
1	то что	2	26
2	в этом	14	25
3	что он	6	25
4	потому что	7	21
5	таким образом	8	19
6	точки зрения	4	18
7	в том	10	18
8	не может	5	18
9	того чтобы	6	17
10	не только	14	16
11	и в	45	16
12	того что	3	16
13	так как	6	16
14	что в	12	16
15	том что	7	15
16	так же	8	15
17	для того	6	14
18	в сущности	4	13
19	в процессе	1	13
20	сказать что	4	13
21	по отношению	1	12
22	в ходе	1	12
23	в области	1	12
24	и что	2	12
25	и не	15	12
26	отношению к	1	12
27	в его	13	11
28	развития и	1	11
29	но не	4	10
30	было бы	2	10
31	как мы	8	10
32	только в	4	10
33	а не	4	10
34	с помощью	3	10
35	с точки	2	9
36	в отношении	2	9
37	может быть	2	9
38	то же	11	8
39	как и	10	8
40	если бы	1	8
41	в основе	4	8
42	о том	4	8
43	он не	6	8
44	как это	4	8
45	же как	4	7
46	того же	3	7
47	и есть	2	7
48	в нем	10	7
49	но он	3	7
50	приводит к	1	7
51	так и	6	7
52	если мы	2	7
53	с другом	2	7
54	друг с	2	7
55	и на	5	6
56	но в	14	6
57	в этой	6	6
58	как он	3	6
59	связанные с	3	6
60	в другом	3	6
61	не в	7	6
62	что все	2	6
63	мы можем	2	6
64	у него	4	6
65	но и	10	6
66	речи и	1	6
67	в той	1	6
68	к тому	2	6
69	что они	1	5
70	как в	3	5
71	в своем	11	5
72	он должен	2	5
73	на все	2	5
74	из нее	1	5
75	тому что	1	5
76	мысли и	6	5
77	с ним	5	5
78	что с	1	5
79	в то	11	5
80	тогда когда	1	5
81	того как	1	5
82	никогда не	1	5
83	ничего не	4	5
84	этом отношении	5	5
85	можно было	4	5
86	на вопрос	1	5
87	но мы	2	5
88	можно сказать	2	5
89	тот же	1	5
90	хотя бы	2	5
91	для него	3	5
92	тем что	1	5
93	как бы	12	5
94	еще более	1	5
95	не знает	1	5
96	той же	4	4
97	к началу	3	4
98	друг от	1	4
99	за пределы	1	4
100	в самом	4	4
101	все эти	5	4
102	вообще не	3	4
103	при этом	2	4
104	и по	1	4
105	мы его	1	4
106	это не	3	4
107	такой же	4	4
108	мышления и	1	4
109	не имеет	3	4
110	путь развития	1	4
111	казалось бы	1	4
112	же самое	2	4
113	от друга	1	4
114	в пределах	2	4
115	еще не	1	4
116	другом месте	2	4
117	и т.д	2	4
118	в свете	2	4
119	в новой	1	4
120	в качестве	2	4
121	и их	5	4
122	то время	3	4
123	не могут	2	4
124	именно в	3	4
125	к которому	1	4
126	на этот	3	4
127	вместе с	3	4
128	в целом	2	4
129	мы видим	5	4
130	бы в	4	4
131	тем более	1	4
132	в системе	2	4
133	в свою	1	4
134	самом деле	5	3
135	это и	5	3
136	мы не	4	3
137	говорить о	2	3
138	как я	1	3
139	по своему	4	3
140	он может	1	3
141	но как	1	3
142	если в	2	3
143	с этим	4	3
144	все же	2	3
145	сознания в	1	3
146	и как	5	3
147	то в	1	3
148	он в	2	3
149	на этом	5	3
150	как они	3	3
151	осознанию и	1	3
152	с тем	2	3
153	мы видели	7	3
154	и того	1	3
155	в их	4	3
156	сих пор	3	3
157	и более	1	3
158	нас к	1	3
159	не менее	3	3
160	до конца	1	3
161	что эта	2	3
162	идет в	2	3
163	больше чем	2	3
164	как она	1	3
165	и является	1	3
166	и его	13	3
167	связи с	6	3
168	ничего общего	1	3
169	в устной	2	3
170	свою очередь	1	3
171	в себя	5	3
172	то как	1	3
173	еще в	2	3
174	и с	10	3
175	вот почему	1	3
176	никак не	1	3
177	до сих	3	3
178	в чем	2	3
179	этих двух	1	3
180	к нему	2	3
181	а потому	1	3
182	что и	7	3
183	одной из	5	3
184	между тем	2	3
185	его и	1	3
186	мы знаем	1	3
187	в известной	2	3
188	в одном	3	3
189	а в	4	3
190	от того	3	3
191	свою логику	1	3
192	еще и	3	3
193	говорит о	1	3
194	прежде всего	10	3
195	в частности	1	3
196	к жизни	1	3
197	по существу	3	3
198	потому и	1	3
199	но это	5	3
200	одного и	1	3
201	включает в	1	3
202	как на	4	3
203	ее в	1	3
204	к этому	2	3
205	значение в	1	3
206	они не	1	3
207	ту же	2	2
208	одним из	5	2
209	не имеют	1	2
210	есть не	1	2
211	которую мы	1	2
212	принадлежит к	1	2
213	в ней	8	2
214	столь же	1	2
215	в различных	2	2
216	во всех	13	2
217	же самые	1	2
218	что я	1	2
219	существенным образом	1	2
220	отличие от	2	2
221	его на	1	2
222	общего с	1	2
223	когда он	2	2
224	и к	5	2
225	в этот	2	2
226	самой природе	1	2
227	нами в	1	2
228	тому же	4	2
229	на его	1	2
230	что она	3	2
231	которые только	1	2
232	именно это	1	2
233	но все	1	2
234	те же	1	2
235	на протяжении	1	2
236	в жизни	1	2
237	в них	6	2
238	во второй	2	2
239	в своей	3	2
240	в котором	1	2
241	мы говорили	2	2
242	высокой ступени	1	2
243	в отличие	2	2
244	должны были	1	2
245	из области	2	2
246	все это	7	2
247	их в	1	2
248	на всю	1	2
249	стоит только	1	2
250	но они	3	2
251	природу как	1	2
252	он еще	1	2
253	какой мы	1	2
254	видим что	2	2
255	то это	1	2
256	больше того	1	2
257	и здесь	4	2
258	с проблемой	1	2
259	и другим	1	2
260	для его	1	2
261	указывает на	1	2
262	он оказывается	2	2
263	этот путь	2	2
264	в истории	2	2
265	что у	1	2
266	к самой	1	2
267	том как	2	2
268	в некоторой	1	2
269	связанная с	2	2
270	находится в	1	2
271	именно потому	1	2
272	и поэтому	1	2
273	и из	1	2
274	образом в	1	2
275	его в	5	2
276	письменной и	1	2
277	вслед за	1	2
278	представления о	1	2
279	слов и	1	2
280	происходит в	2	2
281	в первой	4	2
282	со всеми	5	2
283	но с	1	2
284	является не	1	2
285	не дает	1	2
286	из них	1	2
287	вовсе не	8	2
288	к ним	1	2
289	как будто	1	2
290	и даже	4	2
291	в ряде	2	2
292	себя и	2	2
293	что для	1	2
294	у нас	1	2
295	о чем	3	2
296	ни на	1	2
297	и потому	1	2
298	мы говорим	1	2
299	и от	4	2
300	благодаря этому	2	2
301	только для	2	2
302	чтобы сделать	1	2
303	в более	1	2
304	форм и	5	2
305	месте мы	1	2
306	и другими	1	2
307	которая в	1	2
308	совершенно иной	1	2
309	и другие	3	2
310	но этот	3	2
311	из этого	1	2
312	в свое	1	2
313	жизни и	8	2
314	по поводу	4	2
315	во всяком	1	2
316	и наиболее	2	1
317	единстве с	1	1
318	также и	7	1
319	например в	5	1
320	связана с	1	1
321	эпоху в	1	1
322	и распространяется	1	1
323	области мысли	1	1
324	преувеличений и	1	1
325	связи между	1	1
326	на самом	5	1
327	своими собственными	1	1
328	здесь и	5	1
329	форм мышления	1	1
330	и внешних	1	1
331	из его	2	1
332	в какой-то	1	1
333	и больше	2	1
334	которыми он	1	1
335	мы уже	4	1
336	полагает что	1	1
337	вовсе или	1	1
338	нашу мысль	1	1
339	и о	4	1
340	что уже	1	1
341	совершенно так	2	1
342	на эти	1	1
343	сегодня в	1	1
344	система и	1	1
345	он действует	1	1
346	который был	1	1
347	в учении	1	1
