N	3gram	Vygotskiy__2	Vladivir
1	в том что	21	10
2	о том что	4	8
3	с точки зрения	18	6
4	не может быть	6	6
5	более или менее	2	5
6	дело в том	1	5
7	к тому же	1	5
8	точно так же	1	4
9	и то что	1	4
10	у него в	1	4
11	том что в	2	3
12	в этом смысле	2	3
13	только в том	1	3
14	хотя бы и	2	3
15	бы то ни	1	3
16	то что в	1	3
17	в том случае	1	3
18	во всяком случае	6	3
19	с одной стороны	7	3
20	в отличие от	3	3
21	само по себе	2	3
22	как мы видели	1	3
23	что в этом	1	2
24	сводится к тому	1	2
25	философии и психологии	1	2
26	иметь в виду	1	2
27	оно не может	1	2
28	одной стороны и	2	2
29	на первый план	1	2
30	сам по себе	1	2
31	на самом же	1	2
32	в этом отношении	3	2
33	совершенно так же	1	2
34	а с другой	4	2
35	том случае если	1	2
36	так же как	1	2
37	в данном случае	3	2
38	и потому что	1	2
39	мы видели выше	1	2
40	в связи с	6	2
41	с другой стороны	1	2
42	самом же деле	1	2
43	ничего общего с	1	2
44	едва ли можно	2	2
45	что это есть	1	2
46	на то что	6	2
47	потому что он	2	1
48	не может не	1	1
49	несмотря на все	1	1
50	один ряд с	1	1
51	вопросу о том	1	1
52	том что эта	1	1
53	что перед нами	1	1
54	по вопросу о	1	1
55	это было бы	1	1
56	в этом последнем	1	1
57	в сущности ничего	2	1
58	вовсе не существует	1	1
59	в том и	1	1
60	том что он	1	1
61	с которым мы	1	1
62	в том же	2	1
63	о том как	1	1
64	то что с	2	1
65	все та же	1	1
66	но с таким	1	1
67	о которой мы	1	1
68	до сих пор	1	1
69	мы не будем	1	1
70	является то что	2	1
71	сама по себе	2	1
72	что на вопрос	1	1
73	только то что	1	1
74	с тем что	1	1
75	можно было бы	5	1
76	является для него	1	1
77	благодаря тому что	1	1
78	если оно не	1	1
79	лишь постольку поскольку	1	1
80	зависит не только	1	1
81	то и другое	1	1
82	и вовсе не	1	1
83	по этому поводу	3	1
84	вопрос о том	2	1
85	если бы мы	2	1
86	то ни было	1	1
87	на этот раз	1	1
88	и это самое	1	1
89	в один ряд	1	1
90	точки зрения но	1	1
91	буквальном смысле слова	1	1
92	в некоторых отношениях	1	1
93	в известном смысле	1	1
94	в последнее время	4	1
95	но вместе с	1	1
96	том и заключается	1	1
97	то что он	2	1
98	но критический анализ	1	1
99	в ранние годы	1	1
100	мы уже видели	2	1
101	этой точки зрения	1	1
102	не имеет никакого	1	1
103	той или другой	1	1
104	могут привести к	1	1
105	а вместе с	1	1
106	что даже в	1	1
107	из всех своих	1	1
108	мы находим у	1	1
109	мы не можем	3	1
110	против того что	1	1
111	всей своей жизни	1	1
112	с самого начала	1	1
113	не только не	1	1
114	мышление таким образом	1	1
115	в самом деле	4	1
116	той или иной	1	1
117	включает в себя	1	1
118	но что же	1	1
119	как это делают	1	1
120	однако и здесь	1	1
121	заключается в том	7	1
122	точки зрения она	1	1
123	в том числе	3	1
124	в том смысле	1	1
125	по этому вопросу	1	1
126	не только то	1	1
127	в буквальном смысле	1	1
128	не только от	1	1
129	для того чтобы	10	1
130	точки зрения того	1	1
131	те же самые	1	1
132	то несмотря на	1	1
133	то же самое	2	1
134	сказать что это	1	1
135	и в своем	2	1
