N	4gram	Vygotskiy__3	EvropaiC
1	совершенно так же как	1	3
2	одного и того же	4	3
3	заключается в том что	6	3
4	о которой мы говорили	1	2
5	бы то ни было	1	2
6	мы уже говорили что	2	1
7	мы говорили в начале	1	1
8	с самого начала в	1	1
9	в том числе и	1	1
10	то время как другие	1	1
11	представление о том что	1	1
12	в самом раннем детстве	1	1
13	выше мы видели что	1	1
14	в то время как	4	1
15	одному и тому же	1	1
16	одной и той же	2	1
17	в том виде как	2	1
18	состоит в том что	3	1
19	на той ступени развития	1	1
20	в том что при	1	1
21	приводит к тому что	1	1
22	которой мы говорили в	1	1
23	связанных друг с другом	1	1
24	принять во внимание что	1	1
