N	2gram	Propp_Isto_3	Hudozhes
1	и в	22	28
2	том что	8	19
3	в ее	1	18
4	и не	12	18
5	своего рода	1	16
6	в том	9	15
7	а не	6	14
8	в этом	17	13
9	не в	4	13
10	о том	3	12
11	перед нами	1	11
12	не только	14	11
13	при этом	2	11
14	как и	3	11
15	в его	3	11
16	у нее	2	10
17	уже не	7	10
18	но и	12	9
19	так и	2	8
20	между тем	2	8
21	что он	9	8
22	в жизни	2	8
23	может быть	11	8
24	о чем	1	8
25	я не	3	7
26	по отношению	2	7
27	тогда как	1	7
28	что она	5	7
29	состоит в	3	7
30	в мире	1	7
31	об этом	1	7
32	к тому	3	7
33	в частности	5	7
34	как это	4	7
35	и все	3	7
36	с ним	1	7
37	отношению к	2	7
38	в котором	2	6
39	то же	6	6
40	не было	2	6
41	и с	4	6
42	в своей	1	6
43	в то	2	6
44	тем что	4	6
45	казалось бы	1	6
46	если бы	6	6
47	можно сказать	2	6
48	это не	6	6
49	а в	6	6
50	то что	7	6
51	жизни и	2	6
52	в этой	5	5
53	как в	2	5
54	что это	1	5
55	не могла	2	5
56	в своем	2	5
57	не менее	5	5
58	у него	3	5
59	никогда не	3	5
60	ничего не	6	5
61	и его	4	5
62	она не	4	5
63	и сам	1	5
64	только на	2	5
65	одно из	1	5
66	как бы	1	5
67	да и	2	5
68	с ее	1	5
69	что в	15	5
70	и другие	4	5
71	и т	16	4
72	но не	7	4
73	своей жизни	1	4
74	подобно тому	1	4
75	человека в	1	4
76	он не	5	4
77	и уже	2	4
78	в других	4	4
79	вот он	1	4
80	тем не	5	4
81	для нее	2	4
82	и сама	1	4
83	как будто	2	4
84	и о	2	4
85	что они	8	4
86	только в	4	4
87	в качестве	2	4
88	что и	9	4
89	говорит о	1	4
90	превращается в	3	4
91	то и	6	4
92	не может	4	4
93	тому как	1	4
94	была бы	1	3
95	человека и	1	3
96	на себя	2	3
97	и он	2	3
98	в ней	2	3
99	еще не	10	3
100	и на	4	3
101	столь же	1	3
102	не все	6	3
103	со стороны	3	3
104	следующим образом	3	3
105	бы не	1	3
106	в нем	9	3
107	можно было	1	3
108	жить в	3	3
109	мы уже	6	3
110	с другими	1	3
111	было бы	3	3
112	в них	6	3
113	соответствии с	1	3
114	в этих	11	3
115	что было	2	3
116	о них	1	3
117	к себе	1	3
118	как только	2	3
119	и это	2	3
120	что у	3	3
121	героя не	2	3
122	к нему	5	3
123	одной из	1	3
124	с ними	3	3
125	и ее	3	3
126	с одной	2	3
127	для нас	4	3
128	с нею	1	3
129	характерно что	1	3
130	в одном	2	3
131	что на	4	3
132	с другой	7	3
133	и тех	1	3
134	все время	2	3
135	прежде всего	3	3
136	в соответствии	1	3
137	своего мужа	2	3
138	так же	3	3
139	одной стороны	2	3
140	в состоянии	1	3
141	все это	1	3
142	или в	11	3
143	все они	1	3
144	на фоне	1	3
145	героя и	1	3
146	о себе	3	3
147	есть и	5	3
148	самом деле	1	3
149	все что	3	3
150	к людям	1	2
151	же как	2	2
152	и то	2	2
153	но тем	2	2
154	той же	2	2
155	а как	1	2
156	который в	1	2
157	который был	2	2
158	он сам	1	2
159	тем как	1	2
160	ответ на	1	2
161	отношение к	4	2
162	более чем	1	2
163	все же	5	2
164	и к	3	2
165	но в	10	2
166	со своей	1	2
167	жизни так	1	2
168	из этих	3	2
169	и становится	1	2
170	тому же	2	2
171	ей в	1	2
172	т д	15	2
173	не как	1	2
174	на этом	4	2
175	однако в	1	2
176	могла бы	1	2
177	не будет	1	2
178	же не	2	2
179	не с	2	2
180	его в	3	2
181	и было	2	2
182	с точки	1	2
183	она в	1	2
184	нельзя было	1	2
185	вместе со	1	2
186	называет его	1	2
187	сам он	1	2
188	из нас	1	2
189	того как	1	2
190	одна из	2	2
191	только не	2	2
192	к ней	4	2
193	тогда в	1	2
194	они и	3	2
195	приходит к	1	2
196	как мы	8	2
197	на другой	2	2
198	данном случае	3	2
199	она может	1	2
200	роль в	2	2
201	с собой	2	2
202	до сих	5	2
203	во второй	1	2
204	за этими	1	2
205	все те	1	2
206	в другом	2	2
207	с того	2	2
208	а также	2	2
209	и только	1	2
210	с матерью	2	2
211	говорит в	1	2
212	один из	5	2
213	о двух	1	2
214	здесь не	3	2
215	дело с	2	2
216	страх перед	1	2
217	мы читаем	1	2
218	именно на	1	2
219	с какой	1	2
220	было так	1	2
221	и у	3	2
222	в виде	2	2
223	его и	4	2
224	себе в	2	2
225	из них	7	2
226	вовсе не	2	2
227	ее на	1	2
228	сих пор	5	2
229	никого не	3	2
230	другого и	1	2
231	как у	1	2
232	с мотивом	7	2
233	себя и	1	2
234	что не	2	2
235	мы знаем	2	2
236	а за	1	2
237	именно так	2	2
238	жизнь в	1	2
239	нет ничего	2	2
240	вместе с	9	2
241	этот мотив	5	2
242	в данном	4	2
243	глядите на	1	2
244	сам не	1	2
245	что же	1	2
246	и от	3	2
247	только для	1	2
248	о его	1	2
249	это был	1	2
250	и для	2	2
251	лицо и	2	2
252	отнюдь не	1	2
253	и видит	1	2
254	это уже	1	2
255	за него	2	2
256	потому что	3	2
257	хотя бы	1	2
258	точки зрения	2	2
259	и эта	1	2
260	сказать что	3	2
261	т е	16	2
262	и думает	1	2
263	этой связи	1	2
264	как на	1	2
265	но еще	1	2
266	одним из	4	1
267	например в	2	1
268	таком случае	1	1
269	и через	1	1
270	это и	1	1
271	она при	2	1
272	бы для	1	1
273	свою жену	3	1
274	здесь и	2	1
275	и так	2	1
276	забыл о	1	1
277	когда это	1	1
278	смерти отца	1	1
279	также и	1	1
280	его своей	1	1
281	мы имеем	19	1
282	мы не	1	1
283	отрицает наличие	1	1
284	и совсем	1	1
285	же ты	1	1
286	время как	2	1
287	принадлежит к	1	1
288	вас не	1	1
289	и другая	1	1
290	не совсем	3	1
291	ах как	1	1
292	свой дом	1	1
293	он приносит	1	1
294	на них	1	1
295	между собой	1	1
296	в различных	1	1
