N	3gram	Propp_Isto_1	Dialekti
1	и т д	22	15
2	в том что	4	6
3	в связи с	3	4
4	только то что	1	4
5	о том что	3	4
6	с другой стороны	5	4
7	только тогда когда	1	4
8	что иное как	1	3
9	сами по себе	1	3
10	как будто бы	2	3
11	так как будто	1	3
12	то время как	3	3
13	не что иное	1	3
14	содержит в себе	1	3
15	по себе не	1	3
16	не может быть	7	3
17	в то время	3	3
18	не значит что	1	3
19	иметь в виду	1	2
20	более или менее	5	2
21	до сих пор	5	2
22	в зависимости от	2	2
23	и т п	1	2
24	говоря уже о	1	2
25	и даже в	1	2
26	может быть только	1	2
27	что это за	3	2
28	не только в	1	2
29	как мы это	1	2
30	и должно быть	2	2
31	тем не менее	6	2
32	не могут быть	1	2
33	это не значит	1	2
34	есть не что	1	2
35	само по себе	2	2
36	с самого начала	2	2
37	в нем и	1	2
38	то же самое	3	2
39	не говоря уже	1	2
40	том что она	1	1
41	что часто это	1	1
42	сейчас мы можем	1	1
43	это не может	2	1
44	на этом моменте	1	1
45	но как это	1	1
46	мере того как	2	1
47	да и не	1	1
48	это было бы	1	1
49	равно как и	1	1
50	большей или меньшей	2	1
51	подобно тому как	1	1
52	в этом смысле	1	1
53	но это конечно	1	1
54	так что в	1	1
55	по мере того	2	1
56	т д есть	1	1
57	о том как	1	1
58	одной стороны и	1	1
59	же как и	1	1
60	не было и	1	1
61	бы то ни	2	1
62	но и в	2	1
63	на самом же	1	1
64	в этом отношении	1	1
65	точно так же	3	1
66	не то же	4	1
67	д все это	1	1
68	вместе с тем	2	1
69	в это время	1	1
70	это может быть	1	1
71	с другом что	1	1
72	так же как	2	1
73	не в том	1	1
74	сих пор мы	2	1
75	с одной стороны	4	1
76	на первый взгляд	2	1
77	не содержит в	1	1
78	в том как	1	1
79	и в этом	1	1
80	т д мы	1	1
81	приводит к тому	1	1
82	все же не	2	1
83	мы никогда не	1	1
84	не в силу	3	1
85	в одном месте	2	1
86	в том отношении	1	1
87	необходимо иметь в	1	1
88	а не только	1	1
89	друг с другом	3	1
90	того или иного	1	1
91	надо сказать что	3	1
92	перед нами как	1	1
93	что у меня	1	1
94	все это не	1	1
95	т д все	3	1
96	и что такое	1	1
97	кроме того есть	1	1
98	что и в	1	1
99	того как он	1	1
100	вопрос о том	2	1
101	несмотря на всю	1	1
102	но все же	3	1
103	том отношении что	1	1
104	за то что	1	1
105	бы неотделима от	1	1
106	из этого можно	1	1
107	до тех пор	1	1
108	не только на	1	1
109	не зависит от	1	1
110	к тому что	1	1
111	и в нем	1	1
112	дело не в	1	1
113	самом же деле	1	1
114	так как из	1	1
115	что религия есть	1	1
116	к тому же	1	1
117	по себе а	1	1
