N	3gram	Berdyaev_M_2	Formalny
1	с точки зрения	1	13
2	на самом деле	1	6
3	до сих пор	3	6
4	не может быть	8	5
5	по отношению к	2	4
6	может быть и	2	3
7	смысле этого слова	1	3
8	в нем и	1	2
9	в своей книге	1	2
10	как и все	1	2
11	и в этом	3	2
12	у нас не	2	2
13	сама по себе	1	2
14	оно прежде всего	1	2
15	большое место в	1	2
16	экономического и политического	1	1
17	жизнь и судьба	1	1
18	атмосфера в которой	1	1
19	замкнутым в себе	1	1
20	что было в	1	1
21	менее всего может	1	1
22	нас не было	2	1
23	и в нашем	1	1
24	как и во	2	1
25	так и не	1	1
26	же как и	3	1
27	а не из	1	1
28	выбора и оформления	1	1
29	приводит к отрицанию	1	1
30	в том что	2	1
31	но и в	1	1
32	в этом отношении	1	1
33	но для этого	2	1
34	другу и не	1	1
35	на почве этого	1	1
36	она должна быть	1	1
37	в своем творчестве	1	1
38	т е в	2	1
39	ни к какому	1	1
40	в высшей степени	3	1
41	по сравнению с	1	1
42	к одному знаменателю	1	1
43	и на наших	1	1
44	та же идея	1	1
45	она есть лишь	1	1
46	как в самом	1	1
47	у них есть	1	1
48	так же как	3	1
49	между тем как	1	1
50	и судьба самого	1	1
51	во всех своих	1	1
52	происходит не от	1	1
53	от того что	3	1
54	та или иная	1	1
55	друг для друга	2	1
56	хотя бы в	1	1
57	ставит своей целью	1	1
58	друг друга не	1	1
59	к тому что	3	1
60	в отношении к	2	1
61	всего может быть	1	1
62	то же что	1	1
63	всего этого не	1	1
64	что и в	4	1
65	мы увидим что	2	1
66	что он в	1	1
67	не приводит в	1	1
68	по своей природе	1	1
