N	2gram	Potebnia_M_3	Myshleni
1	в этом	10	29
2	точки зрения	2	28
3	речи в	1	27
4	и в	30	26
5	для себя	3	24
6	не только	21	24
7	то что	18	24
8	таким образом	14	23
9	с точки	1	21
10	того чтобы	3	19
11	для того	4	18
12	в том	32	18
13	и не	15	18
14	том что	18	17
15	потому что	46	16
16	как и	10	15
17	к слову	2	14
18	как мы	7	14
19	того что	18	14
20	так как	13	14
21	так же	3	14
22	значение слова	5	13
23	и его	4	12
24	вместе с	12	12
25	что в	17	12
26	мысли и	2	11
27	в которой	3	11
28	в слове	32	11
29	только не	2	11
30	мысли к	1	11
31	но и	19	11
32	не может	6	11
33	словом и	5	10
34	что они	2	10
35	слова и	5	10
36	в сущности	1	9
37	в самом	8	9
38	в себе	16	9
39	тому что	3	9
40	слово и	3	9
41	тем что	7	9
42	что мы	8	9
43	по своему	2	9
44	то же	23	8
45	той же	2	8
46	что она	3	8
47	что он	6	8
48	только в	21	8
49	ее в	1	8
50	сказать что	5	8
51	тем самым	7	8
52	и то	8	7
53	мы не	9	7
54	с самого	1	7
55	к тому	7	7
56	по мере	4	7
57	может быть	28	7
58	прежде всего	3	7
59	самом деле	2	6
60	вопрос о	1	6
61	во всех	1	6
62	по отношению	5	6
63	все же	2	6
64	и слова	2	6
65	что это	4	6
66	все эти	1	6
67	было бы	9	6
68	и тем	5	6
69	в ее	2	6
70	что эта	2	6
71	в сознании	15	6
72	от внешней	1	6
73	мы могли	1	6
74	и что	10	6
75	заключается в	1	6
76	связь между	2	6
77	в какой	2	6
78	своему строению	1	6
79	иначе как	1	6
80	именно в	3	6
81	а не	15	6
82	как бы	3	6
83	в смысле	4	6
84	мы должны	4	6
85	как на	5	6
86	все что	4	6
87	тем же	4	5
88	оно есть	3	5
89	в целом	3	5
90	мы нашли	1	5
91	могли бы	1	5
92	в силу	3	5
93	и с	2	5
94	с тем	7	5
95	слова к	1	5
96	что этот	1	5
97	она не	2	5
98	что с	2	5
99	тогда когда	9	5
100	в процессе	1	5
101	речи не	1	5
102	же самое	1	5
103	данном случае	1	5
104	никак не	3	5
105	если бы	12	5
106	в виду	1	5
107	можно сказать	3	5
108	и следовательно	3	5
109	и значением	2	5
110	с одной	7	5
111	что внутренняя	2	5
112	если мы	1	5
113	в начале	3	5
114	одно из	5	5
115	слова в	7	5
116	одной стороны	3	5
117	от мысли	1	5
118	в данном	1	5
119	отношению к	5	5
120	с этой	2	5
121	в речи	2	5
122	бы в	2	5
