N	2gram	Tiupa_Lite_2	StatiiOP
1	и в	19	44
2	в том	10	36
3	и т	2	30
4	что в	4	30
5	том что	7	29
6	в этом	9	21
7	вовсе не	2	19
8	не только	8	18
9	то что	7	18
10	было бы	2	17
11	о том	2	17
12	а в	3	17
13	а не	20	16
14	и не	11	16
15	может быть	17	15
16	в области	4	14
17	в данном	3	14
18	как в	1	13
19	можно было	1	13
20	не в	4	12
21	в тексте	1	12
22	самом деле	1	11
23	в этой	3	11
24	того чтобы	1	11
25	у нас	5	11
26	точки зрения	4	11
27	но в	2	10
28	для того	2	10
29	что он	3	10
30	но и	10	10
31	как и	10	9
32	в отношении	1	9
33	в то	9	9
34	так и	7	9
35	во второй	1	9
36	того что	5	9
37	в его	4	9
38	т п	2	9
39	с другой	8	9
40	во всех	3	8
41	все же	2	8
42	это не	1	8
43	из них	2	8
44	с точки	3	8
45	и его	3	8
46	не может	9	8
47	я не	5	7
48	в самом	1	7
49	в статье	1	7
50	таким образом	1	7
51	другой стороны	4	7
52	для нас	2	7
53	этом отношении	3	7
54	прежде всего	4	7
55	на самом	1	6
56	в повестях	1	6
57	со стороны	3	6
58	в своей	1	6
59	потому что	2	6
60	данном случае	3	6
61	что и	2	6
62	так что	4	6
63	для него	4	6
64	именно в	1	6
65	пушкина как	1	6
66	что же	1	6
67	но это	3	6
68	хотя бы	2	6
69	и то	3	5
70	то же	12	5
71	той же	2	5
72	уже о	2	5
73	в целом	2	5
74	все эти	1	5
75	в нем	3	5
76	и по	1	5
77	в слове	1	5
78	такой же	3	5
79	не менее	6	5
80	вплоть до	3	5
81	никогда не	3	5
82	могут быть	2	5
83	думаю что	1	5
84	так как	3	5
85	тем что	4	5
86	и даже	8	5
87	несколько примеров	1	5
88	что мы	1	5
89	жизни и	4	5
90	так же	1	5
91	речь идет	3	4
92	как это	2	4
93	это и	1	4
94	столь же	5	4
95	в новом	1	4
96	что это	1	4
97	на то	1	4
98	в россии	2	4
99	времени не	1	4
100	не имеет	1	4
101	же время	9	4
102	в ее	2	4
103	и что	2	4
104	во втором	1	4
105	в качестве	5	4
106	мы находим	1	4
107	как раз	2	4
108	не было	2	4
109	к которому	1	4
110	в частности	4	4
111	как бы	2	4
112	еще более	1	4
113	гораздо более	1	4
114	же как	2	3
115	того же	4	3
116	и без	2	3
117	тем же	3	3
118	должна быть	1	3
119	и за	2	3
120	в ней	4	3
121	еще не	2	3
122	он был	1	3
123	в чем	1	3
124	своего рода	13	3
125	но не	5	3
126	не все	1	3
127	ответ на	1	3
128	по отношению	4	3
129	и я	1	3
130	в истории	2	3
131	общего с	1	3
132	как к	3	3
133	то в	2	3
134	во многих	1	3
135	же это	1	3
136	в каждом	2	3
137	за то	2	3
138	же касается	1	3
139	в другом	3	3
140	и с	3	3
141	даже в	4	3
142	о которой	2	3
143	что не	2	3
144	тому что	1	3
145	в конце	2	3
146	не по	2	3
147	в основе	2	3
148	этих двух	1	3
149	а во	1	3
150	и вполне	1	3
151	для себя	2	3
152	поэтому в	1	3
153	и только	2	3
154	но с	3	3
155	в какой	2	3
156	с одной	7	3
157	вопроса о	1	3
158	в начале	3	3
159	ни с	1	3
160	а именно	3	3
161	а с	1	3
162	говорит о	1	3
163	с этой	2	3
164	не является	2	3
165	и для	3	3
166	в результате	2	3
167	отношению к	3	3
168	культуры в	1	3
169	в таком	1	3
170	ничего общего	1	3
171	отношения к	1	2
172	в первом	1	2
173	мы имеем	1	2
174	мы не	4	2
175	в сущности	3	2
176	из того	2	2
177	когда речь	1	2
178	как правило	3	2
179	за пределы	1	2
180	писателя в	1	2
181	идет о	3	2
182	более чем	1	2
183	на которое	1	2
184	в своем	1	2
185	есть в	1	2
186	к числу	1	2
187	от этого	1	2
188	в литературном	1	2
189	ни один	1	2
190	в себе	6	2
191	но он	1	2
192	и те	1	2
193	в случае	1	2
194	при этом	6	2
195	но именно	1	2
196	он не	5	2
197	всех этих	1	2
198	он должен	1	2
199	свое время	2	2
200	что ни	1	2
201	его в	1	2
202	должен был	1	2
203	не всегда	1	2
204	имеет ничего	1	2
205	в такой	2	2
206	знает и	1	2
207	равной мере	1	2
208	что до	1	2
209	их в	1	2
210	тем самым	3	2
211	ничего не	3	2
212	имеем дело	1	2
213	тем не	2	2
214	в сознании	1	2
215	что на	1	2
216	ли не	4	2
217	числе и	1	2
218	на свой	1	2
219	и сам	2	2
220	каждого из	1	2
221	для этого	2	2
222	то есть	5	2
223	а также	2	2
224	должно было	1	2
225	и все	1	2
226	а потому	2	2
227	крайней мере	2	2
228	не надо	2	2
229	по своей	1	2
230	кстати сказать	1	2
231	со всеми	1	2
232	уже в	2	2
233	свидетельствует о	2	2
234	если в	2	2
235	одно из	2	2
236	а то	1	2
237	могло бы	2	2
238	не для	1	2
239	у него	2	2
240	в других	1	2
241	даже и	2	2
242	никем не	1	2
243	еще и	1	2
244	одной стороны	6	2
245	это прежде	2	2
246	здесь дело	1	2
247	но разве	1	2
248	однако и	1	2
249	по крайней	2	2
250	который не	1	2
251	и потому	1	2
252	а если	2	2
253	такого рода	9	2
254	по существу	3	2
255	я с	1	2
256	в свое	2	2
257	лет назад	1	2
258	этом случае	2	2
259	при таком	1	2
