N	2gram	Losev_Dial_3	Literetu
1	и не	27	22
2	тогда как	1	17
3	в мире	1	16
4	и в	24	16
5	при этом	2	15
6	в этом	8	14
7	не только	23	14
8	но и	9	14
9	в том	5	12
10	может быть	13	12
11	а не	26	12
12	то что	14	12
13	в частности	2	11
14	я и	2	10
15	не в	3	10
16	то же	6	9
17	так и	5	9
18	в то	5	9
19	того что	12	9
20	том что	8	8
21	не может	19	8
22	как бы	3	8
23	тем самым	3	7
24	же время	3	7
25	только в	5	7
26	себя в	2	7
27	со стороны	2	7
28	точки зрения	25	7
29	еще не	2	6
30	с его	2	6
31	в себе	2	6
32	о том	6	6
33	и его	5	6
34	в его	2	6
35	с другой	4	6
36	к тому	4	6
37	субъекта и	4	5
38	тому же	2	5
39	то есть	1	5
40	это не	4	5
41	как и	7	5
42	в основе	3	5
43	этом отношении	1	5
44	в ее	1	5
45	что он	13	5
46	в качестве	1	5
47	именно в	2	5
48	а именно	2	5
49	вместе с	1	5
50	особого рода	3	5
51	а в	2	5
52	но не	2	4
53	хотя и	5	4
54	и если	2	4
55	должно быть	3	4
56	место в	1	4
57	даже в	1	4
58	не говоря	2	4
59	никогда не	7	4
60	говоря уже	2	4
61	данном случае	1	4
62	с одной	3	4
63	из них	3	4
64	одно из	5	4
65	в одном	1	4
66	в природе	2	4
67	одной стороны	3	4
68	в данном	2	4
69	по существу	2	4
70	и для	2	4
71	отношения к	1	3
72	например в	2	3
73	не становится	1	3
74	самом деле	6	3
75	едва ли	1	3
76	той же	3	3
77	с ее	1	3
78	личности с	1	3
79	в сторону	1	3
80	отнюдь не	10	3
81	однако не	2	3
82	и как	8	3
83	и наконец	1	3
84	и к	5	3
85	но в	2	3
86	то в	2	3
87	бы и	1	3
88	и тем	2	3
89	в слове	3	3
90	взгляд на	1	3
91	с точки	14	3
92	на свою	1	3
93	по своей	1	3
94	потому что	7	3
95	личности в	2	3
96	уже о	2	3
97	все еще	2	3
98	в словах	1	3
99	прежде всего	8	3
100	все время	3	3
101	живой жизни	1	3
102	ни к	3	3
103	совершенно не	2	3
104	уже не	5	3
105	в самом	7	3
106	наконец в	1	3
107	и жизни	6	3
108	о чем	1	3
109	мира в	1	3
110	как это	5	3
111	тому как	4	3
112	я с	1	3
113	мыслится как	1	3
114	жизни и	5	3
115	как на	5	3
116	а я	2	3
117	в первом	2	2
118	субъект и	2	2
119	объект в	1	2
120	для своего	1	2
121	как мы	2	2
122	вопрос о	5	2
123	так чтобы	2	2
124	не вполне	2	2
125	на себя	3	2
126	я не	6	2
127	из того	2	2
128	мы и	4	2
129	то это	9	2
130	и на	3	2
131	бы то	2	2
132	не могу	1	2
133	во всех	1	2
134	сказать и	1	2
135	стороны и	1	2
136	все же	3	2
137	как таковое	3	2
138	не знает	3	2
139	так или	2	2
140	право на	1	2
141	на то	3	2
142	в нем	3	2
143	чтобы он	1	2
144	не как	1	2
145	и вот	2	2
146	подобно тому	4	2
147	объект и	2	2
148	то ни	1	2
149	в совершенно	1	2
150	и с	6	2
151	в глубине	1	2
152	его в	1	2
153	знает что	1	2
154	было бы	5	2
155	и даже	13	2
156	той или	2	2
157	она и	2	2
158	далеко не	1	2
159	не всегда	1	2
160	он и	3	2
161	несмотря на	2	2
162	и тогда	5	2
163	и при	1	2
164	и ее	3	2
165	нас самих	1	2
166	от себя	4	2
167	и другого	1	2
168	одном из	1	2
169	вплоть до	1	2
170	быть может	3	2
171	ни было	1	2
172	по себе	20	2
173	нас к	2	2
174	не менее	11	2
175	природа и	1	2
176	с которой	2	2
177	как о	4	2
178	свободы и	1	2
179	в нас	1	2
180	о природе	1	2
181	жизни не	1	2
182	как раз	7	2
183	другой стороны	2	2
184	целом и	1	2
185	у нас	4	2
186	же самое	1	2
187	в своего	1	2
188	для такого	2	2
189	для себя	2	2
190	вещей в	1	2
191	и сам	1	2
192	что у	2	2
193	не с	1	2
194	мира и	3	2
195	если бы	6	2
196	о нем	4	2
197	слова из	1	2
198	мира а	1	2
199	можно сказать	1	2
200	что и	6	2
201	и только	6	2
202	что ему	1	2
203	в лице	1	2
204	как например	2	2
205	но с	1	2
206	здесь не	1	2
207	со всеми	2	2
208	связи с	1	2
209	для него	4	2
210	тем что	3	2
211	для того	3	2
212	это будет	4	2
213	или иной	4	2
214	на свое	1	2
215	не надо	3	2
216	или иначе	2	2
217	бытия в	2	2
218	себя и	2	2
219	что не	5	2
220	выше и	1	2
221	если не	3	2
222	объекта и	1	2
223	так же	4	2
224	и потому	2	2
225	а так	1	2
226	другого я	1	2
227	быть только	2	2
228	если это	1	2
229	на свете	3	2
230	быть не	2	2
231	с этой	5	2
232	сознания и	4	2
233	что в	7	2
234	в каждой	1	2
235	внимание на	1	2
236	же в	2	2
237	всяким другим	1	2
238	оно не	6	2
239	но еще	2	2
240	еще и	2	2
241	ее в	2	2
242	в своих	2	2
243	от этой	1	1
244	была бы	3	1
245	и т	24	1
246	зависимость от	1	1
247	начинается с	1	1
248	и то	4	1
249	на самом	1	1
250	это и	7	1
251	идет о	1	1
252	в приведенном	1	1
253	и есть	16	1
254	так уже	1	1
255	и принципиально	1	1
256	от самого	2	1
257	из самых	3	1
258	по которым	1	1
259	по преимуществу	1	1
260	исходит из	2	1
261	прошлое и	2	1
262	с таким	1	1
263	находимся в	1	1
264	и за	1	1
265	по его	1	1
266	мы уже	3	1
267	для самой	1	1
268	своего существования	1	1
269	и себя	1	1
270	и совсем	1	1
271	когда люди	1	1
272	говорить о	4	1
273	что иное	6	1
274	вас не	1	1
275	как я	2	1
276	и он	2	1
277	субъекта то	1	1
278	в ней	2	1
279	начало и	2	1
280	человеческого опыта	1	1
281	он был	1	1
282	с тех	2	1
283	одного человека	1	1
284	иное как	6	1
285	в чем	4	1
286	о смерти	1	1
287	сам собою	3	1
288	конечном счете	1	1
289	не просто	18	1
290	нет и	4	1
291	за пределы	3	1
292	именно миф	1	1
293	сама по	4	1
294	здесь очевидно	1	1
295	в истории	4	1
296	независимо от	1	1
297	с этим	3	1
298	и объекта	3	1
299	в своем	3	1
300	перед нами	3	1
301	сознания в	2	1
302	это тоже	1	1
303	более или	1	1
304	выявляет свою	1	1
305	в этот	1	1
306	от бога	2	1
307	он теряет	1	1
308	что к	1	1
309	что эти	1	1
310	вообще не	2	1
311	личностного бытия	1	1
312	тем не	10	1
313	она становится	1	1
314	он не	5	1
315	как личность	1	1
316	жизни вовсе	1	1
317	творца и	1	1
318	при виде	1	1
319	именно то	1	1
320	свою собственную	1	1
321	в силу	3	1
322	в корне	1	1
323	содержит в	1	1
324	людей и	2	1
325	слово есть	1	1
326	о таком	1	1
327	слова и	1	1
328	а то	1	1
329	им как	1	1
330	его не	2	1
331	всю свою	1	1
332	весь мир	1	1
333	а просто	1	1
334	я хотел	1	1
335	только одно	2	1
336	в них	5	1
337	нет в	1	1
338	как совокупность	1	1
339	все равно	2	1
340	свете есть	1	1
341	этого не	2	1
342	место и	1	1
343	и уже	2	1
344	жизни но	1	1
345	чем в	1	1
346	в чистом	1	1
347	был бы	1	1
348	на первый	4	1
349	во время	1	1
350	жизнь не	2	1
351	и одно	2	1
352	что такое	21	1
353	сознания но	2	1
354	нас не	1	1
355	со всяким	1	1
356	в их	2	1
357	то для	1	1
358	лишь тогда	1	1
359	не к	1	1
360	поэзия же	1	1
361	но это	5	1
362	но он	1	1
363	вот уже	1	1
364	друг другу	1	1
365	что было	1	1
366	и эти	2	1
367	и является	2	1
368	не тем	1	1
369	как от	1	1
370	свобода и	1	1
371	в устах	1	1
372	бы быть	2	1
373	вовсе не	13	1
374	в историческом	1	1
375	тому что	4	1
376	же самого	1	1
377	то с	1	1
378	его внутреннего	1	1
379	в отношении	1	1
380	чистом виде	1	1
381	вещей как	1	1
382	она не	3	1
383	при всей	1	1
384	тогда когда	5	1
385	и притом	5	1
386	душе и	1	1
387	и сама	5	1
388	в процессе	1	1
389	ибо каждая	1	1
390	мы все	1	1
391	в единство	1	1
392	для кого	1	1
393	что вы	1	1
394	другого эта	1	1
395	сознания конечно	1	1
396	он с	1	1
397	только не	10	1
398	не имеет	11	1
399	вопрос не	1	1
400	упование на	1	1
401	миф как	1	1
402	эпохи в	1	1
403	тогда она	1	1
404	что жизнь	2	1
405	во всем	3	1
406	слова о	1	1
407	исторического процесса	2	1
408	входят в	1	1
409	не столь	1	1
410	уже и	3	1
411	и делает	1	1
412	точке зрения	1	1
413	у меня	2	1
414	именно оно	1	1
415	что там	1	1
416	когда мы	2	1
417	как только	1	1
418	он один	2	1
419	его с	1	1
420	как некое	1	1
421	на наших	1	1
422	аналогию с	1	1
423	и о	3	1
424	более не	2	1
425	в виду	7	1
426	и от	3	1
427	чтобы быть	4	1
428	да что	2	1
429	но одно	1	1
430	так в	2	1
431	было в	1	1
432	есть конечно	2	1
433	она была	2	1
434	можно только	4	1
435	имеется в	3	1
436	разного рода	2	1
437	жизнь и	4	1
438	таких примеров	1	1
439	и всякого	2	1
440	передо мною	1	1
441	для этого	2	1
442	есть чудо	3	1
443	трактуется как	1	1
444	и восприятия	1	1
445	о ней	2	1
446	здесь я	1	1
447	тех кто	1	1
448	и активно	1	1
449	на вопрос	1	1
450	все прочие	1	1
451	миф в	1	1
452	нужно в	1	1
453	свою смерть	1	1
454	и который	1	1
455	нас в	2	1
456	на точку	1	1
457	в конечном	1	1
458	собственно говоря	4	1
459	исходят из	2	1
460	природы в	1	1
461	эти два	1	1
462	бы в	2	1
463	если эта	1	1
464	мы находимся	1	1
465	и она	2	1
466	и мир	1	1
467	тех пор	2	1
468	к нему	3	1
469	но так	1	1
470	его собственная	1	1
471	одной из	1	1
472	миф и	3	1
473	ее реальности	1	1
474	которое должно	1	1
475	в обществе	1	1
476	и требует	1	1
477	об их	1	1
478	своего собственного	2	1
479	так что	8	1
480	есть в	3	1
481	и души	1	1
482	откровения и	1	1
483	и у	2	1
484	то и	3	1
485	своей и	2	1
486	существу своему	1	1
487	вопрос что	1	1
488	но совершенно	2	1
489	руки и	2	1
490	в котором	1	1
491	представлений о	1	1
492	бытие личности	1	1
493	мира я	1	1
494	так как	6	1
495	друг друга	3	1
496	бытия и	2	1
497	у него	2	1
498	случае не	3	1
499	целиком в	1	1
500	явно не	1	1
501	превращается в	6	1
502	без внимания	1	1
503	силы для	1	1
504	жизнь ибо	1	1
505	только ты	4	1
506	где есть	2	1
507	момент в	1	1
508	до самого	1	1
509	только на	7	1
510	из двух	3	1
511	даже не	6	1
512	такое мы	1	1
513	мы воспринимаем	3	1
514	пришли к	1	1
515	есть не	9	1
516	сюда же	1	1
517	превратится в	1	1
518	в психологии	1	1
519	это все	1	1
520	самой вещи	1	1
521	опыта но	1	1
522	или о	1	1
523	и тело	1	1
524	что для	5	1
525	обратиться к	1	1
526	ничем не	7	1
527	не было	3	1
528	не на	6	1
529	это откровение	1	1
530	и я	3	1
531	без которых	2	1
532	в связи	1	1
533	этого явления	1	1
534	внимания к	1	1
535	что поскольку	1	1
536	мир он	1	1
537	в историю	1	1
538	и самой	2	1
539	нет ни	2	1
540	конечно не	4	1
541	именно тогда	1	1
