N	3gram	Losev_Dial_2	FransuaR
1	то же время	4	9
2	в то же	3	9
3	в том что	6	6
4	в этом отношении	1	5
5	в связи с	4	5
6	так же как	1	4
7	на самом деле	1	4
8	потому что он	2	3
9	до сих пор	2	3
10	в нем не	1	3
11	связи с этим	1	3
12	и прежде всего	2	3
13	потому что она	5	2
14	то же самое	2	2
15	с точки зрения	8	2
16	они вовсе не	1	2
17	мы находим в	1	2
18	о том как	1	2
19	со всеми его	1	2
20	не нуждается в	3	2
21	же как и	1	2
22	в данном случае	2	2
23	и с точки	1	2
24	в то время	3	2
25	так как они	1	2
26	мы уже говорили	1	2
27	не может быть	3	2
28	можно сказать что	3	2
29	друг с другом	1	2
30	к тому же	1	2
31	и потому она	1	1
32	том что в	1	1
33	что иное как	3	1
34	несколько слов об	1	1
35	в той или	2	1
36	сосредоточиться на этом	1	1
37	и это нисколько	1	1
38	и не нуждаются	1	1
39	не только о	1	1
40	в самом деле	3	1
41	это нисколько не	1	1
42	времена и сроки	1	1
43	и нигде не	1	1
44	как и все	2	1
45	и в то	1	1
46	на еду на	1	1
47	сказать несколько слов	1	1
48	и та же	4	1
49	на самом же	1	1
50	независимо от того	1	1
51	о чем мы	1	1
52	но уже и	1	1
53	на этом моменте	1	1
54	в обычной жизни	1	1
55	но это не	2	1
56	это вовсе не	2	1
57	в частности к	1	1
58	также что в	1	1
59	и даже в	2	1
60	но то как	1	1
61	вместе с тем	1	1
62	может быть и	3	1
63	и в частности	2	1
64	в это время	1	1
65	они вообще не	1	1
66	том как он	1	1
67	по своему существу	1	1
68	и в этой	1	1
69	если она и	1	1
70	самом же деле	1	1
71	об этом мы	1	1
72	есть не что	2	1
73	что это было	1	1
74	не имеет значения	1	1
75	не что иное	3	1
76	от того что	2	1
77	мы уже сказали	1	1
78	на этом основании	1	1
79	одна и та	4	1
80	о том что	4	1
81	уже более не	1	1
82	мы еще будем	1	1
83	той или иной	1	1
84	в другом случае	1	1
85	как мы уже	1	1
86	это не просто	1	1
87	тем не менее	2	1
88	что и в	1	1
89	только тогда когда	4	1
90	в поэзии и	1	1
91	во все стороны	1	1
92	в своей жизни	1	1
