N	3gram	Propp_Isto_1	Komedia
1	к тому же	1	10
2	едва ли не	1	5
3	в том что	4	5
4	за то что	1	4
5	вместе с тем	2	4
6	о том что	3	4
7	для того чтобы	1	4
8	по отношению к	3	3
9	в связи с	3	3
10	до тех пор	1	3
11	в то время	3	3
12	не говоря уже	1	2
13	в этом смысле	1	2
14	до сих пор	5	2
15	говоря уже о	1	2
16	в отличие от	2	2
17	бы то ни	2	2
18	как правило в	1	2
19	в это время	1	2
20	то время как	3	2
21	то ни было	2	2
22	с одной стороны	4	2
23	и т п	1	2
24	после того как	1	2
25	к тому что	1	2
26	можно было бы	3	2
27	друг с другом	3	2
28	что и в	1	2
29	аргументом в пользу	1	2
30	должны были бы	2	1
31	не означает что	2	1
32	у своего отца	1	1
33	сводится к тому	1	1
34	мы имеем дело	1	1
35	никак не может	1	1
36	в соответствии с	1	1
37	из них в	1	1
38	с самого начала	2	1
39	о том чтобы	1	1
40	для этой цели	1	1
41	наряду с этим	1	1
42	но и в	2	1
43	а может быть	1	1
44	то что в	2	1
45	но и здесь	1	1
46	точно так же	3	1
47	только тем что	1	1
48	в том случае	1	1
49	в этой связи	1	1
50	в первом случае	1	1
51	по существу своему	1	1
52	как будто бы	2	1
53	обстоит дело с	2	1
54	как он был	1	1
55	так как будто	1	1
56	само по себе	2	1
57	и детей из	1	1
58	с другой стороны	5	1
59	таким образом и	1	1
60	не может быть	7	1
61	того или иного	1	1
62	но столь же	1	1
63	более или менее	5	1
64	только в связи	1	1
65	в тех же	1	1
66	хотя бы в	1	1
67	не только в	1	1
68	но все же	3	1
69	в большинстве случаев	4	1
70	только в начале	1	1
71	тем не менее	6	1
72	во всех случаях	2	1
73	первых же слов	1	1
74	мы знаем их	2	1
75	ясно что это	1	1
76	даже в тех	1	1
77	происходит и в	1	1
78	вместе с детьми	1	1
