N	3gram	Losev_Dial_3	Istorich
1	и т д	23	18
2	до сих пор	1	6
3	точно так же	2	6
4	мы имеем в	1	5
5	в том что	3	5
6	так же как	2	4
7	в связи с	1	4
8	подобно тому как	4	3
9	с одной стороны	3	3
10	что иное как	6	2
11	иметь в виду	2	2
12	на самом деле	1	2
13	т д и	6	2
14	но они не	2	2
15	в другой раз	1	2
16	не что иное	6	2
17	руки и ноги	2	2
18	с другой стороны	2	2
19	не может быть	6	2
20	о том что	5	2
21	на то что	3	2
22	к тому же	2	2
23	том что в	1	1
24	и есть то	1	1
25	она и есть	2	1
26	вопрос об этом	1	1
27	как только мы	1	1
28	то это значит	4	1
29	в виду что	1	1
30	и той же	1	1
31	но так как	1	1
32	и следовательно не	1	1
33	и не только	3	1
34	то о нем	1	1
35	в подобных случаях	1	1
36	дело вовсе не	1	1
37	т е что	6	1
38	что мы имеем	1	1
39	в зависимости от	2	1
40	сам по себе	5	1
41	ничего не говорится	1	1
42	т е в	4	1
43	это может быть	1	1
44	так и к	1	1
45	и то же	2	1
46	тем не менее	10	1
47	в мифе о	1	1
48	так или иначе	2	1
49	и в котором	1	1
50	одно из них	1	1
51	и кроме того	1	1
52	есть не что	3	1
53	и пр в	1	1
54	вовсе не в	1	1
55	мы не можем	2	1
56	на вопрос об	1	1
57	кроме того есть	1	1
58	это и есть	2	1
59	связи с этим	1	1
60	что у него	1	1
61	имеет такое же	1	1
62	это значит что	21	1
63	д и наконец	1	1
64	не только не	7	1
65	но все эти	1	1
66	и прежде всего	3	1
67	с этой стороны	1	1
68	как одна из	1	1
69	из этих двух	1	1
70	одной и той	1	1
71	все на свете	1	1
72	и понимает ее	1	1
