N	3gram	Losev_Vlad_1	FransuaR
1	то же время	4	6
2	в то же	4	6
3	как мы уже	3	5
4	но в то	1	4
5	в связи с	1	4
6	а также и	1	3
7	для того чтобы	2	3
8	в этом отношении	1	2
9	как раз в	1	2
10	одной и той	1	2
11	и той же	1	2
12	не может быть	3	2
13	в париже и	1	2
14	о том что	7	2
15	можно сказать что	2	2
16	в том же	1	2
17	смысле этого слова	1	1
18	несколько слов о	1	1
19	что иное как	1	1
20	но как раз	1	1
21	не только во	1	1
22	нет и не	1	1
23	и вообще в	1	1
24	том что в	3	1
25	дело в том	4	1
26	мы уже сказали	2	1
27	так как в	1	1
28	и в особенности	1	1
29	в настоящее время	1	1
30	но даже и	2	1
31	также и в	1	1
32	сводить только к	1	1
33	свидетельствует о том	1	1
34	и не раз	2	1
35	мы еще встретимся	1	1
36	как это делает	1	1
37	как раз и	2	1
38	на первый план	2	1
39	те же кто	1	1
40	и не может	1	1
41	в них все	1	1
42	в таких случаях	1	1
43	то может быть	1	1
44	бы то ни	1	1
45	еще в эпоху	1	1
46	за то что	1	1
47	большую роль в	1	1
48	в значительной мере	1	1
49	к жизни и	1	1
50	и в частности	2	1
51	была у него	1	1
52	не что иное	1	1
53	в том чтобы	2	1
54	то ни было	1	1
55	всего со всеми	1	1
56	в дальнейшем в	1	1
57	и в этом	1	1
58	в году и	2	1
59	которой видно что	1	1
60	своей живости и	1	1
61	притом не только	1	1
62	том чтобы установить	1	1
63	то что он	5	1
64	это конечно не	1	1
65	в состоянии их	1	1
66	в связи со	2	1
67	во всяком случае	2	1
68	как мы увидим	2	1
69	с другой стороны	3	1
70	очень мало и	1	1
71	в свое время	5	1
72	во всем своем	1	1
73	только то что	1	1
74	есть не что	1	1
75	и тут же	1	1
76	заключается в том	1	1
77	начиная с года	1	1
78	даже и в	1	1
79	то что тот	1	1
80	и вместе с	1	1
81	в свою очередь	1	1
82	это и есть	1	1
83	тех людей которые	1	1
84	только во время	1	1
85	но и для	1	1
86	в обычном смысле	1	1
87	мы знаем что	2	1
88	что для характеристики	1	1
89	что во время	1	1
90	до того он	1	1
91	можно судить по	2	1
92	отношение к жизни	1	1
93	в том что	7	1
94	что и в	2	1
