N	3gram	Bakhtin_fo_1	Problema
1	в том что	2	9
2	сама по себе	1	8
3	той или иной	2	8
4	в связи с	5	7
5	в данном случае	1	7
6	сами по себе	1	6
7	во всяком случае	1	6
8	и в этом	1	6
9	в этом случае	1	5
10	не может быть	3	5
11	как раз и	2	4
12	в то же	6	4
13	то время как	2	4
14	и то же	3	4
15	в то время	3	4
16	дело в том	2	3
17	может быть и	2	3
18	одно и то	3	3
19	когда мы говорим	1	3
20	смысле слова и	1	3
21	та или иная	1	3
22	то есть в	1	3
23	о том что	1	3
24	для нас не	1	3
25	в той или	1	2
26	ровно ничего не	1	2
27	а вовсе не	1	2
28	же как и	2	2
29	с точки зрения	2	2
30	на первый план	1	2
31	мы находим в	1	2
32	до сих пор	3	2
33	в отличие от	2	2
34	в чем не	2	2
35	но и в	2	2
36	мы говорим о	1	2
37	и в частности	2	2
38	не только в	2	2
39	по сравнению с	2	2
40	ясно что в	1	2
41	и как бы	1	2
42	ни в чем	2	2
43	как мы говорили	1	2
44	и не обязательно	1	2
45	вовсе не является	1	2
46	и того же	5	1
47	и может быть	1	1
48	вполне понятно что	4	1
49	точка зрения на	1	1
50	само собой разумеется	2	1
51	с чем не	1	1
52	мы встречаем например	1	1
53	как мы это	1	1
54	и по существу	1	1
55	между собой в	1	1
56	и не только	2	1
57	как мы сказали	1	1
58	то есть именно	2	1
59	в той же	1	1
60	но он не	1	1
61	с тем что	1	1
62	с самим собою	3	1
63	и совсем не	1	1
64	и не был	1	1
65	как и в	2	1
66	у нас и	1	1
67	с одной стороны	2	1
68	и все его	1	1
69	выступает на первый	1	1
70	тот факт что	1	1
71	смысле этого слова	1	1
72	могло бы происходить	1	1
73	в определенном направлении	1	1
74	быть и речи	1	1
75	во всех этих	1	1
76	и с которой	1	1
77	на второй план	1	1
78	то есть такого	1	1
79	в нем не	3	1
80	друг к другу	2	1
81	вовсе не являются	1	1
82	таким образом и	1	1
83	так же как	2	1
84	что дело здесь	1	1
85	бросается в глаза	1	1
86	мы уже видели	1	1
87	и во всяком	1	1
88	и все же	1	1
89	в тех случаях	1	1
90	были бы совершенно	1	1
91	собой разумеется что	2	1
92	узком смысле слова	1	1
93	имел в виду	1	1
94	так и в	1	1
95	отнюдь не являются	1	1
96	к выводу что	1	1
97	равно как и	2	1
98	но отнюдь не	1	1
99	что в нем	1	1
100	ни с чем	1	1
101	в самом деле	1	1
102	одного и того	5	1
103	не являются только	1	1
104	которые могут быть	1	1
105	тех случаях когда	1	1
106	и в литературе	1	1
107	для того чтобы	5	1
108	вовсе не было	2	1
109	в себе не	1	1
110	здесь не только	1	1
111	к тому же	2	1
112	мы еще не	1	1
