N	3gram	Vinokur_Ku_3	Myshleni
1	в том что	8	19
2	по отношению к	2	10
3	с точки зрения	16	10
4	для того чтобы	11	8
5	к тому что	1	7
6	так же как	1	6
7	от того что	2	6
8	в то время	1	6
9	то же самое	1	6
10	в силу того	1	5
11	в зависимости от	7	5
12	можно было бы	10	5
13	силу того что	1	5
14	заключается в том	1	5
15	и того же	2	4
16	потому что он	1	4
17	не иначе как	1	4
18	одного и того	2	4
19	как мы видели	2	4
20	и той же	1	3
21	он не умеет	1	3
22	до сих пор	8	3
23	из того что	1	3
24	отношений между понятиями	2	3
25	в первую очередь	3	3
26	одной и той	1	3
27	в первом случае	2	3
28	в этом смысле	1	2
29	бы сказать что	3	2
30	в этом случае	4	2
31	он мог бы	1	2
32	принять во внимание	2	2
33	и не может	1	2
34	каждой из этих	1	2
35	только то что	2	2
36	с тем что	1	2
37	на этот вопрос	1	2
38	как увидим ниже	1	2
39	вместе с тем	1	2
40	только в силу	1	2
41	мы говорим что	1	2
42	то что он	1	2
43	не могут быть	2	2
44	на первых порах	1	2
45	что все эти	1	2
46	с другой стороны	3	2
47	когда мы говорим	1	2
48	как на основе	1	2
49	том смысле что	1	2
50	то что мы	1	2
51	не только не	1	2
52	именно потому что	1	2
53	в связи с	4	2
54	в том смысле	1	2
55	не может быть	3	2
56	один и тот	2	1
57	уже сказано выше	1	1
58	что если бы	1	1
59	ответить на этот	1	1
60	на самом деле	3	1
61	в том числе	2	1
62	с помощью которого	1	1
63	по своему значению	1	1
64	друг от друга	1	1
65	как раз и	2	1
66	с этим вопросом	1	1
67	только в том	2	1
68	самом деле не	2	1
69	что он не	1	1
70	в отличие от	2	1
71	в пределах данной	1	1
72	по своему содержанию	1	1
73	в собственном смысле	1	1
74	это и значит	2	1
75	что в первом	1	1
76	словах потому что	1	1
77	с этой точки	1	1
78	не то что	1	1
79	самостоятельная и независимая	1	1
80	в равной мере	1	1
81	точки зрения изучения	1	1
82	в процессе развития	1	1
83	в одном случае	1	1
84	сам по себе	3	1
85	как раз тех	1	1
86	в данном случае	4	1
87	не потому что	1	1
88	мы видели уже	1	1
89	не только в	3	1
90	с одной стороны	4	1
91	и тот же	2	1
92	того как ему	1	1
93	зависимости от того	3	1
94	и не могут	1	1
95	и в этом	4	1
96	что именно в	1	1
97	ясно что в	1	1
98	потому что в	2	1
99	самом деле как	1	1
100	отношению к таким	1	1
101	в том какие	1	1
102	а не как	1	1
103	становится возможным только	1	1
104	собственном смысле слова	1	1
105	это не значит	1	1
106	этой точки зрения	1	1
107	и в отношении	1	1
108	связь между обучением	1	1
109	только тогда когда	4	1
110	то обстоятельство что	3	1
111	мы не можем	1	1
112	же самое что	1	1
113	от того как	2	1
114	зависимости от той	1	1
115	в свою очередь	1	1
116	все эти факты	1	1
117	и в зависимости	1	1
118	видно уже из	1	1
119	но в этом	1	1
120	в самом деле	11	1
121	той или иной	5	1
122	тогда когда мы	1	1
123	у нас в	1	1
124	в данной области	1	1
125	не с точки	1	1
126	смысле этого слова	2	1
127	то время когда	1	1
128	после того как	4	1
129	возможным только в	1	1
130	как самостоятельная и	1	1
131	тех или иных	1	1
132	тем не менее	9	1
133	непосредственное значение для	1	1
134	этом смысле можно	1	1
135	что и в	2	1
136	письменной речи в	2	1
137	не нужно если	1	1
