N	2gram	Tiupa_Hudo_2	Literetu
1	а не	14	20
2	и в	28	19
3	может быть	8	17
4	своего рода	16	13
5	то же	6	12
6	и не	18	11
7	как и	11	10
8	в том	15	10
9	и т.п	1	10
10	но и	9	10
11	тогда как	7	9
12	в этом	13	9
13	состоит в	7	9
14	в то	6	9
15	в мире	7	9
16	же время	4	9
17	не может	4	9
18	такого рода	1	9
19	не только	11	8
20	и даже	1	8
21	с другой	3	8
22	слова и	1	7
23	том что	19	7
24	так и	8	7
25	и т.д	2	7
26	с одной	3	7
27	я в	1	7
28	то что	6	7
29	и на	3	6
30	в себе	9	6
31	при этом	11	6
32	однако в	2	6
33	не менее	5	6
34	себя в	8	6
35	одной стороны	3	6
36	я не	7	5
37	столь же	3	5
38	но не	4	5
39	конечном счете	3	5
40	художественного мышления	2	5
41	в принципе	2	5
42	он не	4	5
43	одна из	2	5
44	в конечном	4	5
45	уединенного сознания	1	5
46	в качестве	4	5
47	для всех	1	5
48	на фоне	3	5
49	то есть	1	5
50	того что	1	5
51	с тобой	1	5
52	вместе с	2	5
53	я и	6	4
54	в сфере	1	4
55	но тем	2	4
56	мы не	1	4
57	по отношению	7	4
58	так что	1	4
59	отнюдь не	2	4
60	едва ли	3	4
61	человека в	4	4
62	для него	5	4
63	точки зрения	2	4
64	не в	13	4
65	даже в	1	4
66	в области	1	4
67	ли не	1	4
68	в ней	3	4
69	еще в	1	4
70	в его	11	4
71	один из	2	4
72	и других	1	4
73	не случайно	10	4
74	тем что	6	4
75	прежде всего	3	4
76	в частности	7	4
77	в искусстве	1	4
78	жизни в	7	4
79	другой стороны	1	4
80	жизни и	6	4
81	что в	5	4
82	одним из	1	3
83	и то	2	3
84	в сущности	1	3
85	и он	3	3
86	я на	1	3
87	во всех	1	3
88	как к	1	3
89	поскольку в	1	3
90	в этой	5	3
91	то и	4	3
92	наш взгляд	4	3
93	в нем	3	3
94	на наш	4	3
95	в глазах	6	3
96	мы с	3	3
97	том чтобы	1	3
98	с точки	2	3
99	тем самым	2	3
100	не столько	2	3
101	никогда не	5	3
102	ничего не	5	3
103	сознания в	1	3
104	и его	5	3
105	личности в	3	3
106	данном случае	2	3
107	в себя	1	3
108	всей своей	1	3
109	не с	2	3
110	и с	6	3
111	в другом	2	3
112	всего лишь	3	3
113	другого в	1	3
114	но с	1	3
115	между я	1	3
116	а в	6	3
117	так как	1	3
118	себе и	1	3
119	этом отношении	1	3
120	со стороны	3	3
121	в разговоре	1	3
122	в данном	2	3
123	а именно	1	3
124	по существу	1	3
125	но это	1	3
126	в начале	1	3
127	и для	2	3
128	на свою	1	3
129	что он	8	3
130	о себе	3	3
131	отношению к	7	3
132	как на	2	3
133	и т	4	2
134	же как	2	2
135	в ситуации	1	2
136	я тебя	1	2
137	являет собой	2	2
138	той же	2	2
139	это прежде	1	2
140	на себя	3	2
141	с ее	5	2
142	жизни как	5	2
143	в каждой	1	2
144	разумеется не	1	2
145	нам представляется	2	2
146	но как	1	2
147	я я	1	2
148	если в	2	2
149	без другого	2	2
150	в художественном	4	2
151	все же	2	2
152	как уже	2	2
153	и к	2	2
154	но в	2	2
155	то в	4	2
156	со своей	2	2
157	представляет собой	1	2
158	в нашем	2	2
159	жизнь есть	2	2
160	как он	3	2
161	о которой	2	2
162	и сам	5	2
163	в годы	1	2
164	свое время	1	2
165	на жизнь	1	2
166	подобно тому	4	2
167	на этом	2	2
168	не бывает	1	2
169	русской классической	1	2
170	в каждом	1	2
171	а затем	1	2
172	и иных	1	2
173	однако его	1	2
174	в жизни	8	2
175	в них	3	2
176	соответствии с	3	2
177	с этой	1	2
178	а за	2	2
179	он и	1	2
180	и еще	1	2
181	как бы	5	2
182	и читателя	3	2
183	мысли и	2	2
184	что я	2	2
185	по преимуществу	3	2
186	свое существование	1	2
187	одном из	1	2
188	что было	3	2
189	тем не	4	2
190	из ключевых	2	2
191	то с	1	2
192	из нас	2	2
193	не по	2	2
194	в основе	2	2
195	жизни на	2	2
196	перед ним	1	2
197	бытия не	1	2
198	все еще	1	2
199	для того	4	2
200	для себя	6	2
201	не могу	3	2
202	в ее	18	2
203	то как	1	2
204	еще не	3	2
205	художественного мира	1	2
206	о том	12	2
207	и что	1	2
208	для нас	3	2
209	а также	2	2
210	путь к	1	2
211	и только	2	2
212	не более	2	2
213	герой которого	1	2
214	художественном мире	1	2
215	было бы	3	2
216	могло бы	1	2
217	и одновременно	1	2
218	одной из	3	2
219	потому что	2	2
220	уже не	10	2
221	уже в	1	2
222	как писал	1	2
223	из них	2	2
224	одно из	5	2
225	ведь это	1	2
226	в одном	3	2
227	т п	2	2
