N	2gram	Tiupa_Hudo_2	slovoVRo
1	и в	28	41
2	в нем	3	30
3	и т	4	28
4	то есть	1	26
5	т п	2	23
6	во всех	1	17
7	не только	11	16
8	и не	18	16
9	точки зрения	2	16
10	но и	9	16
11	а не	14	15
12	то же	6	14
13	и на	3	14
14	в то	6	14
15	и его	5	14
16	в пределах	1	14
17	может быть	8	14
18	не может	4	14
19	слова и	1	13
20	в сущности	1	13
21	в его	11	13
22	в этом	13	12
23	до конца	1	12
24	же время	4	12
25	как бы	5	12
26	так и	8	11
27	в той	1	10
28	себя в	8	9
29	все эти	1	9
30	той или	1	9
31	или иной	2	9
32	точка зрения	1	8
33	как в	5	8
34	но в	2	8
35	с точки	2	8
36	как мы	2	8
37	или в	3	8
38	прежде всего	3	8
39	отношение к	2	7
40	все же	2	7
41	чужих слов	1	7
42	в слове	1	7
43	в своей	6	7
44	не в	13	7
45	вовсе не	2	7
46	с ним	7	7
47	зрения на	2	7
48	на фоне	3	7
49	все они	3	7
50	при этом	11	6
51	это не	6	6
52	в них	3	6
53	установка на	1	6
54	оно не	2	6
55	только в	4	6
56	и даже	1	6
57	по своим	1	6
58	к чужому	3	6
59	а в	6	6
60	отношении к	1	6
61	и к	2	5
62	в самом	5	5
63	он в	1	5
64	так сказать	1	5
65	т д	2	5
66	с другими	3	5
67	все это	3	5
68	в основе	2	5
69	со своим	3	5
70	к нему	3	5
71	с другой	3	5
72	еще более	1	5
73	одним из	1	4
74	по преимуществу	3	4
75	на мир	1	4
76	в ней	3	4
77	еще не	3	4
78	с его	5	4
79	за пределы	1	4
80	перед нами	11	4
81	в которой	1	4
82	но именно	2	4
83	не как	2	4
84	у толстого	1	4
85	дистанции между	1	4
86	в каждом	1	4
87	и с	6	4
88	лишь в	2	4
89	как и	11	4
90	автора и	2	4
91	том же	1	4
92	и для	2	4
93	лежит в	1	4
94	с ее	5	4
95	ничего не	5	4
96	автор не	1	4
97	о нем	2	4
98	все его	3	4
99	один из	2	4
100	оно и	1	4
101	ли он	2	4
102	с одной	3	4
103	рядом с	5	4
104	чужому слову	1	4
105	одной стороны	3	4
106	и все	7	4
107	там где	1	4
108	и потому	1	4
109	и от	2	4
110	быть и	1	4
111	другой стороны	1	4
112	каждое слово	1	4
113	также и	1	3
114	в первом	2	3
115	его же	1	3
116	данном случае	2	3
117	в своем	5	3
118	бы и	4	3
119	из этих	2	3
120	в себе	9	3
121	его но	1	3
122	и сам	5	3
123	его в	2	3
124	было бы	3	3
125	он не	4	3
126	и ее	3	3
127	от его	1	3
128	не должно	1	3
129	а иногда	1	3
130	она не	5	3
131	не могло	1	3
132	никогда не	5	3
133	в разных	1	3
134	и здесь	1	3
135	в других	4	3
136	к тому	7	3
137	смысле в	1	3
138	образом в	1	3
139	о том	12	3
140	все время	3	3
141	того что	1	3
142	в том	15	3
143	в качестве	4	3
144	и других	1	3
145	из них	2	3
146	его и	2	3
147	для него	5	3
148	так как	1	3
149	у него	5	3
150	именно в	2	3
151	по всей	1	3
152	не было	6	3
153	более того	1	3
154	в данном	2	3
155	по существу	1	3
156	с этой	1	3
157	как только	3	3
158	вне себя	1	3
159	хотя бы	2	3
160	одной из	3	3
161	с ними	3	3
162	из этого	1	3
163	которая не	1	3
164	а между	4	2
165	например в	1	2
166	то в	4	2
167	в котором	6	2
168	века в	1	2
169	мы уже	3	2
170	той же	2	2
171	а как	2	2
172	мы не	1	2
173	же как	2	2
174	время как	1	2
175	они были	2	2
176	и то	2	2
177	между собой	1	2
178	столь же	3	2
179	различия между	2	2
180	в ее	18	2
181	но не	4	2
182	что они	4	2
183	сих пор	2	2
184	граничит с	1	2
185	без другого	2	2
186	как к	1	2
187	хотя и	1	2
188	от этого	1	2
189	нами в	1	2
190	не могла	5	2
191	обособляется в	1	2
192	на этом	2	2
193	те же	2	2
194	слов о	1	2
195	и иных	1	2
196	том что	19	2
197	в этих	3	2
198	но он	1	2
199	относительно самостоятельных	1	2
200	вместе со	2	2
201	зрения и	1	2
202	даже в	1	2
203	остановимся на	1	2
204	тому что	4	2
205	в атмосфере	1	2
206	ничего нового	1	2
207	дело не	2	2
208	на язык	1	2
209	автор и	1	2
210	такая же	1	2
211	для нас	3	2
212	ему не	1	2
213	ни о	3	2
214	в духе	2	2
215	вокруг него	1	2
216	между автором	2	2
217	и о	4	2
218	но по	1	2
219	то время	1	2
220	роль в	2	2
221	на том	1	2
222	можно было	3	2
223	не с	2	2
224	произведения не	2	2
225	иногда в	1	2
226	в другом	2	2
227	можно сказать	6	2
228	а также	2	2
229	нас в	1	2
230	жизни но	1	2
231	наконец в	1	2
232	известном смысле	1	2
233	и одновременно	1	2
234	здесь не	2	2
235	среди других	3	2
236	между тем	8	2
237	и тем	1	2
238	так что	1	2
239	же и	2	2
240	уже не	10	2
241	и у	2	2
242	только на	5	2
243	в виде	2	2
244	или даже	1	2
245	характерно что	3	2
246	в одном	3	2
