N	3gram	Losev_Prob_1	Problemy
1	и т п	1	9
2	с точки зрения	3	8
3	до сих пор	3	7
4	сам по себе	7	5
5	в то же	4	5
6	сама по себе	4	4
7	не может быть	2	4
8	в самом деле	2	4
9	и т д	10	4
10	более или менее	3	3
11	можно было бы	2	3
12	к тому же	1	3
13	как мы увидим	2	3
14	с другой стороны	3	3
15	но в то	1	3
16	той или иной	4	3
17	никак не может	1	3
18	как и в	1	3
19	хотя и не	2	2
20	в настоящее время	3	2
21	в этом смысле	6	2
22	как раз и	7	2
23	как мы сказали	1	2
24	друг на друга	1	2
25	того и другого	1	2
26	это вовсе не	2	2
27	может быть и	3	2
28	в конце концов	4	2
29	и то же	1	2
30	то время как	1	2
31	одно и то	1	2
32	тем не менее	18	2
33	в то время	1	2
34	никогда не может	2	2
35	на то что	8	2
36	в этих случаях	2	2
37	по себе но	3	2
38	о том как	2	1
39	если бы он	1	1
40	но уже и	1	1
41	а между тем	1	1
42	а следовательно и	1	1
43	прежде всего как	1	1
44	иметь в виду	3	1
45	а вовсе не	1	1
46	дело в том	3	1
47	здесь перед нами	3	1
48	в этом последнем	1	1
49	также и в	1	1
50	есть прежде всего	1	1
51	в том и	1	1
52	слово о нем	1	1
53	то же самое	9	1
54	в том же	1	1
55	же как и	1	1
56	и если мы	3	1
57	по крайней мере	2	1
58	и во всех	1	1
59	в таком случае	6	1
60	и в других	3	1
61	сами по себе	3	1
62	в сознании и	2	1
63	и очень долго	1	1
64	является одним из	1	1
65	бы то ни	1	1
66	а может быть	2	1
67	остается в пределах	1	1
68	что в нем	3	1
69	может быть даже	2	1
70	уже в первом	1	1
71	то что было	1	1
72	это совершенно не	1	1
73	слово во всех	1	1
74	но в таком	4	1
75	того о чем	1	1
76	вообще во всех	2	1
77	не говорит о	1	1
78	что же было	1	1
79	мы не знаем	1	1
80	по своей структуре	1	1
81	мы здесь не	1	1
82	на этот раз	2	1
83	в связи с	4	1
84	как мы это	1	1
85	если мы не	1	1
86	между собою и	1	1
87	так или иначе	2	1
88	ни на что	1	1
89	то что он	3	1
90	перед нами в	1	1
91	во всяком случае	3	1
92	до настоящего времени	1	1
93	тут уже не	1	1
94	о которых мы	2	1
95	том и в	1	1
96	и в том	1	1
97	если бы оно	1	1
98	о том что	5	1
99	бы оно было	1	1
100	здесь не только	2	1
101	но он есть	1	1
102	только на то	1	1
103	между собою но	1	1
104	сознание о нем	1	1
105	так и в	1	1
106	на самом деле	4	1
107	и хочет чтобы	1	1
108	мы можем сказать	1	1
109	не только не	3	1
110	что может быть	2	1
111	она не только	1	1
112	мы будем говорить	1	1
113	можно сказать что	3	1
114	конечно далеко не	1	1
115	в другом случае	1	1
116	на что другое	1	1
117	как мы уже	1	1
118	и что он	1	1
119	в том что	5	1
120	все это не	1	1
121	для себя не	1	1
122	но по своей	1	1
123	и в другом	1	1
