N	3gram	Vygotskiy__7	Istorich
1	с другой стороны	1	8
2	в этом случае	14	7
3	с одной стороны	5	7
4	вместе с тем	4	6
5	о том что	4	4
6	но все же	1	4
7	тем не менее	3	4
8	как мы увидим	1	3
9	так же как	7	3
10	но вместе с	1	3
11	не может быть	4	3
12	мы увидим ниже	1	3
13	после того как	1	3
14	для того чтобы	18	3
15	потому что он	2	2
16	по отношению к	5	2
17	так как в	1	2
18	же как и	2	2
19	до сих пор	3	2
20	в данном случае	5	2
21	если бы мы	1	2
22	не только в	1	2
23	и вместе с	2	2
24	таким образом мы	1	2
25	это значит что	1	2
26	и таким образом	1	2
27	друг с другом	2	2
28	тем что он	1	2
29	в том что	13	2
30	на то что	4	2
31	как и в	3	2
32	что и в	1	2
33	мы видим в	1	1
34	к этому же	1	1
35	некоторое время в	1	1
36	из того что	2	1
37	но то что	2	1
38	на самом деле	2	1
39	в том числе	1	1
40	никак не может	1	1
41	в соответствии с	1	1
42	одной стороны и	3	1
43	с точки зрения	21	1
44	только в том	1	1
45	в зависимости от	1	1
46	сам по себе	1	1
47	что он не	1	1
48	в отличие от	2	1
49	так как для	1	1
50	что и не	1	1
51	в свете наших	1	1
52	том числе и	1	1
53	точно так же	2	1
54	что все это	1	1
55	с этой точки	4	1
56	чем перейти к	2	1
57	таким образом развитие	1	1
58	то время как	2	1
59	может быть не	1	1
60	состоит в том	3	1
61	даже если бы	1	1
62	но и он	1	1
63	во всех этих	1	1
64	от земли до	1	1
65	потому что в	1	1
66	не только для	1	1
67	в одном случае	1	1
68	как представление о	1	1
69	только после того	1	1
70	мы уже говорили	1	1
71	она все же	1	1
72	не представляет собой	2	1
73	во всяком случае	1	1
74	что у него	1	1
75	ни у одного	1	1
76	этой точки зрения	4	1
77	представляет собой такое	1	1
78	таким образом в	2	1
79	если не знать	1	1
80	есть представление о	1	1
81	в то время	2	1
82	в свою очередь	2	1
83	само по себе	1	1
84	и тем самым	4	1
85	но и для	1	1
86	с самого начала	7	1
87	в самом деле	4	1
88	подобно тому как	1	1
89	что как это	1	1
90	что эта связь	1	1
91	можно сказать что	3	1
92	тот момент когда	1	1
93	по себе но	1	1
94	у одного из	1	1
95	в то же	1	1
96	она представляет собой	4	1
97	до некоторой степени	1	1
98	здесь как и	1	1
99	только тогда когда	1	1
100	как мы видели	3	1
