N	3gram	Bakhtin_sl_1	Psycholo
1	в том что	1	17
2	для того чтобы	1	13
3	с точки зрения	8	10
4	и т п	23	8
5	не может быть	1	8
6	до сих пор	2	5
7	в этом отношении	1	5
8	и той же	1	4
9	можно было бы	2	4
10	в данном случае	3	4
11	тем не менее	1	4
12	о том что	1	4
13	одной и той	1	4
14	в то время	2	3
15	никогда не может	1	3
16	в отношении к	6	3
17	то есть как	3	2
18	на том же	2	2
19	это было бы	1	2
20	в том и	2	2
21	и не может	2	2
22	как и в	1	2
23	то время как	2	2
24	в первый раз	1	2
25	которая не может	1	2
26	одни и те	1	2
27	бы то ни	1	2
28	во всяком случае	5	2
29	этой точки зрения	1	2
30	и в том	2	2
31	таким образом в	3	2
32	то же время	12	2
33	в свою очередь	2	2
34	того или иного	2	2
35	и те же	1	2
36	с другой стороны	4	2
37	в то же	12	2
38	к тому что	2	2
39	мы видим что	1	2
40	и т д	5	2
41	а между тем	2	1
42	и до наших	1	1
43	не могла быть	1	1
44	прямо сказать что	1	1
45	все дело в	1	1
46	то есть не	1	1
47	что поэт в	1	1
48	имеем в виду	1	1
49	в этом случае	2	1
50	и там где	2	1
51	а не к	1	1
52	в процессе творчества	1	1
53	в зависимости от	3	1
54	но и на	1	1
55	в отличие от	1	1
56	но и в	1	1
57	и во всех	2	1
58	вводит в свое	1	1
59	в романе в	3	1
60	в противном случае	1	1
61	с этой точки	1	1
62	по крайней мере	1	1
63	то или иное	1	1
64	сводится именно к	1	1
65	по аналогии с	1	1
66	он никогда не	1	1
67	одно и то	2	1
68	и в частности	1	1
69	то ни было	1	1
70	в узком смысле	10	1
71	могут быть отнесены	1	1
72	может быть не	1	1
73	не есть еще	1	1
74	лежит в основе	1	1
75	с одной стороны	4	1
76	что для нас	1	1
77	и все его	1	1
78	не в самом	1	1
79	и то же	2	1
80	в поэтическом образе	1	1
81	не могут быть	2	1
82	области поэзии и	1	1
83	и ничего не	1	1
84	а не как	2	1
85	и ничем не	1	1
86	в свое время	1	1
87	до наших дней	1	1
88	форма и содержание	1	1
89	такая точка зрения	1	1
90	чужом языке и	1	1
91	друг с другом	2	1
92	во всех своих	1	1
93	более или менее	3	1
94	узком смысле слова	1	1
95	к тому или	1	1
96	дело не с	2	1
97	мы имеем в	1	1
98	с самого начала	1	1
99	не только не	1	1
100	не только на	2	1
101	на чужом языке	7	1
102	с помощью которых	1	1
103	оно не может	1	1
104	выходит за пределы	3	1
105	тридевять земель от	1	1
106	т п в	1	1
107	именно потому что	1	1
108	можно сказать что	1	1
109	он может быть	1	1
110	за тридевять земель	1	1
111	в другом случае	2	1
112	т п так	1	1
113	в первом случае	2	1
114	те или иные	3	1
115	в сущности имеет	1	1
116	ли он в	1	1
117	их от других	1	1
118	привело к тому	1	1
119	т п не	1	1
